CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3801-3802,3901-3902,4100,4200,4300,4400,4700,5200,5300,5400,5500,5600,5800,5900,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7438,7439,7630-7699,8011,8015,8019,8020-8039,8040-8079,8080-8089,"8091, 8097",8092,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9400-9499,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9730,9740,9770,"9775, 9780",9790,9791,"9793, 9795",LocalRevAO,StateRevAO,StateRevSE
63628156121024,1098976.0,0.0,0.0,19891.0,0.0,0.0,0.0,0.0,19891.0,42105.0,0.0,84385.0,71099.0,5879.0,31718.0,0.0,0.0,0.0,980136.0,0.0,642056.0,0.0,0.0,79811.0,0.0,13547.0,21848.0,281795.0,973543.0,68473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35998.0,0.0,0.0,0.0,2601680.0,-6000.0,0.0,360815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160620.0,87596.0,32247.0
64204181830132,1466576.41,0.0,109990.0,0.0,0.0,998431.35,0.0,0.0,0.0,119358.48,0.0,107376.2,338618.0,7517.98,75242.06,0.0,0.0,0.0,0.0,1466.75,224104.13,13302.64,0.0,31713.59,185.0,37359.12,87860.48,662223.44,788350.64,25192.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325302.54,0.0,0.0,0.0,0.0,0.0,4739589.0,0.0,0.0,0.0,0.0,0.0,0.0,3568.0,204401.45,0.0,0.0,0.0,0.0,0.0,0.0,-76616.67,0.0,0.0,0.0,250000.0,805664.13,0.0,0.0,37455.5,12682.51,0.0,25392.16,278008.78,0.0,0.0,0.0,0.0,0.0,37455.5,0.0,0.0,0.0,0.0,0.0,688329.03,-288113.72,0.0,163097.61,601544.72,0.0
64246191996347,155785.0,0.0,24000.0,0.0,9978.0,0.0,0.0,4173.0,14400.0,14547.0,1040.0,4791.0,25630.0,3591.0,10707.0,0.0,250.0,0.0,2544.0,4854.0,4019.0,0.0,7838.0,12577.0,84.0,13308.0,2888.0,8576.0,84436.0,638.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,11890.0,0.0,0.0,215834.0,0.0,0.0,0.0,0.0,0.0,0.0,11642.0,0.0,0.0,35458.0,0.0,0.0,6289.0,0.0,86030.0,0.0,0.0,0.0,0.0,2794.0,0.0,0.0,0.0,0.0,48682.0,201599.0,0.0,65498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123302.0,65954.0,-227193.0,32367.0,143690.0,0.0
64246191996537,1161983.19,0.0,274411.98,13089.8,0.0,0.0,242376.81,375580.27,0.0,0.0,0.0,177876.14,220043.1,9074.0,102678.39,112047.32,0.0,3030.93,246541.04,21699.89,168107.65,36439.56,0.0,65364.32,7427.7,21937.2,34980.24,152752.22,446144.34,36093.06,12848.59,0.0,76767.52,0.0,0.0,0.0,0.0,0.0,0.0,62914.69,0.0,324150.0,0.0,3172803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22275.0,0.0,246180.28,0.0,0.0,290721.02,0.0,0.0,0.0,100756.52,1026206.0,0.0,63618.0,0.0,0.0,925435.67,16666.0,364611.0,0.0,0.0,290721.02,0.0,63618.0,0.0,148289.0,0.0,0.0,0.0,-197821.61,-383212.52,129152.25,9834.65,100444.98,445583.6
64287191996479,1796852.84,0.0,316506.64,204957.52,0.0,274458.18,0.0,0.0,0.0,0.0,0.0,193318.74,176760.18,0.0,61966.5,0.0,0.0,235081.98,771344.33,461616.79,272114.39,0.0,0.0,0.0,0.0,1588.49,90512.4,363317.98,17103.74,79532.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4736915.0,0.0,0.0,0.0,5496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2844.12,0.0,0.0,0.0,1113496.78,1016484.04,0.0,0.0,23302.07,36312.12,155022.67,920956.93,0.0,0.0,0.0,240545.85,0.0,0.0,23302.07,0.0,0.0,0.0,0.0,0.0,1162656.949,716642.0,0.0,0.0,121805.2,180058.0
64634190101667,707844.26,0.0,74133.35,0.0,28789.25,0.0,45764.46,30474.88,70744.35,40463.39,7504.81,30075.14,86840.96,2817.51,20386.4,0.0,0.0,28.34,91603.31,0.0,24391.17,0.0,0.0,2882.69,1635.0,15818.38,50223.0,431991.0,131309.82,0.0,0.0,0.0,4288.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107197.0,0.0,0.0,0.0,0.0,0.0,0.0,1556.0,0.0,0.0,51457.0,0.0,0.0,0.0,0.0,235142.9,0.0,0.0,0.0,0.0,256773.63,0.0,0.0,0.0,0.0,0.0,388546.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,0.0,46369.85,0.0,0.0,0.0,258345.0,0.0
64857196119580,341200.0,0.0,68500.0,0.0,0.0,68900.0,0.0,0.0,0.0,30780.0,5758.0,3861.0,34875.0,0.0,16283.0,0.0,0.0,0.0,12868.0,0.0,9378.0,0.0,0.0,0.0,0.0,0.0,0.0,25905.0,12400.0,0.0,13466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231462.0,0.0,85548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67010.0,0.0,0.0,111743.0,0.0,0.0
65417210101055,248570.0,0.0,115000.0,0.0,0.0,1400.0,0.0,41376.0,0.0,19478.0,0.0,5786.0,37674.0,1928.0,19989.0,0.0,0.0,10862.0,0.0,0.0,86505.0,25655.0,0.0,3296.0,987.0,5892.0,1554.0,87246.0,256773.0,8556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125984.0,0.0,0.0,0.0,0.0,5030.0,22967.0,0.0,0.0,0.0,192306.0,61000.0,102703.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32584.0,28705.0,0.0,18695.0,400083.0,0.0
65474216118491,241831.0,0.0,86000.0,0.0,44529.0,0.0,5320.0,25054.0,0.0,0.0,0.0,29845.0,20646.0,1626.0,18795.0,0.0,0.0,9165.0,5736.0,45.0,13732.0,114.0,0.0,100.0,0.0,8083.0,0.0,6324.0,86063.0,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3502.0,0.0,0.0,0.0,0.0,2080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13087.0,0.0,0.0,0.0,0.0,55061.0,0.0,40000.0,0.0,0.0,288.0,28155.0,0.0,0.0,0.0,0.0,29224.0,0.0,42500.0,0.0,56500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4720.0,-160642.0,0.0,38359.0,86684.0,0.0
65557236116669,181993.0,0.0,0.0,0.0,40251.0,0.0,20970.0,42995.0,0.0,0.0,0.0,21913.0,7818.0,4668.0,12870.0,0.0,0.0,5900.0,9496.0,931.0,14772.0,0.0,0.0,2350.0,874.0,16222.0,11295.0,8776.0,42057.0,3600.0,5830.0,0.0,0.0,0.0,809.0,0.0,0.0,0.0,0.0,1519.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109797.0,0.0,15964.0,0.0,0.0,0.0,0.0,15750.0,0.0,0.0,2718.0,0.0,76812.0,74284.0,0.0,14001.0,0.0,59138.0,0.0,0.0,2718.0,0.0,0.0,0.0,0.0,0.0,70900.0,62718.0,0.0,30675.0,45183.0,0.0
65615232330413,219115.0,0.0,46329.0,0.0,57728.0,10894.0,28614.0,13938.0,0.0,21786.0,10850.0,12404.0,75386.0,1228.0,13366.0,0.0,0.0,0.0,17439.0,4099.0,33407.0,985.0,1477.0,2114.0,511.0,3625.0,22669.0,32413.0,98625.0,6113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17225.0,94377.0,0.0,424165.0,0.0,2439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42325.0,0.0,0.0,129574.0,0.0,2000.0,0.0,0.0,0.0,0.0,65910.0,0.0,0.0,0.0,0.0,0.0,29588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167896.0,146445.0,0.0,91647.0,22928.0,0.0
65615232330439,194817.73,0.0,40865.11,0.0,6775.0,2009.0,0.0,28151.24,0.0,19439.93,1930.52,6246.21,11242.35,818.08,18787.23,0.0,0.0,0.0,0.0,1388.16,40727.02,0.0,0.0,5276.73,279.0,1494.04,2660.61,24049.31,18820.8,6152.71,0.0,0.0,0.0,0.0,0.0,20581.43,0.0,0.0,0.0,1043.0,25000.0,0.0,253888.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93783.62,0.0,2392.0,0.0,0.0,0.0,0.0,41546.19,0.0,0.0,0.0,0.0,0.0,103934.43,0.0,6215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3861.35,23711.03,41780.09,1482.0,1972.31,12000.19,0.0
65615232330454,225851.0,0.0,31871.0,0.0,23445.0,10535.0,87008.0,6199.0,0.0,21023.0,11975.0,13605.0,67031.0,1150.0,13628.0,0.0,0.0,0.0,18081.0,6757.0,42099.0,365.0,1477.0,1469.0,175.0,3625.0,21715.0,72811.0,64220.0,5044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389181.0,-2159.0,0.0,0.0,0.0,0.0,0.0,42849.0,0.0,0.0,32507.0,0.0,0.0,16227.0,0.0,0.0,0.0,0.0,0.0,0.0,79191.0,0.0,0.0,0.0,0.0,0.0,38561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56857.0,32137.0,-32024.0,40337.0,27607.0,0.0
65615236117386,119107.66,0.0,0.0,0.0,50273.32,0.0,0.0,21367.5,0.0,9866.43,5315.05,7177.54,27255.2,572.32,9278.0,0.0,0.0,0.0,0.0,958.88,5119.52,0.0,0.0,0.0,200.0,1822.0,5223.35,30947.61,28879.02,3306.35,0.0,0.0,0.0,0.0,0.0,14877.66,0.0,0.0,0.0,1456.89,11512.31,0.0,0.0,161989.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12343.48,0.0,0.0,20313.63,0.0,11247.0,0.0,0.0,0.0,0.0,46438.96,0.0,0.0,0.0,0.0,0.0,28035.54,0.0,0.0,10271.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5445.66,34246.87,-40413.87,57772.0,12546.86,31704.33,19399.34
65623232330363,188498.5,0.0,0.0,0.0,31815.0,3155.26,37607.63,23579.56,0.0,15494.72,9072.73,10131.89,30184.91,2214.39,16879.79,0.0,0.0,0.0,2991.57,2518.14,11983.78,11419.36,11387.66,1719.83,284.5,2262.42,9668.74,30781.23,51190.74,1809.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236944.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18056.06,0.0,2000.0,0.0,0.0,0.0,0.0,41362.03,0.0,0.0,0.0,0.0,0.0,15765.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45653.05,52481.63,0.0,48698.08,30820.85,0.0
65961276119663,220373.0,0.0,19680.0,0.0,14114.0,0.0,0.0,39173.0,0.0,19404.0,5019.0,7858.0,27830.0,880.0,15837.0,0.0,0.0,0.0,102.0,0.0,18063.0,2110.0,0.0,1419.0,1327.0,3833.0,5211.0,49792.0,59246.0,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,0.0,276073.0,6005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,203212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4154.0,0.0,0.0,17172.0,0.0,0.0,0.0,0.0,0.0,0.0,4154.0,0.0,0.0,0.0,0.0,0.0,186040.0,164752.0,0.0,62258.0,77136.0,0.0
66670303030723,3799978.48,0.0,760896.27,71293.0,0.0,0.0,257778.43,255933.86,353787.42,349867.73,94132.21,171186.88,508787.45,25445.46,193861.82,0.0,0.0,33978.03,0.0,0.0,76642.88,3495.09,0.0,77.4,4270.79,79600.94,484216.19,639116.67,70908.52,67473.52,0.0,0.0,0.0,0.0,1234981.91,0.0,0.0,0.0,0.0,798663.27,0.0,0.0,0.0,3730123.65,-45874.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10758.37,0.0,0.0,0.0,39833.16,0.0,72386.97,0.0,0.0,0.0,0.0,1349721.5,435623.84,0.0,82667.1,544.1,18449197.96,1614384.81,14665.02,260000.0,1219111.78,21192583.38,0.0,0.0,82667.1,0.0,0.0,0.0,0.0,0.0,-3953437.46,-2860189.12,0.0,2638821.8,276095.65,244390.03
66670303030780,1309530.0,58345.0,203905.0,39992.0,498104.0,30681.0,313482.0,50515.0,0.0,128215.0,95427.0,300771.0,0.0,26906.0,105274.0,0.0,0.0,105124.0,0.0,68232.0,0.0,191496.0,0.0,9396.0,231.0,79346.0,129874.0,2063335.0,658302.0,106455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40218.0,103155.0,4474344.0,0.0,0.0,0.0,0.0,0.0,0.0,15507.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,468093.0,0.0,0.0,0.0,0.0,1399082.0,0.0,0.0,0.0,0.0,0.0,213584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653591.0,0.0,0.0,0.0,205614.0,0.0
66951313130168,7027320.1,608641.74,590619.01,302836.21,185219.58,0.0,360687.79,1899694.13,0.0,691328.4,208035.94,324753.43,1110056.24,48075.68,383942.33,0.0,0.0,20189.36,125005.75,15268.81,1928603.79,0.0,0.0,60772.52,79142.8,59456.78,127501.12,736412.91,668123.9,339362.37,0.0,0.0,-12822.03,0.0,192895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6438841.0,68625.22,0.0,0.0,0.0,0.0,0.0,0.0,191881.0,0.0,0.0,0.0,0.0,2127092.25,0.0,0.0,10000.0,0.0,0.0,0.0,1982746.46,0.0,102994.99,0.0,0.0,15242.0,1960514.19,0.0,0.0,0.0,35618.0,10000.0,102994.99,0.0,0.0,0.0,166889.0,905011.0,1057048.0,0.519999999,1714105.83,391137.0,743701.54,662106.57,0.0
66969323230083,301646.98,0.0,153189.6,0.0,26136.0,35045.41,41958.0,6608.48,0.0,34539.04,10541.08,14354.68,94232.19,1683.23,29596.86,0.0,0.0,0.0,13287.35,2735.6,63329.18,4976.39,0.0,30276.79,3085.8,4600.0,4731.6,47378.81,78756.24,23176.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72623.0,57.0,0.0,0.0,0.0,0.0,0.0,19300.96,0.0,0.0,0.0,0.0,0.0,170138.85,0.0,0.0,0.0,0.0,0.0,0.0,71918.51,0.0,0.0,0.0,0.0,0.0,41506.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200551.14,182717.76,0.0,3936.01,27874.58,0.0
67215336119788,349995.0,5719.0,0.0,0.0,8597.0,383.0,72183.0,30360.0,35108.0,29466.0,0.0,16317.0,24037.0,2272.0,0.0,0.0,0.0,419.0,15688.0,490.0,16505.0,6220.0,11240.0,5376.0,176.0,21499.0,11476.0,160675.0,160650.0,10561.0,0.0,0.0,0.0,0.0,2077.0,0.0,0.0,0.0,0.0,22869.0,0.0,0.0,472041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17554.0,0.0,0.0,0.0,0.0,42496.0,0.0,0.0,0.0,0.0,1186.0,141042.0,0.0,15000.0,1000.0,54404.0,61731.0,67015.0,237500.0,0.0,125000.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,-251118.0,-191742.0,-46109.0,106795.0,129314.0,0.0
67249336114748,369265.3,0.0,80262.0,8768.15,36358.74,13162.51,39500.0,33937.23,863.73,33888.94,0.0,17460.47,75328.62,0.0,16956.12,0.0,0.0,0.0,16520.32,8178.49,25637.27,0.0,0.0,31410.91,713.0,15632.88,23802.6,132663.08,24326.82,7238.25,1053.53,0.0,16606.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68969.06,0.0,771728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110860.11,0.0,0.0,0.0,563705.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563705.2,434683.16,0.0,0.0,145795.97,0.0
67439340101048,499818.75,0.0,64009.73,0.0,0.0,9689.96,0.0,69440.12,15064.68,40703.69,0.0,27372.91,65490.28,3950.67,25368.52,0.0,0.0,10455.21,57446.64,11202.63,85274.08,12691.96,0.0,325.0,0.0,716.0,28852.53,6290.22,163599.12,28540.21,0.0,0.0,0.0,0.0,10740.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491693.24,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,-48898.18,0.0,0.0,0.0,146443.97,0.0,0.0,0.0,0.0,137503.63,0.0,0.0,0.0,0.0,46923.54,116215.53,21675.76,0.0,0.0,32215.73,0.0,0.0,0.0,0.0,0.0,0.0,35711.4036,0.0,125052.7164,0.0,0.0,229189.39,172858.97,0.0
67439340101295,145995.0,0.0,0.0,0.0,0.0,0.0,101699.0,0.0,0.0,0.0,0.0,18839.0,27734.0,739.0,13523.0,0.0,397.0,0.0,20325.0,255.0,29944.0,9095.0,0.0,200.0,45.0,8475.0,98.0,44313.0,58437.0,7151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37393.0,0.0,0.0,0.0,0.0,2000.0,27544.0,0.0,3528.0,0.0,0.0,36991.0,0.0,3430.0,0.0,0.0,0.0,0.0,3528.0,0.0,0.0,0.0,0.0,0.0,26516.0,-2574.0,0.0,154597.0,43663.0,0.0
67439340102038,3403662.84,193449.03,371413.32,0.0,0.0,174041.58,334908.06,126694.75,895464.14,308301.23,0.0,134461.7,432102.66,45074.27,210413.2,0.0,0.0,460391.92,186524.38,18244.38,386185.28,36638.38,0.0,10769.06,19434.24,62448.0,249153.59,36114.11,1794950.84,91019.63,0.0,0.0,7920.73,0.0,17135.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5293511.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107861.91,0.0,48898.18,0.0,0.0,0.0,2325477.89,0.0,0.0,0.0,0.0,1057593.38,0.0,0.0,15330.06,0.0,298469.02,1739152.31,307548.94,0.0,0.0,0.0,0.0,0.0,15330.06,0.0,0.0,148020.58,301674.4602,361728.0,823415.9998,0.0,0.0,2925072.49,231519.62,0.0
67439340102343,286776.85,0.0,74559.89,0.0,0.0,0.0,0.0,33543.77,38931.73,25904.41,5491.27,10022.67,37544.06,7037.67,23235.75,0.0,0.0,2729.68,0.0,32533.7,31105.09,0.0,34383.69,2634.92,196.8,5429.94,8490.91,70748.94,71087.43,5771.32,0.0,0.0,10249.84,0.0,17339.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369749.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,15857.03,0.0,0.0,0.0,0.0,0.0,-208873.6,0.0,0.0,0.0,0.0,164306.61,0.0,0.0,12500.0,0.0,139632.69,85100.35,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,9965.35,-3700.92,0.0,228630.36,64433.99,0.0
67686360100271,332695.38,73844.04,89939.47,0.0,300281.27,34644.54,0.0,70567.66,0.0,45801.16,56312.28,35563.36,116623.23,627.94,41131.0,0.0,0.0,0.0,13142.71,4702.37,44130.79,104152.07,3890.31,92392.66,3564.81,21348.04,40970.49,71061.9,343978.65,17756.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.04,35386.53,0.0,0.0,1425534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0,0.0,0.0,0.0,160270.57,500.0,0.0,0.0,0.0,62645.5,0.0,0.0,0.0,143500.0,0.0,18339.43,0.0,228219.58,0.0,0.0,500.0,0.0,0.0,60557.06,0.0,0.0,59300.0,0.0,-5.45697e-11,0.0,0.0,2995.83,262572.0,0.0
67827363631041,4511538.34,0.0,1227219.59,0.0,1009085.99,347332.72,551634.11,707778.97,12863.34,424984.69,295752.59,318568.43,1427622.87,115389.59,283673.47,0.0,0.0,0.0,404089.55,159.73,273945.29,27559.21,0.0,99134.19,1686.5,70005.05,112221.1,1603087.77,4651173.81,110439.09,14645.0,0.0,66775.0,0.0,0.0,0.0,0.0,0.0,0.0,144212.47,86036.81,1000000.0,0.0,15008281.16,11967.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482364.03,1000000.0,0.0,0.0,0.0,696270.72,0.0,0.0,0.0,0.0,2844372.2,1859951.11,0.0,8375.0,24475.0,0.0,7550628.35,697487.89,0.0,0.0,0.0,0.0,0.0,8375.0,0.0,0.0,0.0,0.0,856950.55,-3679997.76,-2332718.46,-185902.6,1326332.6,657716.64,0.0
67843363630928,218694.22,28440.0,13999.92,0.0,84852.5,25761.21,0.0,0.0,0.0,25008.59,3699.06,9644.39,16010.83,1219.08,22919.0,0.0,0.0,9.66,3436.31,6850.62,7808.0,3671.19,0.0,0.0,2460.44,12283.06,26222.13,83555.2,57774.95,5650.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418043.0,-134.0,0.0,0.0,0.0,0.0,0.0,4769.0,0.0,0.0,0.0,43953.0,0.0,0.0,0.0,82559.14,0.0,0.0,0.0,0.0,182.0,58411.43,0.0,5000.0,3600.0,0.0,115588.01,0.0,0.0,2850.0,0.0,0.0,0.0,5000.0,0.0,0.0,3200.0,19799.1282,0.0,3315.4318,3139.1,0.0,38299.83,27898.57,0.0
67876363630993,117967.0,0.0,40320.0,0.0,15705.0,36761.0,16763.0,57651.0,0.0,8077.0,2860.0,3513.0,23009.0,376.0,15769.0,0.0,0.0,81220.0,7808.0,0.0,2467.0,0.0,4212.0,0.0,54.0,10497.0,16427.0,8766.0,44711.0,2590.0,1666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45600.0,0.0,471154.0,0.0,3085.0,0.0,0.0,0.0,0.0,0.0,0.0,80049.99,0.0,21958.0,0.0,0.0,19731.19,0.0,4338.44,0.0,0.0,0.0,0.0,59744.11,0.0,0.0,0.0,0.0,0.0,12360.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71453.18,19731.19,0.0,4699.0,11796.0,0.0
67934363630670,1439825.0,0.0,177009.0,0.0,0.0,0.0,139343.0,452545.0,0.0,0.0,0.0,128223.0,124936.0,77081.0,94736.0,0.0,0.0,14138.0,644893.0,7532.0,299219.0,7219.0,0.0,44090.0,9571.0,18330.0,22561.0,283731.0,280464.0,112118.0,0.0,0.0,0.0,0.0,142979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3327175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395737.0,0.0,0.0,0.0,0.0,784121.0,395429.0,0.0,0.0,8851.0,202222.0,552276.0,83044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151040.0,1325166.0,0.0,5027.0,103525.0,0.0
67934363630761,2473714.36,0.0,287901.24,0.0,296190.99,57980.36,253325.5,788314.5,0.0,177949.62,163647.38,219298.88,835116.32,10321.56,269072.71,0.0,0.0,0.0,129532.88,4122.3,460357.09,39448.63,0.0,173442.8,34382.09,9931.0,62641.29,229029.44,208241.5,86223.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28071.73,0.0,5622031.0,14296.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,105075.0,0.0,0.0,-27257.6,0.0,1201957.82,550.0,0.0,0.0,0.0,862185.75,0.0,0.0,30209.0,255000.0,0.0,366933.89,0.0,0.0,0.0,0.0,550.0,0.0,30209.0,0.0,1102294.49,0.0,0.0,0.0,822657.59,1388035.88,0.0,18227.57,254005.95,363013.5
68049376119564,1135903.74,0.0,504186.31,0.0,0.0,0.0,55282.68,1920.71,0.0,0.0,0.0,150170.6416,95212.34,16810.76,123587.33,0.0,0.0,645.0,0.0,304920.69,61106.01,0.0,490.23,58038.04,1042.0,11686.87,2989.67,42650.92,621993.23,26170.12,0.0,0.0,3176.3,0.0,2352.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149591.0,2505.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139815.31,0.0,0.0,0.0,0.0,596891.8,0.0,0.0,0.0,13071.35,147662.702,583485.78,0.0,204287.1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109668.2604,80283.81,0.0,231579.46,110639.61,0.0
68098370101535,452859.65,0.0,50142.4,0.0,6897.51,41865.85,2800.0,58610.73,11800.91,41911.01,0.86,19585.55,0.0,2118.11,12030.35,0.0,0.0,68190.35,40107.29,14890.32,54769.17,28518.14,0.0,2015.64,42.5,19907.07,31457.34,174290.71,385889.38,7737.48,47440.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582777.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303556.42,0.0,0.0,42697.04,0.0,0.0,5000.0,0.0,0.0,0.0,296674.22,0.0,0.0,0.0,0.0,0.0,256604.98,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,5819.16,70448.0,0.0,6499.12,50000.0,0.0,1904.39,218422.77,0.0
