CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3751-3752,3801-3802,3901-3902,4100,4200,4300,4400,4700,5100,5200,5300,5400,5500,5600,5800,5900,6100-6170,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7281-7299,7438,7439,7630-7699,8011,8015,8019,8020-8039,8040-8079,8080-8089,"8091, 8097",8092,8096,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9400-9499,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9740,9750,9760,9780,9789,9790A,9790M,9791,"9793, 9795",9796,9797,LocalRevAO,StateRevAO,StateRevSE
1973452120600,972471.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80750.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212803.3,156877.7,20756.0,0.0,4299.0,73071.55,0.0,37170.46,4030.8,8730.86,17029.15,100200.0,289097.07,173088.08,0.0,0.0,0.0,0.0,0.0,13178.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594286.0,0.0,0.0,0.0,0.0,0.0,0.0,269408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186617.35,0.0,0.0,0.0,0.0,1512974.51,0.0,0.0,0.0,12300.0,30160.64,1742052.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207141.0,92720.33
19752911996016,3255001.61,0.0,320432.56,20490.1,0.0,0.0,43770.61,203586.21,0.0,0.0,0.0,330044.2,305085.75,0.0,33882.0,0.0,0.0,0.0,35275.51,467501.42,60098.81,281379.15,0.0,0.0,0.0,30516.81,4064.85,15984.25,117696.85,666708.64,1865117.22,120645.04,0.0,0.0,0.0,0.0,0.0,80316.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6319726.54,17372.0,0.0,0.0,0.0,0.0,0.0,1290146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281430.53,0.0,0.0,0.0,0.0,5148679.91,0.0,0.0,52465.76,17486.62,142274.62,1137362.14,84956.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5420018.62,0.0,4858346.3,-173848.21,0.0,0.0,13337.12,1001534.11,351002.47
1976497115725,667826.87,0.0,105399.99,0.0,123109.63,109499.04,61553.85,79154.45,0.0,6220.96,1467.19,46477.69,112348.71,160344.19,17598.11,0.0,0.0,0.0,0.0,6857.98,22571.93,112368.95,0.0,1282.02,0.0,20561.86,6235.76,39879.33,32342.16,198040.98,815883.57,44949.8,0.0,0.0,0.0,0.0,0.0,46320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519838.0,78.0,0.0,0.0,0.0,0.0,0.0,181386.0,1178.0,37661.0,160542.79,121465.0,0.0,0.0,79099.57,0.0,436596.65,0.0,0.0,0.0,0.0,1301086.55,0.0,0.0,0.0,1219029.17,0.0,1238586.66,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172254.32,0.0,1000172.65,464239.35,0.0,399970.96,0.0,787609.13,136350.38
1976521117390,223929.22,0.0,0.0,0.0,0.0,8666.65,98699.98,78456.64,0.0,18387.8,0.0,16964.4,43311.86,6441.63,155.0,0.0,0.0,0.0,0.0,516.32,343.45,6887.6,4035.19,32041.25,0.0,8165.41,1375.0,32868.01,16785.1,61554.24,147723.63,6539.63,0.0,0.0,0.0,0.0,0.0,29619.26,0.0,0.0,0.0,0.0,5097.6,6201.15,0.0,0.0,0.0,427719.0,1235.0,0.0,0.0,0.0,0.0,0.0,36324.0,16401.88,18500.0,29832.37,35367.0,0.0,0.0,0.0,0.0,23318.38,0.0,0.0,0.0,0.0,198291.61,0.0,0.0,0.0,0.0,39412.36,193878.47,0.0,225609.5,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-208465.62,0.0,-167718.76,0.0,0.0,0.0,81030.97,128696.94,38912.0
1976547118760,592403.4,32211.29,105962.84,0.0,97305.58,49202.48,45840.87,55717.77,26538.31,58132.88,0.0,30854.58,103676.93,11138.26,0.0,0.0,0.0,0.0,0.0,0.0,418.04,42255.75,34960.45,195992.34,0.0,16780.82,3339.0,0.0,129162.75,61864.97,619533.95,4342.88,0.0,0.0,0.0,0.0,0.0,20056.15,0.0,0.0,0.0,0.0,18050.36,2807.17,0.0,0.0,0.0,1402456.0,12330.0,0.0,0.0,0.0,0.0,0.0,178432.0,-415.88,39002.0,188444.85,93405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707040.55,0.0,0.0,3567.69,0.0,13724.06,20174.86,0.0,0.0,0.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588449.37,0.0,424217.3,0.0,0.0,1207.77,75858.14,406211.55,128266.0
1976679121137,487046.64,51453.74,141870.86,0.0,82175.96,8893.75,5136.26,15020.84,1255.0,52614.42,0.0,16818.63,70817.66,7965.18,0.0,0.0,0.0,0.0,0.0,20150.65,394.47,37535.41,22358.67,190264.1,0.0,12399.5,2780.0,0.0,2425.45,155231.12,531937.76,2236.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12837.93,696.0,0.0,0.0,0.0,916397.0,5244.0,0.0,0.0,0.0,0.0,0.0,333522.0,829.0,15146.0,155606.32,356927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753959.66,0.0,0.0,2819.27,0.0,31198.9,539142.28,0.0,0.0,0.0,566300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-317464.42,0.0,-631379.41,13000.0,0.0,0.0,9453.93,316139.83,123966.0
2065243107938,639745.98,0.0,329893.84,0.0,163616.2,0.0,75546.57,0.0,243654.29,82414.63,48927.13,49387.9,166695.73,18040.63,25273.13,0.0,0.0,0.0,60.0,32173.69,0.0,34727.48,12868.75,224437.47,0.0,31712.02,4155.95,28587.0,59318.13,200984.49,482122.92,11762.19,0.0,0.0,0.0,0.0,0.0,29222.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519860.0,1466.0,0.0,0.0,0.0,0.0,0.0,318344.0,1538.45,0.0,218025.06,159475.0,0.0,0.0,0.0,0.0,32414.25,0.0,0.0,0.0,0.0,848689.65,0.0,0.0,0.0,11000.0,65499.4,403827.56,0.0,541381.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12394.69,0.0,1515.77,-27099.77,0.0,0.0,15878.19,798720.41,0.0
21654176113229,635787.98,0.0,115200.0,0.0,167593.8,27015.0,0.0,184329.25,142.5,71732.11,27282.77,15521.86,128617.31,18689.56,18225.33,14407.83,0.0,5237.75,0.0,0.0,3706.0,33085.66,15886.58,0.0,0.0,8546.85,3540.98,6500.0,25001.48,6235.37,203820.96,0.0,0.0,0.0,0.0,0.0,0.0,31992.8,0.0,0.0,0.0,0.0,46287.28,29306.33,0.0,0.0,0.0,918116.0,54646.0,0.0,0.0,0.0,0.0,0.0,421698.0,0.0,0.0,0.0,0.0,0.0,0.0,154176.44,0.0,114238.11,0.0,0.0,0.0,0.0,362194.0,0.0,0.0,0.0,0.0,667559.86,250707.99,0.0,5560.43,0.0,390334.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651565.71,0.0,648526.66,0.51,0.0,0.0,389763.13,62508.75,0.0
23655576116669,272535.0,0.0,0.0,0.0,38001.0,0.0,76529.0,36318.0,0.0,0.0,0.0,32389.0,18052.0,5586.0,0.0,0.0,0.0,0.0,7290.0,2894.0,1103.0,15062.0,0.0,0.0,0.0,0.0,1799.0,20836.0,21315.0,10461.0,61530.0,5816.0,0.0,0.0,0.0,0.0,0.0,11093.0,0.0,0.0,0.0,0.0,0.0,4571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460294.0,16972.0,0.0,0.0,0.0,0.0,0.0,126145.0,2255.0,0.0,0.0,0.0,0.0,0.0,30536.0,0.0,0.0,0.0,0.0,320348.0,28981.0,0.0,0.0,0.0,76187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129955.0,0.0,405033.0,0.0,244161.0,0.0,37248.0,97749.0,0.0
2365565123737,122000.0,0.0,58000.0,0.0,26121.0,0.0,0.0,14120.0,0.0,14850.0,0.0,5564.0,45431.0,3205.0,0.0,0.0,0.0,0.0,0.0,8727.0,5332.0,10933.0,76708.0,0.0,0.0,12033.0,925.0,7030.0,14697.0,26286.0,57228.0,3272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,154926.0,0.0,0.0,0.0,0.0,0.0,0.0,194131.0,273300.0,0.0,0.0,0.0,0.0,0.0,79400.0,0.0,5914.0,0.0,0.0,0.0,0.0,69025.0,0.0,0.0,0.0,0.0,0.0,3545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79794.0,0.0,-880.0,0.0,0.0,71000.0,3193.0,40641.0,0.0
23656072330272,129033.19,0.0,0.0,0.0,22880.0,14193.3,24255.02,35681.03,0.0,10533.9,9035.3,9320.06,51364.35,5286.63,6965.25,0.0,0.0,0.0,0.0,0.0,0.0,11222.38,1635.28,0.0,0.0,621.61,900.0,5453.0,14708.17,9314.38,41742.04,1032.28,0.0,0.0,0.0,0.0,0.0,13331.49,14583.0,0.0,0.0,0.0,0.0,1724.54,0.0,0.0,0.0,161559.0,246.0,0.0,0.0,0.0,0.0,0.0,114769.0,69197.82,0.0,0.0,52271.99,0.0,0.0,188740.09,0.0,0.0,3000.0,0.0,0.0,0.0,108427.1,0.0,0.0,0.0,0.0,233656.81,32544.51,0.0,0.0,2746.79,20304.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477045.1,0.0,410956.08,0.0,0.0,1183.03,1727.81,102316.63,0.0
2365615115055,510493.91,0.0,88580.04,3595.5,152112.34,50841.75,0.0,72328.65,0.0,49091.23,17135.56,29093.57,38135.88,14254.88,12490.27,0.0,0.0,0.0,0.0,0.0,3052.3,73480.53,8032.8,5318.59,0.0,11323.71,2082.73,20294.06,21255.62,23849.95,225543.14,3649.29,0.0,0.0,0.0,0.0,0.0,25523.71,74464.99,0.0,0.0,0.0,0.0,47939.59,0.0,0.0,0.0,729588.0,949.0,0.0,0.0,0.0,0.0,0.0,425092.0,0.0,0.0,0.0,125649.33,0.0,0.0,477375.47,0.0,45320.46,400.0,0.0,0.0,0.0,441067.24,0.0,0.0,21482.92,0.0,1212662.46,142005.17,0.0,0.0,7117.42,652095.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308878.86,0.0,1180410.03,0.0,0.0,88211.33,145193.88,374172.54,0.0
23656152330413,315038.74,0.0,56327.31,0.0,26037.19,57765.13,60777.64,50750.64,0.0,24457.58,21101.4,20311.09,134160.45,10115.98,10536.07,0.0,0.0,0.0,0.0,271.6,1667.42,30591.29,953.94,0.0,0.0,7239.44,2388.5,6951.0,29176.62,27642.93,87909.68,3176.39,0.0,0.0,0.0,0.0,0.0,6945.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549441.0,798.0,0.0,0.0,0.0,0.0,0.0,265278.0,0.0,0.0,0.0,39721.0,0.0,0.0,341842.35,0.0,7371.25,972.03,0.0,0.0,0.0,237175.45,0.0,0.0,4956.09,0.0,170455.61,41689.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550628.05,0.0,691493.2,0.0,170455.61,0.0,36351.54,130294.23,0.0
23656152330454,380532.37,0.0,61922.28,0.0,45673.0,20948.08,49517.12,56782.63,0.0,34383.38,18691.12,19644.21,144089.91,11960.75,11444.03,0.0,0.0,0.0,0.0,5071.01,2540.16,28595.5,953.95,0.0,0.0,5452.06,2578.5,6268.0,40065.67,117931.03,94600.25,3261.65,0.0,0.0,0.0,0.0,0.0,6945.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567635.0,797.0,0.0,0.0,0.0,0.0,0.0,294500.0,0.0,0.0,0.0,47996.0,0.0,0.0,257665.97,0.0,7371.25,1028.16,0.0,0.0,0.0,269227.26,0.0,0.0,7427.49,0.0,173192.89,47269.71,0.0,0.0,17230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478220.42,0.0,590259.65,0.0,173192.89,0.0,38324.94,281752.66,0.0
23656156117386,217077.13,0.0,0.0,0.0,39903.7,0.0,27365.63,0.0,0.0,17908.98,7128.94,8293.7,39994.0,5516.97,7434.0,0.0,0.0,0.0,0.0,115.71,420.7,3518.65,1615.83,0.0,0.0,4622.26,900.0,4313.0,10127.32,44007.83,38574.1,3116.96,0.0,0.0,0.0,0.0,0.0,0.0,34055.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259729.0,295.0,0.0,0.0,0.0,0.0,0.0,153883.0,0.0,0.0,0.0,31158.0,0.0,0.0,193316.58,0.0,63538.96,0.0,0.0,0.0,0.0,162984.84,0.0,0.0,0.0,0.0,0.0,21291.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327932.43,0.0,327313.3,0.0,0.0,70616.84,46632.14,95550.17,0.0
2365623112300,205627.83,0.0,54200.0,0.0,0.0,9195.5,0.0,40076.42,0.0,19237.02,3003.39,8105.11,13550.36,5322.65,10509.26,0.0,0.0,0.0,0.0,4719.13,446.56,34289.81,5856.6,0.0,0.0,1479.0,6535.9,4072.0,6877.04,36764.13,34368.53,5440.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261006.0,3083.0,0.0,0.0,0.0,0.0,0.0,193491.0,3195.0,0.0,0.0,0.0,0.0,0.0,89.87,0.0,39629.47,1200.0,0.0,0.0,0.0,143238.27,0.0,0.0,745.0,0.0,0.0,16205.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165158.52,0.0,150631.01,0.0,0.0,3538.53,6995.37,59971.95,0.0
23656232330363,270106.32,0.0,0.0,0.0,134499.0,14883.0,114300.12,26888.5,0.0,23283.32,17326.98,25103.13,49798.2,8812.24,11874.61,0.0,0.0,0.0,0.0,4013.48,3849.58,25246.95,7490.68,32049.58,0.0,3423.83,3324.0,9157.0,20785.97,11637.24,66023.61,1875.85,0.0,0.0,0.0,0.0,0.0,30813.23,40419.48,0.0,0.0,0.0,0.0,70461.41,0.0,0.0,0.0,472972.0,707.0,0.0,0.0,0.0,0.0,0.0,317064.0,2225.23,0.0,0.0,44814.43,0.0,0.0,149765.41,0.0,0.0,2000.0,0.0,0.0,0.0,230242.92,0.0,0.0,4386.4,0.0,1847806.18,42362.66,0.0,0.0,168.91,1543196.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343863.16,0.0,645244.03,0.0,304610.16,0.0,47846.03,145047.91,0.0
2710272112177,542841.62,0.0,103380.89,169649.9,104687.7,0.0,0.0,143115.65,33634.08,50431.58,10003.54,39215.16,95702.52,19539.6,20654.81,9034.39,0.0,0.0,0.0,4332.26,490.37,27343.51,9239.99,0.0,0.0,12239.6,2663.0,21294.47,12883.5,156999.99,72740.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494532.0,0.0,0.0,0.0,0.0,0.0,0.0,636218.0,6203.51,45450.69,0.0,0.0,0.0,0.0,68865.01,41672.56,0.0,0.0,0.0,0.0,0.0,457613.08,0.0,0.0,0.0,0.0,0.0,67968.52,0.0,41672.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458509.55,0.0,330965.64,0.0,0.0,0.0,151553.37,455704.58,0.0
2710272124297,442839.0,0.0,100402.0,0.0,5043.0,11922.0,0.0,41312.0,47396.0,36332.0,4612.0,17302.0,45745.0,8984.0,7342.0,0.0,0.0,0.0,0.0,69265.0,498.0,48124.0,55690.0,30080.0,0.0,1224.0,825.0,19932.0,24094.0,56409.0,144387.0,4230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12604.0,0.0,0.0,0.0,373133.0,0.0,0.0,0.0,0.0,0.0,0.0,491092.0,235525.0,0.0,0.0,0.0,0.0,0.0,33820.0,0.0,22140.0,0.0,0.0,0.0,0.0,250.0,201399.0,0.0,6921.0,0.0,0.0,108263.0,0.0,60000.0,0.0,0.0,0.0,0.0,6921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89346.0,0.0,0.0,0.0,0.0,129152.0,103958.0,0.0
27660922730240,381059.69,39574.95,21682.5,0.0,61721.25,0.0,41567.0,20668.15,0.0,22163.57,13339.22,23652.21,60185.03,8506.63,14912.96,0.0,0.0,0.0,228.61,3251.67,460.43,31808.78,1331.1,0.0,2649.0,1526.57,540.0,6735.0,13886.25,58210.64,23546.28,3255.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480.26,0.0,0.0,0.0,0.0,315135.0,221806.4,0.0,0.0,0.0,0.0,0.0,335290.12,0.0,0.0,0.0,0.0,0.0,0.0,22650.7,0.0,499368.13,0.0,0.0,0.0,0.0,0.0,225643.0,0.0,828.0,200.0,16014.66,4402.0,57218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703084.49,0.0,555467.39,110754.21,0.0,0.0,3915.76,19658.57,0.0
27660926118962,1230487.74,0.0,198579.98,0.0,66900.56,63472.09,235437.97,57650.8,27667.52,111567.4,40979.67,56015.11,197751.43,33898.34,24477.74,0.0,0.0,0.0,1577.19,5647.24,12690.89,57405.65,28752.17,21028.78,0.0,29306.96,28462.02,31393.65,2734.15,115423.42,132818.44,5399.51,0.0,0.0,0.0,0.0,0.0,6777.0,208500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912350.0,227609.47,0.0,0.0,0.0,0.0,0.0,1169321.0,1026.0,0.0,15682.91,19373.0,0.0,0.0,283450.69,0.0,264599.88,0.0,0.0,0.0,0.0,824142.03,0.0,0.0,71207.05,0.0,3968.38,401064.06,0.0,0.0,0.0,59792.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943607.04,0.0,718632.29,-18225.99,0.0,42904.29,566858.31,406687.76,0.0
2866266108605,580514.8,0.0,0.0,77100.19,181382.16,0.0,144338.71,72099.04,56252.33,53637.33,42923.85,43239.53,146039.85,16065.92,17422.48,0.0,0.0,0.0,0.0,0.0,202.53,60665.38,15564.23,7207.12,0.0,4661.45,2823.0,17220.02,42369.07,50760.35,231017.32,7132.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283124.0,1095.0,0.0,0.0,0.0,0.0,0.0,1025596.0,0.0,0.0,0.0,33884.84,0.0,0.0,569235.51,0.0,137213.63,0.0,0.0,0.0,0.0,278006.71,0.0,0.0,37324.48,0.0,0.0,171267.41,0.0,0.0,83472.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767039.98,0.0,594358.3,0.0,0.0,0.0,443796.06,255825.04,0.0
3066464106765,2834793.0,0.0,337915.0,0.0,0.0,71940.0,0.0,165759.0,0.0,266838.0,0.0,61051.0,507719.0,46582.0,68783.0,0.0,0.0,0.0,0.0,40753.0,2360541.0,1065569.0,86625.0,-672.0,2285510.0,49593.0,7641.0,3635.0,0.0,141340.0,284893.0,141049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073797.0,11028.0,0.0,0.0,0.0,0.0,0.0,6683091.0,0.0,196721.0,0.0,192498.0,0.0,0.0,1346711.0,0.0,701559.0,276.0,0.0,0.0,0.0,221175.0,1689496.0,0.0,22848.0,0.0,0.0,2849281.0,8236.0,0.0,0.0,0.0,276.0,0.0,22848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101424.0,868551.0,21376.0,0.0,0.0,523244.0,1030089.0,352010.0
3066464123729,254209.56,0.0,65000.1,15492.25,17600.52,0.0,0.0,43019.96,0.0,0.0,0.0,30667.1,14731.49,6454.06,7763.0,0.0,0.0,0.0,5291.66,32448.31,12966.28,41294.28,8855.75,1156.25,0.0,1089.5,15383.88,11994.8,7303.94,76418.85,132388.73,2178.75,0.0,0.0,0.0,0.0,0.0,1693.69,0.0,0.0,0.0,40516.0,5544.0,0.0,0.0,0.0,0.0,82270.0,0.0,0.0,0.0,0.0,0.0,0.0,433085.0,225000.0,0.0,0.0,0.0,0.0,0.0,25060.51,0.0,117171.33,0.0,0.0,0.0,0.0,67.58,89004.76,0.0,10189.52,0.0,9200.88,54440.55,97881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98373.03,0.0,0.0,0.0,0.0,0.0,141076.46,68404.28,0.0
3066464124743,1158074.59,0.0,420650.62,0.0,102920.2,76666.17,0.0,129284.96,0.0,128162.7,27280.86,46659.64,178163.49,30001.49,30317.71,0.0,0.0,0.0,0.0,184501.85,0.0,223159.96,62438.89,81.24,0.0,13132.09,600.0,13334.76,25185.12,50498.81,181327.58,4615.42,0.0,0.0,0.0,0.0,0.0,19649.43,0.0,31172.0,0.0,222988.0,0.0,48750.0,0.0,400000.0,0.0,454883.82,0.0,0.0,0.0,0.0,0.0,0.0,2383526.0,225000.0,0.0,0.0,0.0,400000.0,0.0,18.11,0.0,3262.66,500.0,0.0,0.0,0.0,735992.0,0.0,0.0,9003.0,0.0,185281.6,544458.98,0.0,187500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16816.79,0.0,0.0,0.0,185281.6,0.0,109597.42,438708.73,0.0
30664646117758,554465.13,0.0,154999.94,53225.45,94713.75,0.0,0.0,98370.26,8064.45,64374.27,10547.03,27874.37,79068.91,17789.47,17991.5,0.0,0.0,0.0,2786.31,2566.36,4721.02,43455.97,8197.15,0.0,0.0,13651.31,40575.0,14594.95,61429.99,153347.83,280520.64,11230.54,0.0,0.0,0.0,0.0,0.0,447.32,0.0,102537.0,0.0,0.0,13547.0,0.0,0.0,0.0,0.0,227922.0,1975.0,0.0,0.0,0.0,0.0,0.0,1118307.0,686.0,0.0,0.0,14987.0,0.0,0.0,30097.34,0.0,220256.67,0.0,0.0,0.0,0.0,6745.22,280836.56,0.0,19236.19,0.0,6262.29,182146.57,81105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300182.7,0.0,368749.53,8847.0,0.0,0.0,224125.28,269676.81,0.0
30664646120356,348265.89,177.1,19945.04,9418.84,0.0,0.0,635.15,32635.62,0.0,0.0,0.0,32142.06,28033.38,0.0,5716.95,0.0,0.0,0.0,7051.87,30984.77,31252.58,29289.22,0.0,0.0,0.0,9196.42,1113.46,33.74,12368.25,101882.77,348138.81,10212.29,0.0,0.0,0.0,0.0,0.0,5992.48,0.0,0.0,0.0,0.0,10885.0,0.0,0.0,0.0,0.0,288577.91,559.0,0.0,0.0,0.0,0.0,0.0,668424.86,0.0,0.0,0.0,0.0,69625.06,0.0,0.0,0.0,211650.91,0.0,0.0,0.0,0.0,295178.0,0.0,0.0,8336.0,5148.0,29789.5,153265.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396836.5,0.0,377820.58,-65432.58,0.0,0.0,181.46,107011.56,25440.34
30666216085328,2359376.26,101927.24,332190.65,6275.4,14141.07,286528.7,0.0,262468.11,2575.15,230111.71,91896.37,76675.64,419482.34,54084.8,58620.47,85772.9,0.0,0.0,0.0,307.94,6294.8,104774.43,12174.4,0.0,0.0,8558.39,5000.0,54053.0,256996.21,87246.82,203984.87,1784.38,0.0,0.0,0.0,0.0,0.0,1817.0,0.0,0.0,0.0,452587.0,338500.14,0.0,0.0,0.0,0.0,1592212.0,9040.34,0.0,0.0,0.0,-141034.0,0.0,3399644.0,2798.0,0.0,0.0,228553.0,0.0,0.0,0.0,0.0,581724.14,0.0,0.0,0.0,0.0,1257820.38,0.0,0.0,15487.26,450000.0,28592.29,586719.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746904.48,0.0,1464972.35,0.0,0.0,0.0,211797.63,895127.35,0.0
3066670101626,877501.24,0.0,300608.54,0.0,157555.06,118085.43,74695.38,81213.19,82697.03,88855.3,52094.41,55576.07,139112.04,31192.92,25563.71,0.0,0.0,0.0,12429.32,29040.83,920.99,51607.88,36066.43,162994.99,0.0,20556.24,4943.03,22594.32,41812.0,70140.27,445432.58,35713.87,0.0,0.0,0.0,0.0,0.0,51970.43,0.0,0.0,0.0,0.0,16938.0,0.0,0.0,0.0,0.0,1378779.0,5258.0,0.0,0.0,0.0,0.0,0.0,489235.0,909.0,0.0,170280.53,156741.0,0.0,0.0,440749.71,0.0,423457.27,0.0,0.0,0.0,0.0,385.25,872637.27,0.0,21625.18,0.0,53435.43,258272.35,19754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534263.76,0.0,1611031.34,0.0,0.0,0.0,90816.32,719125.07,0.0
3066670106567,833462.0,61224.0,188347.0,0.0,0.0,0.0,0.0,238305.0,54144.0,93880.4,16131.83,53904.03,85751.75,0.0,0.0,0.0,0.0,0.0,0.0,51210.17,0.0,96854.72,16568.47,166338.18,0.0,23820.79,0.0,30241.04,8780.17,501430.81,343429.82,9434.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686111.0,0.0,0.0,0.0,0.0,0.0,0.0,731137.0,190382.0,0.0,131474.0,108781.0,0.0,0.0,3484.54,0.0,0.0,0.0,0.0,0.0,0.0,1051186.96,0.0,0.0,45470.0,0.0,4623.73,257508.86,0.0,86533.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760723.12,0.0,393325.85,0.0,0.0,0.0,357616.21,35154.79,0.0
3066670109066,1476083.89,9517.5,265492.08,60428.58,150235.96,127835.24,204357.54,176187.65,70770.77,144302.16,73812.61,80970.71,149041.47,34101.19,75640.2,0.0,0.0,0.0,0.0,35239.41,7357.13,50458.08,28302.26,114299.85,0.0,58582.53,4464.0,49384.55,150749.27,886281.86,294316.22,19032.95,0.0,0.0,0.0,0.0,0.0,302847.95,0.0,0.0,0.0,0.0,24982.0,0.0,0.0,0.0,0.0,2022699.0,-37118.0,0.0,0.0,0.0,0.0,0.0,708594.0,188322.0,0.0,267470.17,164190.0,0.0,0.0,243439.15,0.0,231226.89,0.0,0.0,0.0,0.0,1580100.73,0.0,0.0,16554.78,200.0,7953446.92,211865.09,0.0,300000.0,0.0,8690655.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822447.4,0.0,670538.4,0.0,0.0,0.0,325905.51,1636921.93,0.0
