CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3801-3802,3901-3902,4100,4200,4300,4400,4700,5200,5300,5400,5500,5600,5800,5900,6100-6170,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7438,7439,7630-7699,8011,8015,8019,8020-8039,8040-8079,8080-8089,"8091, 8097",8092,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9400-9499,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9730,9740,9770,"9775, 9780",9790,9791,"9793, 9795",LocalRevAO,StateRevAO,StateRevSE
61259010109819,519914.63,0.0,115773.36,0.0,0.0,0.0,172.6,53548.32,63391.92,47728.58,7621.68,19504.23,58366.7,11962.67,35908.02,0.0,0.0,7111.61,0.0,71765.61,77508.34,115855.44,17476.73,4397.05,634.0,4125.36,28949.11,181526.97,71546.78,7936.83,0.0,0.0,0.0,0.0,0.0,7449.4,0.0,0.0,0.0,23693.0,0.0,0.0,0.0,0.0,630715.0,0.0,0.0,0.0,0.0,0.0,0.0,354721.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.35,0.0,0.0,0.0,0.0,344758.36,0.0,0.0,0.0,0.0,63590.06,64117.05,0.0,213000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132667.72,0.0,0.0,291393.25,170813.58,0.0
61259010109983,1733872.16,0.0,143964.56,12900.0,3705.92,54784.18,3666.67,0.0,237097.79,141146.12,23160.95,48295.38,289682.97,25652.81,45142.8,0.0,0.0,7519.0,8862.62,0.0,23065.08,12234.58,69795.41,1477.3,2208.5,12700.67,90145.7,307237.21,619001.17,1476.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908003.0,0.0,0.0,0.0,0.0,0.0,0.0,67500.0,0.0,0.0,271144.0,0.0,0.0,0.0,0.0,923.56,0.0,0.0,0.0,0.0,352062.87,0.0,0.0,33050.01,413603.46,0.0,433118.23,0.0,0.0,0.0,0.0,0.0,0.0,33050.01,0.0,0.0,0.0,0.0,0.0,333471.66,0.0,0.0,11752.26,746243.0,0.0
61259010130518,591149.0,0.0,210000.0,0.0,219182.0,155588.0,47124.0,35572.0,0.0,0.0,0.0,92435.0,70010.0,4032.0,47683.0,0.0,0.0,0.0,28738.37,0.0,12591.59,0.0,1466.54,20990.89,1057.0,105753.9,455272.39,185602.0,133098.0,12165.32,0.0,0.0,0.0,0.0,0.0,21362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876527.0,0.0,0.0,0.0,0.0,0.0,0.0,115595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131542.0,0.0,0.0,0.0,322970.0,0.0,112598.0,0.0,0.0,5090.0,347468.0,105176.0,0.0,0.0,467991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346501.0,219083.0,87331.0,1098595.0,159627.0,0.0
61259010130591,824336.0,0.0,72188.0,6544.0,23155.0,61483.0,58395.0,52188.0,0.0,0.0,0.0,78946.0,103422.0,19102.0,37165.0,0.0,0.0,0.0,97771.0,73288.0,78557.0,98402.0,10466.0,18957.0,8974.0,44025.0,99473.0,411372.0,489766.0,28955.0,0.0,0.0,0.0,0.0,0.0,64534.0,0.0,0.0,0.0,174933.0,0.0,0.0,0.0,0.0,2022220.0,7407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311894.0,0.0,0.0,0.0,0.0,235619.0,0.0,0.0,0.0,0.0,118944.0,155676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510781.0,346654.83,-57381.83,17884.0,266555.0,0.0
61259010130617,1342030.13,0.0,206237.5,45400.0,33291.0,0.0,65000.04,144236.0,247260.46,142757.69,10475.4,45286.29,266775.94,22737.29,44352.0,0.0,0.0,0.02,9663.98,95419.18,139668.41,13982.42,82911.25,9642.42,5051.89,22511.0,193742.92,236145.97,540120.16,6683.11,0.0,20727.96,0.0,24221.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1677050.0,6638.0,0.0,0.0,0.0,0.0,0.0,3174.0,0.0,57428.91,172547.45,0.0,0.0,0.0,0.0,373488.13,0.0,0.0,131532.69,9855.43,482414.34,0.0,0.0,28657.06,0.0,0.0,951905.09,0.0,0.0,0.0,0.0,0.0,0.0,28657.06,0.0,0.0,0.0,0.0,5431.86,39953.64,193586.07,0.0,360653.48,710275.39,0.0
61259010130633,830899.49,88830.12,0.0,0.0,164196.32,91800.48,82027.98,0.0,0.0,0.0,0.0,19525.37,62450.9,4708.25,38801.49,0.0,0.0,96689.96,21475.61,18928.11,165314.29,6927.57,9637.13,15610.17,3653.03,7945.2,48398.7,341413.55,422964.89,15546.46,0.0,0.0,0.0,0.0,0.0,70821.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118079.81,0.0,0.0,0.0,0.0,483513.36,0.0,0.0,0.0,0.0,281016.53,0.0,0.0,23094.47,13376.19,90886.85,319135.34,0.0,0.0,0.0,0.0,0.0,0.0,23094.47,0.0,0.0,0.0,0.0,0.0,549657.58,567471.03,1293.97,440202.0,394038.27,0.0
61259010130666,1168836.15,58490.16,90271.08,0.0,80679.77,2300.0,828.0,99655.26,78240.6,104794.17,15581.58,41387.27,131483.5,17192.44,42396.82,0.0,0.0,22117.58,0.0,43740.68,112558.9,108328.03,9590.27,14536.76,2143.36,66764.43,74046.29,15448.18,150340.27,27563.48,0.0,0.0,0.0,0.0,0.0,454389.21,0.0,0.0,0.0,55005.0,696209.16,0.0,0.0,0.0,1780713.0,8816.8,0.0,0.0,0.0,0.0,0.0,231562.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1326151.41,0.0,0.0,0.0,0.0,274446.14,0.0,0.0,0.0,243386.49,8991716.23,437503.18,0.0,301667.0,3675.39,9433333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659521.7,896186.05,-24857.05,344565.82,280983.33,0.0
61259013030772,825196.35,0.0,335490.0,0.0,0.0,510904.64,0.0,862877.85,153399.98,139214.95,0.0,75786.26,128719.08,17467.36,76381.6,0.0,0.0,838.22,53723.72,3680.0,184361.75,66619.0,872.78,8491.19,4997.79,33196.0,167902.87,616644.36,528382.66,27600.71,0.0,0.0,0.0,0.0,0.0,292675.08,0.0,0.0,0.0,140590.9,89779.36,0.0,0.0,0.0,1570431.0,-5634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17022.44,0.0,617639.33,26633.0,0.0,138503.89,0.0,0.0,0.0,12104.26,1781406.9,370775.26,0.0,2044973.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177561.04,55357.67,-248287.67,3281110.83,126119.67,0.0
61259016001788,1704841.15,0.0,193945.32,35891.05,63092.5,65857.05,0.0,0.0,257477.3,133316.58,26918.17,51179.18,336099.18,25390.68,45142.8,0.0,0.0,7427.03,5475.96,9585.12,13938.46,3872.73,70126.88,719.41,2208.5,12942.68,115435.2,378527.88,636034.6,1192.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097740.0,0.0,0.0,0.0,0.0,0.0,0.0,67500.0,0.0,0.0,296313.0,0.0,0.0,0.0,0.0,99344.53,0.0,0.0,0.0,0.0,369650.78,0.0,0.0,25300.02,339241.0,0.0,493114.25,0.0,0.0,0.0,0.0,0.0,0.0,25300.02,0.0,0.0,0.0,0.0,0.0,315122.06,0.0,0.0,8602.25,678301.0,0.0
61259016111660,304083.26,0.0,85999.96,0.0,0.0,0.0,0.0,37079.96,5416.66,0.0,0.0,31939.62,33945.32,4878.16,14041.01,0.0,0.0,0.0,3357.74,976.0,16935.89,0.0,0.0,527.0,0.0,3841.93,160763.44,150358.38,55509.23,1707.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501276.0,0.0,0.0,0.0,0.0,0.0,0.0,18137.15,0.0,0.0,73858.72,0.0,0.0,0.0,0.0,514114.28,0.0,0.0,0.0,0.0,220271.93,0.0,0.0,28599.0,21800.0,618763.13,24606.77,0.0,0.0,0.0,0.0,0.0,0.0,28599.0,0.0,0.0,0.0,0.0,0.0,1350342.57,1201241.0,-27670.0,20000.0,197820.82,0.0
