CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3751-3752,3901-3902,4100,4200,4300,4400,4700,5100,5200,5300,5400,5500,5600,5800,5900,6100-6170,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7281-7299,7438,7439,7630-7699,8011,8012,8019,"8091, 8097",8096,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9740,9750,9760,9780,9789,9790A,9790M,9791,"9793, 9795",9796,9797,LocalRevAO,StateRevAO,StateRevSE
01611190130625,364877.48,85397.13,144748.63,0.0,210996.95,67750.79,0.0,104657.21,0.0,0.0,0.0,14266.42,74039.38,12591.24,33019.03,60999.54,11710.33,49626.19,0.0,5515.05,35257.53,20.71,77487.19,0.0,17624.47,3956.99,8927.1,36119.37,153362.33,195360.98,8919.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17320.08,92836.0,0.0,0.0,7766.26,0.0,0.0,762528.0,227434.0,736.0,0.0,306731.0,144204.88,0.0,0.0,0.0,300729.28,0.0,0.0,0.0,267630.59,0.0,0.0,0.0,0.0,396455.85,0.0,0.0,0.0,0.0,168379.73,0.0,275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190164.88,0.0,338791.15,-110619.6,408856.21,0.0,322066.14,101891.32,99682.85
01611430122689,1166346.21,10227.28,238753.71,112686.15,77513.74,4160.0,55318.22,111592.55,108566.8,142175.45,0.0,44421.35,91829.32,23989.69,13238.82,0.0,0.0,0.0,21778.21,18038.84,51221.81,34393.39,102649.3,0.0,16208.42,476.5,19504.52,68396.02,449799.53,492838.62,25997.57,0.0,0.0,0.0,0.0,0.0,161669.87,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,688617.0,421869.0,115039.99,0.0,974752.0,60.0,0.0,84233.23,100984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338257.43,0.0,13069.01,0.0,193934.43,0.0,940609.33,0.0,1098560.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-929654.01,0.0,-167078.33,87053.0,0.0,88102.29,87840.69,429189.59,0.0
01611430122697,944998.6,40909.08,178518.64,109756.32,112280.11,4182.5,94790.08,47585.57,100556.14,121676.31,0.0,39519.93,118871.43,19384.63,11631.72,0.0,0.0,0.0,34922.97,4033.22,63591.99,30515.18,74784.92,0.0,18863.78,1791.5,19504.52,126489.56,170674.64,554600.11,13895.51,0.0,0.0,0.0,0.0,0.0,45498.25,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,1107525.0,557366.0,5662.37,0.0,1098070.0,1165.0,0.0,72753.12,103743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260489.17,0.0,13069.01,10215.0,39861.11,363111.54,880698.26,0.0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246781.89,0.0,-161737.98,3439.0,0.0,72141.93,55558.84,85962.9,0.0
01611920108670,1305506.0,228350.0,292729.0,0.0,45800.0,9196.0,0.0,293570.0,31400.0,149491.0,0.0,32106.0,237600.0,1109.0,46378.0,0.0,0.0,58253.0,23969.0,0.0,65241.0,134952.0,90003.0,156271.0,47436.0,8771.0,32598.0,103658.0,415122.0,188929.0,28560.0,0.0,0.0,0.0,0.0,0.0,232080.0,0.0,40558.0,676427.0,12454.0,0.0,19100.0,0.0,0.0,2234726.0,815356.0,38789.0,0.0,1005674.0,290480.0,59498.0,56674.0,109766.0,0.0,0.0,0.0,0.0,137352.0,0.0,0.0,0.0,135680.0,1734265.0,0.0,0.0,30375.0,0.0,319668.0,0.0,300000.0,0.0,428670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2172259.0,0.0,2514584.0,0.0,581061.0,167717.0,151982.0,392966.0,258159.0
01611920113902,1337706.0,57559.0,308441.0,0.0,45393.0,0.0,0.0,121704.0,0.0,150849.0,0.0,36319.0,206160.0,16919.0,19854.0,311.0,0.0,158.0,5213.0,3144.0,52630.0,14181.0,10210.0,0.0,5115.0,912.0,28736.0,105094.0,86360.0,189920.0,11691.0,0.0,0.0,0.0,0.0,0.0,43926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451383.0,2045764.0,735438.0,0.0,0.0,907102.0,118689.0,57578.0,0.0,0.0,0.0,0.0,0.0,0.0,135658.0,0.0,0.0,0.0,0.0,0.0,624055.0,0.0,0.0,5120.0,370751.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517309.0,0.0,517309.0,0.0,0.0,0.0,79970.0,116980.0,248367.0
01611920119248,521156.95,0.0,63875.07,38399.46,153957.46,0.0,170704.22,40000.08,69762.93,38503.17,36158.31,15258.32,62033.46,13468.22,17001.51,0.0,0.0,11534.15,0.0,1995.28,68516.96,7110.99,3611.27,19258.44,19227.6,5570.0,8307.25,22517.42,24937.97,110940.32,1670.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39971.0,0.0,0.0,0.0,0.0,0.0,624120.0,280994.0,12166.0,0.0,413103.0,23598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559838.69,0.0,0.0,0.0,0.0,201485.27,0.0,0.0,0.0,0.0,54524.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691722.66,0.0,582218.0,24862.0,0.0,0.0,182550.19,46754.08,86806.0
01611920127696,704819.56,0.0,137954.58,105413.6,37094.95,0.0,0.0,84940.04,4620.0,81795.34,14401.07,23739.71,45901.38,11727.39,41968.79,0.0,0.0,1416.0,83342.96,0.0,23697.31,78067.86,3002.5,0.0,7268.82,1557.91,11191.63,41651.47,135942.24,350328.07,3713.57,0.0,0.0,0.0,0.0,0.0,7479.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405279.39,50206.0,289.0,0.0,510617.61,256730.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413576.31,0.0,0.0,0.0,0.0,530317.07,0.0,0.0,4250.69,0.0,441366.87,0.0,0.0,480.0,100004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433716.71,0.0,136374.83,49800.71,0.0,0.0,11492.62,55962.07,0.0
01611920127944,409074.47,42477.32,0.0,42756.0,437.4,0.0,100000.26,43784.06,0.0,43377.91,0.0,17689.09,53343.2,3805.07,7239.45,0.0,0.0,8250.0,0.0,8020.59,29768.19,72419.98,0.0,0.0,65766.86,8777.11,16433.15,55058.89,73810.17,74952.7,1841.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613240.0,21100.0,5008.0,0.0,214596.0,159616.18,8376.0,0.0,0.0,0.0,0.0,0.0,0.0,14073.0,0.0,0.0,0.0,0.0,4068.0,142941.0,0.0,16773.0,0.0,70051.0,8489.0,145000.0,0.0,187504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-233188.16,0.0,19785.0,-250000.0,0.0,0.0,65279.03,43397.41,45497.95
01612000107839,3541255.08,305233.85,275871.11,0.0,312804.16,184264.69,472416.15,415902.22,0.0,381768.49,0.0,172586.92,446534.75,54189.39,109001.54,0.0,0.0,0.0,39277.03,0.0,341715.79,0.0,14948.66,0.0,13612.17,16025.08,40973.86,379354.87,608512.57,504050.85,123344.08,0.0,0.0,0.0,0.0,0.0,1101686.74,0.0,0.0,0.0,0.0,67273.0,1382531.79,0.0,0.0,2218282.0,1483001.0,-311375.0,0.0,3362169.0,10370.68,0.0,26067.19,0.0,0.0,0.0,0.0,0.0,269405.26,0.0,2246012.5,0.0,130.7,875681.29,0.0,0.0,0.0,0.0,629746.31,0.0,255157.53,0.0,42045000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2237377.08,0.0,2990594.0,-140092.0,0.0,0.0,2717104.63,434225.42,752165.0
01612590100065,706586.0,123453.0,149693.0,24720.0,256440.0,0.0,0.0,82553.0,100546.0,89195.0,0.0,48174.0,352731.0,737.0,16361.0,0.0,0.0,0.0,16158.0,4755.0,47753.0,95556.0,134186.0,0.0,55546.0,13273.0,53777.0,48242.0,286179.0,375133.0,15316.0,0.0,0.0,0.0,0.0,0.0,21000.0,0.0,0.0,0.0,0.0,0.0,54739.0,0.0,0.0,1473577.0,471572.0,11695.0,0.0,504579.0,2984.0,33208.0,106099.0,85478.0,0.0,0.0,0.0,0.0,7238.0,1000.0,0.0,0.0,0.0,351676.0,0.0,0.0,50545.0,0.0,567878.0,0.0,132239.0,0.0,7895404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-289658.0,0.0,821979.0,3031232.0,4165943.0,0.0,60667.0,352165.0,93852.0
01612590100123,240247.6,0.0,108500.0,0.0,122900.0,91363.93,0.0,34371.42,40850.0,0.0,0.0,47235.59,14529.47,9640.48,21691.41,0.0,0.0,0.0,147.0,0.0,15948.51,873.24,21.0,46340.39,161.35,1500.0,4269.2,72456.8,332962.94,148174.12,3359.09,0.0,0.0,0.0,0.0,0.0,76779.0,0.0,0.0,0.0,0.0,0.0,51478.22,0.0,0.0,581678.0,175709.0,-2.0,0.0,230636.0,0.0,0.0,0.0,50537.0,0.0,0.0,0.0,0.0,30272.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,187942.48,0.0,971.28,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-287141.61,0.0,69059.47,-0.47,529457.12,0.0,187686.01,432813.26,0.0
01612590106906,580621.61,0.0,274327.62,0.0,0.0,13950.0,0.0,152441.08,0.0,73073.81,4543.03,23782.4,181526.38,11325.61,6706.0,0.0,0.0,0.0,36299.33,1561.07,52559.54,63059.6,14120.62,0.0,17887.73,4292.92,20678.72,121307.78,139449.04,162131.02,22107.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222314.0,0.0,0.0,0.0,0.0,1192524.0,380310.0,-25923.0,0.0,438688.0,72140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356480.87,0.0,0.0,0.0,0.0,0.0,128842.0,0.0,23087.0,0.0,13257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495152.87,0.0,401752.96,-18490.96,0.0,0.0,29846.18,224371.78,0.0
01612590108944,846717.18,0.0,533138.31,0.0,288.58,36405.0,0.0,0.0,152173.5,0.0,0.0,22468.24,151780.62,13007.65,19913.54,129619.09,0.0,0.0,9481.56,0.0,180539.63,26938.9,130341.34,0.0,13133.84,16768.56,11180.66,42825.31,225839.47,499921.51,9116.42,0.0,0.0,0.0,0.0,0.0,1982.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297096.0,407010.0,0.0,0.0,448974.0,99437.79,29467.0,104792.58,455140.0,0.0,0.0,0.0,0.0,1435713.15,0.0,0.0,0.0,0.0,793666.64,0.0,0.0,0.0,7057.73,246496.46,0.0,0.0,74500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928289.52,0.0,1252780.03,179149.97,0.0,0.0,386023.37,222353.77,119646.0
01612590109819,1602449.54,196134.91,90002.88,0.0,203107.33,48389.58,0.0,166630.58,183963.15,156429.4,79465.64,79533.37,345226.32,7357.08,17854.78,0.0,0.0,29997.66,0.0,52269.2,112635.27,61118.98,206070.53,0.0,16454.9,314.95,11110.23,63821.02,172165.57,137858.64,23066.4,0.0,0.0,0.0,0.0,0.0,18268.57,0.0,0.0,0.0,0.0,530217.79,0.0,0.0,0.0,2347867.0,747658.0,24705.0,0.0,953642.0,96135.84,70575.0,210962.84,195756.0,0.0,0.0,0.0,0.0,1868253.77,0.0,0.0,0.0,0.0,615373.75,0.0,0.0,4668.92,0.0,241376.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080319.73,0.0,1699205.18,-6619.18,142030.17,166600.29,58621.58,414823.25,187531.95
01612590111476,1987921.0,0.0,182000.0,0.0,0.0,305728.0,0.0,97006.0,0.0,189268.0,44184.0,66740.0,480608.0,24271.0,46628.0,0.0,0.0,0.0,58200.0,18359.0,64575.0,55549.0,7979.0,0.0,12405.0,2677.0,3322.0,73272.0,229636.0,1960231.0,24975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3192024.0,992268.0,0.0,0.0,1305425.0,39589.0,26144.0,0.0,332100.0,0.0,0.0,0.0,0.0,3438520.0,0.0,0.0,0.0,0.0,908841.0,0.0,0.0,264.0,0.0,707558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3640337.0,0.0,913350.64,2105302.36,1542.0,0.0,1451.0,268410.0,401349.0
01612590111856,681798.52,2300.0,44810.48,0.0,24150.13,11400.0,84652.91,77644.17,0.0,0.0,19074.14,70293.8,76797.59,20211.79,15848.7,0.0,0.0,0.0,31108.21,300.07,45022.24,8383.93,0.0,0.0,16409.35,4916.36,4136.11,39618.99,236455.41,320785.8,12953.7,0.0,0.0,0.0,0.0,0.0,28450.0,0.0,0.0,0.0,201393.0,0.0,20412.4,0.0,0.0,1023700.92,345826.0,1309.0,0.0,373198.0,0.0,0.0,0.0,59229.0,0.0,0.0,0.0,0.0,48158.98,0.0,0.0,0.0,0.0,0.0,356757.63,0.0,35928.48,10000.0,4230.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619518.45,0.0,666935.08,210711.92,0.0,0.0,8125.33,29811.0,0.0
01612590114363,1582488.39,0.0,41701.82,0.0,84588.25,26036.21,117088.32,189979.1,0.0,0.0,31834.22,152178.25,91053.03,31877.23,15848.65,0.0,0.0,0.0,55931.66,20627.62,96420.49,32581.67,56.11,0.0,29499.75,8939.12,37811.14,191746.53,90935.89,349324.05,33664.75,0.0,0.0,0.0,0.0,0.0,142169.81,0.0,0.0,0.0,601745.0,0.0,550898.84,0.0,0.0,2490271.52,865870.0,4432.0,0.0,1102504.0,0.0,0.0,0.0,200101.0,0.0,0.0,0.0,0.0,679077.28,0.0,0.0,0.0,0.0,-118.41,954411.92,0.0,18241.34,31682.07,14844.51,0.0,0.0,0.0,7067838.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974952.91,0.0,2102619.16,498858.84,0.0,9935.26,105219.72,222037.83,0.0
01612590114454,509203.0,0.0,85279.0,0.0,71688.0,35750.0,0.0,123945.0,13395.0,48174.0,0.0,25977.0,17413.0,10852.0,13177.0,0.0,0.0,0.0,2695.0,11380.0,169065.0,18556.0,0.0,296881.0,8139.0,2647.0,17766.0,0.0,203867.0,218392.0,16072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886521.0,316562.0,10524.0,0.0,402628.0,0.0,0.0,28686.0,53098.0,0.0,0.0,0.0,0.0,973021.0,1500.0,0.0,0.0,0.0,108034.0,172201.0,0.0,17388.0,30000.0,212562.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059582.0,0.0,858750.72,4180.28,0.0,0.0,112394.0,306551.0,0.0
01612590114868,730838.4,0.0,182890.13,0.0,32907.39,0.0,142030.64,91486.24,9333.99,0.0,0.0,88511.6,92807.3,19168.4,19585.93,19464.37,0.0,4955.89,72502.25,1429.24,49595.67,29379.77,9708.81,0.0,8177.08,2660.9,19384.35,64358.43,284528.72,536140.11,18819.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714600.0,565790.0,0.0,0.0,624124.0,83322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231801.22,0.0,0.0,0.0,0.0,533381.59,0.0,0.0,43981.45,19000.0,177056.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649807.77,0.0,797821.16,-39252.16,0.0,52440.0,51476.51,435031.46,0.0
01612590115014,935666.0,0.0,291675.0,0.0,61820.0,0.0,72808.0,50998.0,0.0,0.0,0.0,108092.0,152723.0,9678.0,17831.0,0.0,0.0,57454.0,8000.0,5500.0,74086.0,197568.0,0.0,0.0,0.0,0.0,18331.0,133746.0,123052.0,535900.0,6858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25500.0,0.0,0.0,0.0,0.0,1259868.0,457637.0,0.0,0.0,594235.0,0.0,0.0,0.0,88836.0,0.0,0.0,0.0,0.0,1381799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999221.0,0.0,840256.0,279829.0,0.0,0.0,140948.0,224898.0,0.0
01612590115238,675027.27,8620.04,204130.4,20206.68,19746.04,143173.5,120924.96,42100.04,0.0,81518.97,0.0,42982.84,103637.67,14438.56,18233.79,0.0,0.0,871.0,0.0,739.06,24894.18,6726.39,46295.25,0.0,5141.06,4081.2,16010.52,0.0,340469.57,404305.31,7334.97,0.0,0.0,0.0,0.0,0.0,339.13,0.0,0.0,0.0,0.0,0.0,2730.0,0.0,0.0,1347365.0,408379.0,8555.0,0.0,447008.0,148649.68,39615.24,0.0,116011.0,0.0,0.0,0.0,0.0,179830.59,0.0,0.0,0.0,0.0,150.0,370533.5,0.0,11400.0,0.0,177107.01,0.0,60001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328300.05,0.0,-238469.54,65386.54,0.0,0.0,90648.91,249829.62,0.0
