CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3751-3752,3901-3902,4100,4200,4300,4400,4700,5100,5200,5300,5400,5500,5600,5800,5900,6100-6170,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7281-7299,7438,7439,7630-7699,8011,8012,8019,"8091, 8097",8096,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9740,9750,9760,9780,9789,9790A,9790M,9791,"9793, 9795",9796,9797,LocalRevAO,StateRevAO,StateRevSE
19650940125393,1072158.24,0.0,0.0,0.0,0.0,4761.78,0.0,0.0,0.0,90984.78,402.1,82380.58,80226.84,8399.59,11196.03,0.0,0.0,0.0,493564.95,0.0,204940.36,0.0,0.0,18504.34,11045.16,6682.1,1927.21,1676.56,242936.65,339173.45,27729.24,0.0,0.0,0.0,0.0,0.0,3218.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1743313.0,389722.0,0.0,0.0,195076.0,0.0,35077.89,0.0,0.0,0.0,0.0,0.0,0.0,80853.58,0.0,0.0,0.0,0.0,631539.45,0.0,0.0,12449.43,224164.72,953332.23,14472.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206274.09,132445.06
19651361996263,5989213.24,217059.45,1075707.39,534143.97,105432.3,638796.59,0.0,0.0,2537.03,0.0,0.0,722841.72,675105.4,0.0,122218.06,0.0,0.0,125120.72,1094293.45,0.0,149278.93,249890.83,43321.25,0.0,132209.43,5779.27,60109.89,213804.26,1621256.11,12320514.38,198332.5,0.0,0.0,0.0,0.0,0.0,385003.78,0.0,0.0,0.0,0.0,0.0,6490.79,0.0,0.0,18546537.0,4430493.17,0.0,0.0,3953968.79,0.0,0.0,0.0,0.0,-1.14,0.0,0.0,0.0,1122554.22,4600.0,0.0,0.0,0.0,0.0,4070422.56,0.0,115268.43,103069.26,2557894.97,0.0,0.0,1740701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117318.5,0.0,2228805.3,-512321.0,1348915.88,0.0,0.0,507213.0,0.0
19734370132845,1640103.49,127149.5,156201.95,6128.07,345857.27,257114.64,111398.91,283944.34,0.0,0.0,0.0,213176.57,261269.61,34750.16,157113.59,0.0,0.0,0.0,8372.39,46632.08,102769.01,55123.17,473608.18,0.0,14808.35,10100.99,77933.26,147282.0,948925.33,532486.32,45657.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5513084.0,128266.0,0.0,0.0,641888.0,0.0,0.0,427531.81,275823.0,0.0,0.0,0.0,0.0,5609784.94,0.0,0.0,0.0,0.0,0.0,921978.64,0.0,116752.14,6278634.67,62832.38,500.0,0.0,0.0,10884709.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979108.77,0.0,0.0,0.0,0.0,0.0,89060.55,774116.31,187246.24
19734520120600,1721302.31,0.0,0.0,0.0,0.0,207999.01,0.0,0.0,0.0,180640.07,21825.82,147591.55,166498.71,13698.04,34019.68,0.0,0.0,0.0,1254160.16,0.0,83542.81,367300.46,0.0,80415.9,7907.41,1254.91,17343.63,3274.03,14864.64,529582.98,19343.62,0.0,0.0,0.0,0.0,0.0,5151.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2716527.13,745909.0,0.0,0.0,690597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315221.92,0.0,0.0,0.0,0.0,1266077.8,0.0,0.0,29935.93,53068.74,1434170.57,192764.72,0.0,37369.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473689.59,250994.49
19752911996016,4908689.0,339125.0,493656.0,16822.0,74257.0,0.0,369547.0,0.0,0.0,0.0,0.0,462018.0,494699.0,0.0,104408.0,0.0,0.0,129460.0,201504.0,310255.0,230485.0,157926.0,37706.0,0.0,60342.0,1937.0,49263.0,197833.0,1348911.0,4742589.0,195682.0,0.0,0.0,0.0,0.0,0.0,188040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9791850.0,2322574.0,-3160.0,0.0,2188469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325324.0,0.0,0.0,0.0,0.0,3508503.0,0.0,0.0,108468.0,127664.0,1950108.0,0.0,1011942.0,886328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488165.0,0.0,1161459.0,257758.0,486047.0,0.0,332019.0,259252.0,779145.0
19753090129411,298687.0,3863.0,314665.0,0.0,0.0,0.0,41667.0,64960.0,16733.0,65661.0,0.0,18867.0,29685.0,8407.0,3566.0,0.0,0.0,0.0,28443.4,12813.0,135574.0,20458.0,2405.0,441177.0,6109.0,1316.0,9099.0,200039.0,107207.0,248986.0,11517.0,0.0,0.0,0.0,0.0,0.0,7676.0,0.0,0.0,0.0,0.0,0.0,84233.0,0.0,0.0,2728722.0,74938.0,0.0,0.0,184464.0,309395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727557.0,0.0,0.0,0.0,0.0,0.0,307828.27,0.0,17596.0,12111.0,81966.0,0.0,0.0,2933.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896247.27,0.0,-179973.51,-38753.82,0.0,0.0,0.0,1269.0,0.0
19753090129742,2861827.95,0.0,579541.11,5833.34,687746.95,35120.98,16753.47,64340.64,1481.04,355258.72,0.0,115787.54,423591.72,54113.79,9130.43,0.0,0.0,0.0,34840.95,119243.59,1740641.15,677052.76,0.0,2966787.82,113000.08,13391.61,9209.61,218399.67,279208.13,758914.94,54382.93,0.0,0.0,0.0,0.0,0.0,6459.23,0.0,0.0,0.0,0.0,0.0,620521.86,0.0,0.0,9361851.0,258812.0,-12195.0,0.0,637079.0,119495.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150593.85,0.0,0.0,0.0,0.0,442913.54,3270691.85,0.0,28985.92,2681.0,3537909.07,0.0,265000.0,2303665.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2410707.91,0.0,-632797.22,-5000.0,113804.87,0.0,6639.98,405964.2,385830.0
19753090130773,133119.48,0.0,16016.54,4105.16,0.0,0.0,8137.73,23658.66,0.0,13099.76,0.0,5119.57,18226.51,4409.52,2951.88,0.0,0.0,-99.01,90512.33,34663.32,-125.48,5589.22,0.0,0.0,966.48,180.36,1810.56,821.37,79595.48,73111.5,1726.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.99,0.0,0.0,732571.0,33695.0,20829.0,0.0,51097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1889826.55,0.0,0.0,0.0,0.0,0.0,42110.45,0.0,0.0,0.0,0.0,465328.0,0.0,161790.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304819.38,0.0,795576.39,0.0,0.0,0.0,1097.54,290306.96,-101911.87
19753090130781,140087.77,0.0,41174.42,0.0,0.0,0.0,21617.63,55076.16,0.0,21032.53,0.0,10428.87,24829.39,1256.96,5161.22,0.0,0.0,1448.0,203227.1,20334.25,669.42,22402.45,0.0,0.0,4031.87,227.46,520.18,492.33,49661.2,213582.44,1944.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.99,0.0,0.0,249577.0,24564.0,-14046.0,0.0,15665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604371.19,0.0,0.0,0.0,0.0,0.0,28847.32,0.0,0.0,0.0,43812.01,836044.5,0.0,43536.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709824.98,0.0,1088511.64,0.0,0.0,0.0,354.23,207042.23,-21793.05
19753090130955,168346.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12313.44,13856.0,0.0,0.0,0.0,0.0,0.0,14970.83,0.0,10000.2,635.0,0.0,0.0,0.0,595.0,10208.2,113.51,6000.0,39167.12,433.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177229.0,4674.0,-957.0,0.0,11505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74347.37,0.0,0.0,0.0,0.0,9273.45,1854.16,0.0,0.0,0.0,42428.52,1212.0,0.0,11439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18956.46,0.0,63045.09,0.0,0.0,11439.0,0.0,40119.64,11419.0
19753090131201,542838.52,0.0,78634.75,0.0,64341.52,40164.65,0.0,45059.19,34685.5,59214.33,0.0,23331.4,44229.62,7623.48,44999.28,1167.33,0.0,0.0,8621.21,2039.64,15233.06,7026.46,10087.42,0.0,7576.73,844.0,15043.27,61536.22,161665.9,405328.04,5999.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100511.97,0.0,865.0,0.0,0.0,1281008.0,36902.0,-3860.0,0.0,90836.0,0.0,32289.25,12177.76,0.0,0.0,0.0,0.0,0.0,50617.24,0.0,0.0,0.0,0.0,336581.94,233443.45,0.0,0.0,0.0,157291.64,294062.77,0.0,0.0,512802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-371309.9,0.0,-126718.08,-294311.29,0.0,27796.12,126505.96,290324.81,0.0
19753090131383,215987.39,0.0,108625.56,0.0,58286.88,0.0,0.0,0.0,0.0,34831.13,6786.39,9106.23,57666.8,191.55,6356.01,0.0,0.0,0.0,0.0,0.0,7655.65,35069.02,28.98,0.0,7792.97,2943.83,0.0,0.0,74182.0,80889.94,1822.42,0.0,0.0,0.0,6324.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644890.0,13276.0,-821.0,0.0,32680.0,50000.0,0.0,0.0,0.0,0.0,0.0,451581.54,0.0,0.0,10500.0,0.0,0.0,0.0,8244.04,54421.03,0.0,0.0,0.0,285179.3,0.0,250000.0,0.0,0.0,10500.0,0.0,0.0,0.0,21147.13,0.0,0.0,96359.18,102157.0,0.0,-240596.0,6562.82,-104345.02,0.0,0.0,20139.84,41731.76,0.0
19753090131540,114676.93,0.0,41990.78,0.0,22093.6,0.0,40253.8,0.0,0.0,0.0,0.0,17626.57,14914.33,2652.76,3665.4,0.0,0.0,203.0,3070.0,0.0,5840.71,2891.77,0.0,0.0,1021.17,0.0,8506.67,3577.17,54104.24,44826.35,8992.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4741.93,0.0,0.0,130714.0,4700.0,0.0,0.0,9157.0,36563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62907.9,0.0,0.0,0.0,0.0,46010.84,0.0,0.0,0.0,0.0,18449.64,95535.0,200002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205067.9,0.0,0.0,0.0,0.0,0.0,0.0,3623.84,5824.0
19753090131557,81844.97,0.0,41990.78,0.0,15781.15,0.0,40263.8,0.0,0.0,0.0,0.0,12590.41,10653.09,1894.84,2618.14,0.0,0.0,145.0,34531.5,17926.0,1276.65,7560.59,0.0,0.0,510.58,0.0,8506.67,1813.59,54104.24,44960.76,8852.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4741.93,0.0,0.0,71915.0,5150.0,0.0,0.0,4642.0,95827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178064.52,0.0,0.0,0.0,0.0,38696.25,0.0,0.0,0.0,0.0,22699.64,204005.0,200002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-209955.87,0.0,0.0,0.0,0.0,0.0,0.0,1837.25,3240.0
19753090131987,5222291.25,0.0,552166.81,0.0,1278125.78,63952.57,175000.07,0.0,0.0,472821.09,0.0,276572.72,653300.61,83391.82,363613.33,0.0,0.0,2453.41,119115.97,13568.1,1455607.44,568715.94,147081.6,0.0,78621.93,12114.91,37612.16,192514.38,1251098.71,3970992.18,91064.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15048968.01,401727.99,0.0,0.0,988874.0,375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286710.74,0.0,0.0,0.0,0.0,3470636.44,0.0,0.0,54519.0,46803.38,1573521.28,0.0,1062337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222811.28,0.0,0.0,0.0,0.0,0.0,41485.2,370502.37,1078051.0
19753090132191,1212318.48,0.0,143525.15,0.0,248048.98,108320.04,31229.91,106798.22,63593.99,134883.1,0.0,62812.86,152795.23,15999.24,145799.51,0.0,0.0,2450.0,42930.6,26528.07,36159.77,3118.17,25462.81,0.0,29069.81,4162.0,50026.3,96800.4,756498.91,1233902.16,19362.79,0.0,0.0,0.0,0.0,0.0,8078.07,0.0,0.0,0.0,136880.0,0.0,437957.94,0.0,0.0,4148785.0,119564.0,0.0,0.0,294313.0,0.0,104618.5,27634.16,0.0,0.0,0.0,0.0,0.0,46970.96,0.0,0.0,0.0,0.0,936167.92,564197.56,0.0,32315.22,0.0,179937.47,453033.42,0.0,584000.0,200002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188866.85,0.0,0.0,0.0,0.0,2511.05,338378.66,147236.09,346361.0
19753090132654,3365794.73,0.0,1154415.35,0.0,668.66,0.0,276893.45,95666.33,0.0,376902.27,0.0,87171.24,427048.02,61283.33,157776.52,0.0,0.0,1864.07,519517.94,1796176.5,197761.41,492220.48,0.0,0.0,43455.56,13286.11,98475.18,2849.34,88583.29,2124861.65,20492.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10276651.0,282552.0,0.0,0.0,695516.0,36624.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245231.25,0.0,0.0,0.0,0.0,2108947.08,36624.62,0.0,10107.96,1925.0,2045444.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357391.22,0.0,0.0,-11661.54,0.0,0.0,0.0,0.0,480873.0
19753090133231,444694.34,0.0,125423.65,0.0,15896.83,40458.44,0.0,83092.89,0.0,49300.14,0.0,24800.79,44377.9,8423.62,40553.25,0.0,0.0,6000.0,9824.86,193.12,6105.11,3478.0,8213.66,0.0,6.07,0.0,13556.96,185826.28,120661.07,473803.87,4165.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50816.0,25.0,6215.18,0.0,0.0,1199976.0,33256.0,0.0,0.0,81861.0,0.0,29099.0,12917.19,0.0,0.0,0.0,0.0,0.0,25047.4,0.0,0.0,0.0,0.0,10644.02,190737.37,0.0,0.0,0.0,26129.22,96844.0,0.0,0.0,283643.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185059.33,0.0,0.0,0.0,0.0,4871.32,98963.02,33314.5,96338.0
19756971996693,2522130.56,120544.69,314966.51,0.0,340474.97,172341.58,0.0,356592.71,33237.3,308660.24,87733.01,111760.71,429949.56,9874.06,38858.3,0.0,0.0,0.0,36509.84,8507.78,328320.2,201513.06,341795.38,0.0,52550.35,19237.71,26976.42,223815.64,868281.9,1040677.54,49603.64,0.0,0.0,0.0,0.0,0.0,70396.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4852586.0,1110816.0,3678.0,0.0,678943.0,223553.0,86581.0,231380.26,0.0,0.0,0.0,0.0,0.0,1286679.5,0.0,0.0,0.0,0.0,520191.0,1171151.38,0.0,18186.0,2565120.52,282640.98,2639.19,0.0,0.0,18791.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5615410.58,0.0,4617941.55,0.0,0.0,58488.0,303833.38,1281875.77,398021.0
19764970115725,1352684.5,4700.0,410182.7,44215.55,228327.88,218168.06,356509.03,126663.09,0.0,199020.85,102475.69,105739.13,231992.07,47507.51,86784.1,0.0,0.0,0.0,156412.81,44134.26,327151.74,8269.7,1036.59,0.0,76653.84,5612.04,45990.79,71400.28,360252.2,1694200.3,15326.47,0.0,0.0,0.0,0.0,0.0,41456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.01,4020426.0,868563.0,2610.0,0.0,635753.24,1384113.0,59266.0,195355.58,0.0,0.0,0.0,0.0,0.0,2766543.56,100.0,0.0,0.0,0.0,199430.52,1468330.91,0.0,0.0,1170.56,294816.85,0.0,0.0,0.0,249494.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4609155.98,0.0,2697250.32,208050.68,249494.49,0.0,53364.04,816189.99,282157.81
19765470118760,709838.72,54680.04,162809.32,0.0,171567.25,147683.69,82544.54,108759.19,26358.92,100745.05,0.0,53477.37,199127.56,22323.25,6400.27,0.0,0.0,0.0,61353.54,3025.84,68913.8,116114.67,209041.43,0.0,42654.09,2185.0,16049.59,26104.6,202696.92,1091307.13,11090.12,0.0,0.0,0.0,0.0,0.0,4561.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938840.0,384695.0,2073.0,0.0,309283.72,370.0,44606.0,197680.72,137039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350494.97,384402.0,0.0,103.0,5403.0,129132.0,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623503.97,0.0,653090.0,0.0,0.0,0.0,86367.03,392797.29,178076.0
19768690119016,1817794.23,204127.84,408900.31,53405.0,72455.57,95751.55,164481.93,183592.39,33864.0,266461.28,2716.08,66271.24,316455.09,1531.59,33397.59,0.0,0.0,0.0,24.97,11970.4,222620.0,222791.62,105846.74,0.0,33745.8,25852.93,45798.58,118959.88,173979.72,559169.55,32342.74,0.0,0.0,0.0,0.0,0.0,23048.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889744.0,771830.0,-3444.0,0.0,689685.0,90461.95,56764.0,61406.3,0.0,0.0,0.0,1788598.7,0.0,194741.94,0.0,0.0,0.0,0.0,9710.43,169159.03,0.0,0.0,0.0,348066.5,133992.05,0.0,2142.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484906.78,0.0,1187198.13,0.0,51593.83,193102.01,706381.49,488746.6,88186.37
19768690119636,1817019.33,221043.24,465479.08,0.0,96700.87,103994.71,172709.94,137896.36,33864.01,262390.21,0.0,69097.92,312761.58,1398.44,33008.97,0.0,0.0,0.0,1391.0,4193.3,131929.77,72069.73,78179.27,0.0,35970.17,15766.18,36697.57,125923.33,168851.87,613281.79,48762.98,0.0,0.0,0.0,0.0,0.0,33905.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973167.0,786293.0,0.0,0.0,705565.0,104946.81,102174.0,43571.7,0.0,0.0,0.0,1524627.45,0.0,200876.18,0.0,0.0,0.0,0.0,12274.04,204128.79,0.0,0.0,0.0,438790.7,109721.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316165.55,0.0,940629.55,0.0,90273.57,77230.0,333088.49,432048.33,156472.3
19768690128728,886604.27,4500.0,236117.33,0.0,75032.73,102393.75,75631.96,92955.62,29376.0,125527.4,0.0,58495.01,102746.1,793.79,21012.43,0.0,0.0,0.0,8327.03,5732.29,53852.08,26164.02,3448.89,0.0,11547.36,6758.45,20579.94,49138.58,116701.82,307840.58,19015.57,0.0,0.0,0.0,0.0,0.0,10228.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897170.0,68606.0,0.0,0.0,473972.0,0.0,0.0,0.0,0.0,0.0,0.0,396582.75,0.0,27098.0,0.0,0.0,0.0,0.0,0.0,92994.1,0.0,0.0,0.0,27617.0,33096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455863.85,0.0,43069.72,0.0,22063.14,98.0,120496.6,253018.92,72213.71
19768690131128,613968.16,53048.82,140672.19,0.0,35529.35,54573.7,117687.83,51583.42,4896.0,89475.66,0.0,31773.28,78474.43,534.39,11392.62,0.0,0.0,0.0,0.0,2139.61,115983.67,238477.06,35103.47,0.0,14910.79,5695.76,11905.92,61548.37,95936.89,246005.89,16351.25,0.0,0.0,0.0,0.0,0.0,8465.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362136.0,39094.0,0.0,0.0,270064.0,338185.33,16790.0,15039.06,0.0,0.0,0.0,198766.09,0.0,42029.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,18848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178748.34,0.0,4215.23,0.0,32486.27,13199.0,84657.88,136931.56,93455.0
19768850132928,1065920.0,146552.0,428755.0,149868.0,315421.0,92812.0,0.0,350129.0,0.0,170457.0,51047.0,110058.0,292197.0,9838.0,35262.0,0.0,0.0,4628.0,943.0,2044.0,47142.0,32092.0,276013.0,21706.0,31746.0,28395.0,47184.0,90553.0,426248.0,517464.0,43705.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,24278.0,0.0,0.0,2110694.0,558413.0,0.0,0.0,677296.0,-160.0,14033.0,0.0,143036.0,0.0,0.0,0.0,0.0,305417.0,0.0,0.0,0.0,0.0,723033.0,0.0,0.0,6030.0,0.0,968319.0,0.0,735000.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-584418.0,0.0,4509.0,26782.0,0.0,0.0,78801.0,456829.0,158586.0
19769680109926,1065469.0,53360.0,233622.0,52330.0,78998.0,0.0,286777.0,335703.0,167736.0,149155.0,0.0,87021.0,174264.0,6623.0,29101.0,0.0,0.0,0.0,0.0,42991.89,184539.0,3256.0,217787.0,468524.0,55126.0,5117.0,43644.0,132662.0,613188.0,450426.0,98956.0,0.0,0.0,0.0,0.0,0.0,52894.0,0.0,0.0,0.0,0.0,0.0,284454.0,0.0,0.0,2553620.0,612032.0,0.0,0.0,797905.0,2395.0,73667.0,59744.0,196581.0,0.0,0.0,0.0,0.0,170897.0,0.0,0.0,1887338.0,0.0,62552.0,443350.0,0.0,66445.0,55500.0,114103.0,314859.0,749151.0,367200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421890.0,0.0,881769.15,432062.65,0.0,0.0,130787.0,840974.09,214077.0
20651850129015,33800.0,0.0,11500.0,0.0,17810.0,0.0,0.0,16844.75,1904.0,14555.86,0.0,6262.2,0.0,2126.97,737.51,0.0,0.0,0.0,572.75,0.0,6305.18,9810.17,1466.18,554.5,2036.45,297.0,1429.73,4963.89,25721.35,21578.24,1848.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23838.0,1820.0,0.0,0.0,54133.27,28224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141561.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2913.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141561.93,0.0,169115.87,-7017.0,0.0,2913.82,50553.31,5933.13,0.0
20652430107938,1076404.0,0.0,412513.0,1250.0,148327.0,0.0,87037.0,6669.0,800214.0,152714.0,109012.0,99981.0,185234.0,34994.0,44317.25,0.0,0.0,0.0,62093.0,502.0,93649.0,58532.0,277773.0,0.0,29525.0,2732.0,25885.0,114629.5,336078.0,679225.99,52029.0,0.0,0.0,0.0,0.0,0.0,69698.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3142877.36,614107.0,0.0,0.0,470078.64,0.0,0.0,294585.63,182927.0,0.0,0.0,0.0,0.0,427538.49,0.0,0.0,0.0,0.0,404729.76,0.0,0.0,0.0,11000.0,438600.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546048.1,0.0,326603.81,-215771.87,0.0,58904.52,12787.0,737776.57,0.0
21654176113229,750819.53,0.0,112515.0,0.0,226822.6,33723.6,136408.0,113566.15,0.0,89798.48,58483.7,19164.94,148535.41,704.29,37395.7,25416.49,0.0,0.0,0.0,2245.26,49135.16,21326.08,0.0,0.0,13058.82,3781.85,8650.0,31093.26,5946.15,622211.53,0.0,0.0,0.0,0.0,0.0,0.0,30312.0,0.0,0.0,0.0,0.0,0.0,6990.42,0.0,0.0,485332.0,348004.0,23498.0,0.0,995432.0,0.0,0.0,0.0,0.0,0.0,0.0,321261.06,0.0,162295.59,0.0,0.0,0.0,0.0,635.0,2.33,0.0,0.0,0.0,394111.06,13794.0,0.0,0.0,69950.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504300.54,0.0,612110.08,9302.0,0.0,0.0,412343.54,233880.99,0.0
22655320125823,223325.99,0.0,85829.31,27583.83,88093.76,64834.85,0.0,69301.72,20740.0,35571.48,0.0,24024.85,66337.81,290.12,8149.21,0.0,0.0,-2849.04,757.56,2128.54,44300.9,5958.22,24289.8,0.0,2877.43,1547.5,16088.0,25749.31,101896.79,137281.2,15641.47,0.0,0.0,0.0,0.0,0.0,14554.54,0.0,0.0,0.0,0.0,8832.25,309.0,0.0,0.0,74205.0,23406.0,46.0,0.0,785614.0,76751.0,0.0,17098.33,22235.0,0.0,0.0,313768.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64018.84,0.0,12590.49,0.0,30967.68,84602.7,50000.0,3237.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245594.03,0.0,212071.44,0.0,0.0,3252.62,42230.79,108635.49,0.0
23655576116669,281691.0,0.0,0.0,0.0,42864.0,1600.0,68694.0,61431.0,0.0,0.0,0.0,34866.0,22552.0,5714.0,0.0,0.0,0.0,6939.0,3291.0,1570.0,24416.0,0.0,5785.0,0.0,0.0,2669.0,28327.0,21555.0,8541.0,67565.0,4819.0,0.0,0.0,0.0,0.0,0.0,11093.0,0.0,0.0,0.0,0.0,0.0,1637.0,0.0,0.0,76408.0,14998.0,0.0,0.0,527879.0,13176.0,0.0,0.0,0.0,0.0,0.0,140463.0,0.0,1752.0,0.0,0.0,0.0,0.0,8497.0,0.0,0.0,0.0,0.0,18222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86848.0,0.0,296992.0,0.0,275976.0,45642.0,85492.0,101140.0,0.0
