School Name,State Name [Public School] Latest available year,State Abbr [Public School] Latest available year,School Name [Public School] 2014-15,School ID - NCES Assigned [Public School] Latest available year
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,61380001558
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,62271003309
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,63066004768
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,63597006157
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,62637009406
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,63417005382
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,60001701149
RIO VISTA HIGH,California,CA ,Rio Vista High,63311005125
RIO VISTA HIGH,California,CA ,Rio Vista High,61926000963
RIO VISTA MIDDLE,California,CA ,Rio Vista Middle,63276011957
RIO VISTA MIDDLE,California,CA ,Rio Vista Middle,60797010494
RIOS ELEMENTARY,California,CA ,Rios Elementary,60681000624
RIPON CONTINUATION HIGH,California,CA ,Harvest High,63288013703
RIPON ELEMENTARY,California,CA ,Ripon Elementary,63288005111
RIPON HIGH,California,CA ,Ripon High,63288005112
RIPONA ELEMENTARY,California,CA ,Ripona Elementary,63288005113
RIPPERDAN COMMUNITY DAY,CALIFORNIA,CA ,Ripperdan Community Day,62334013848
RISE COMMUNITY,California,CA ,Rise Community,62805011559
RISE KOHYANG MIDDLE,California,CA ,Rise Kohyang Middle,62271012852
RISING SUN,CALIFORNIA,CA ,Rising Sun,63003013822
RISING SUN MONTESSORI,CALIFORNIA,CA ,Rising Sun Montessori,60627013748
RITE OF PASSAGE,California,CA ,Rite of Passage,69100602957
RITTER ELEMENTARY,California,CA ,Ritter Elementary,62271003310
RIVER BEND,California,CA ,River Bend,64116007892
RIVER BLUFF ELEMENTARY,California,CA ,River Bluff Elementary,60797010493
RIVER CHARTER,California,CA ,River Charter,62664004695
RIVER CHARTER SCHOOLS LIGHTHOUSE CHARTER,CALIFORNIA,CA ,River Charter Schools Lighthouse Charter,64158013849
RIVER CITY HIGH,California,CA ,River City High,64158006857
RIVER DELTA COMMUNITY DAY,California,CA ,River Delta Community Day,63311011075
RIVER DELTA HIGH/ELEMENTARY (ALTERNATIVE),California,CA ,River Delta High/Elementary (Alternative),63311009429
RIVER GLEN,California,CA ,River Glen,63459004084
RIVER HEIGHTS INTERMEDIATE,California,CA ,River Heights Intermediate,60985011710
RIVER ISLANDS TECHNOLOGY ACADEMY,California,CA ,River Islands Technology Academy,60387013146
RIVER MONTESSORI ELEMENTARY CHARTER,CALIFORNIA,CA ,River Montessori Elementary Charter,62832012549
RIVER OAK CHARTER,California,CA ,River Oak Charter,64030012026
RIVER OAKS ACADEMY,California,CA ,River Oaks Academy,69104712801
RIVER OAKS ELEMENTARY,California,CA ,River Oaks Elementary,61479001051
RIVER SPRINGS CHARTER,California,CA ,River Springs Charter,69102611707
RIVER VALLEY CHARTER,California,CA ,River Valley Charter,62079007308
RIVER VALLEY HIGH,California,CA ,River Valley High,64347011520
RIVER'S EDGE COMMUNITY DAY,California,CA ,River's Edge Community Day,61995012357
RIVERA ELEMENTARY,California,CA ,Rivera Elementary,61218001381
RIVERA MIDDLE,California,CA ,Rivera Middle,61218001382
RIVERBANK ELEMENTARY,California,CA ,Riverbank Elementary,64158012263
RIVERBANK HIGH,California,CA ,Riverbank High,60006104232
RIVERBANK LANGUAGE ACADEMY,California,CA ,Riverbank Language Academy,60006111925
RIVERBEND ELEMENTARY,California,CA ,Riverbend Elementary,64347011930
RIVERCREST PREPARATORY,California,CA ,Rivercrest Preparatory,61926013334
RIVERDALE ELEMENTARY,California,CA ,Riverdale Elementary,60004005118
RIVERDALE ELEMENTARY,California,CA ,Riverdale Elementary,61488001875
RIVERDALE HIGH,California,CA ,Riverdale High,60004005120
RIVERGOLD ELEMENTARY,California,CA ,Rivergold Elementary,60016010252
RIVERSIDE COUNTY COMMUNITY,California,CA ,Riverside County Community,69102610577
RIVERSIDE COUNTY EDUCATION ACADEMY,California,CA ,Riverside County Education Academy,69102612986
RIVERSIDE COUNTY JUVENILE COURT,California,CA ,Riverside County Juvenile Court,69102607567
RIVERSIDE COUNTY OPPORTUNITY,California,CA ,Riverside County Opportunity,69102609238
RIVERSIDE COUNTY ROP,California,CA ,Riverside County ROP,60009411035
RIVERSIDE COUNTY SPECIAL EDUCATION,California,CA ,Riverside County Special Education,69102609031
RIVERSIDE DRIVE CHARTER ELEMENTARY,California,CA ,Riverside Drive Charter Elementary,62271003311
RIVERSIDE ELEMENTARY,California,CA ,Riverside Elementary,63255005056
RIVERSIDE MEADOWS INTERMEDIATE,California,CA ,Riverside Meadows Intermediate,63118011836
RIVERSIDE PREPARATORY,California,CA ,Riverside Preparatory,62895011863
RIVERSIDE STEM ACADEMY,California,CA ,Riverside STEM Academy,63315013103
RIVERSIDE VIRTUAL,California,CA ,Riverside Virtual,63315012176
RIVERVIEW ELEMENTARY,California,CA ,Riverview Elementary,62079002497
RIVERVIEW ELEMENTARY,California,CA ,Riverview STEM Elementary,61389001579
RIVERVIEW ELEMENTARY,California,CA ,Riverview Elementary,60903010483
RIVERVIEW ELEMENTARY,California,CA ,Riverview Elementary,61970002375
RIVERVIEW ELEMENTARY,California,CA ,Riverview Elementary,60985001064
RIVERVIEW MIDDLE,California,CA ,Riverview Middle,61686009376
RIVERVIEW MIDDLE,California,CA ,Riverview Middle,62637003969
RIVERVIEW MIDDLE,California,CA ,Riverview Middle,63311005126
RIVIERA ELEMENTARY,California,CA ,Riviera Elementary,63942006570
RIVIERA ELEMENTARY,California,CA ,Riviera Elementary,61932004574
ROB REINER CHILDREN & FAMILIES CENTER,California,CA ,Rob Reiner Children & Families Center,63018013280
ROBBINS ELEMENTARY,California,CA ,Robbins Elementary,64290011818
ROBERT A. MILLIKAN MIDDLE,California,CA ,Robert A. Millikan Middle,62271003187
ROBERT C. COOLEY MIDDLE,California,CA ,Robert C. Cooley Middle,63360008551
ROBERT C. FISLER ELEMENTARY,California,CA ,Robert C. Fisler Elementary,61473010985
ROBERT DOWN ELEMENTARY,California,CA ,Robert Down Elementary,62937004527
ROBERT E. PEARY MIDDLE,California,CA ,Robert E. Peary Middle,62271003277
ROBERT E. WILLETT ELEMENTARY,California,CA ,Robert E. Willett Elementary,61062001184
ROBERT ELLIOTT ALTERNATIVE EDUCATION CENTER,California,CA ,Robert Elliott Alternative Education Center,62515003737
ROBERT F. KENNEDY ELEMENTARY,California,CA ,Robert F. Kennedy Elementary,62271003112
ROBERT F. KENNEDY ELEMENTARY,California,CA ,Robert F. Kennedy Elementary,60962000985
ROBERT F. KENNEDY ELEMENTARY,California,CA ,Robert F. Kennedy Elementary,61437001647
ROBERT F. KENNEDY HIGH,California,CA ,Robert F. Kennedy High,61086012157
ROBERT FROST MIDDLE,California,CA ,Robert Frost Middle,62271003027
ROBERT FULTON COLLEGE PREPARATORY,California,CA ,Robert Fulton College Preparatory,62271003029
ROBERT H. LEWIS CONTINUATION,California,CA ,Robert H. Lewis Continuation,62271003134
ROBERT HEIDEMAN ELEMENTARY,California,CA ,Robert Heideman Elementary,64015006639
ROBERT HILL LANE ELEMENTARY,California,CA ,Robert Hill Lane Elementary,62271003122
ROBERT J. FITE ELEMENTARY,California,CA ,Robert J. Fite Elementary,61233010596
ROBERT J. FRANK INTERMEDIATE,California,CA ,"Robert J. Frank, Middle",62922004240
ROBERT L. STEVENS ELEMENTARY,California,CA ,Robert L. Stevens Elementary,64320004118
ROBERT LOUIS STEVENSON INTERMEDIATE,California,CA ,Robert Louis Stevenson Intermediate,63783006388
ROBERT LOUIS STEVENSON MIDDLE,California,CA ,Robert Louis Stevenson Middle,62271003372
ROBERT M. PYLES ELEMENTARY,California,CA ,Robert M. Pyles Elementary,62343003562
ROBERT O. TOWNSEND JUNIOR HIGH,California,CA ,Robert O. Townsend Junior High,60846008808
ROBERT P. ULRICH ELEMENTARY,California,CA ,Robert P. Ulrich Elementary,62523003773
ROBERT RANDALL ELEMENTARY,California,CA ,Robert Randall Elementary,62450003671
ROBERT SANDERS ELEMENTARY,California,CA ,Robert Sanders Elementary,62640003990
ROBERT SEMPLE ELEMENTARY,California,CA ,Robert Semple Elementary,60462000427
ROBERTS FERRY CHARTER SCHOOL ACADEMY,California,CA ,Roberts Ferry Charter School Academy,63321012712
ROBERTS FERRY COMMUNITY DAY,California,CA ,Roberts Ferry Community Day,63321007458
ROBERTS FERRY UNION ELEMENTARY,California,CA ,Roberts Ferry Union Elementary,63321005164
ROBERTSON HIGH (CONTINUATION),California,CA ,Robertson High (Continuation),61440001686
ROBERTSON ROAD ELEMENTARY,California,CA ,Robertson Road Elementary,62513003747
ROBINSON ACADEMY,California,CA ,Robinson Academy,62250003226
ROBINSON ELEMENTARY,California,CA ,Robinson Elementary,61455001760
ROBINSON ELEMENTARY,California,CA ,Robinson Elementary,63386003453
ROBLA ELEMENTARY,California,CA ,Robla Elementary,63324005166
ROBLA PRESCHOOL,California,CA ,Robla Preschool,63324013464
ROCHE ELEMENTARY,California,CA ,Roche Elementary,60006404874
ROCK CREEK ELEMENTARY,California,CA ,Rock Creek Elementary,60348000267
ROCK CREEK ELEMENTARY,California,CA ,Rock Creek Elementary,60001310575
ROCK SPRINGS ELEMENTARY,California,CA ,Rock Springs Elementary,61288003933
ROCKDALE ELEMENTARY,California,CA ,Rockdale Elementary,62271003312
ROCKETSHIP ACADEMY BRILLIANT MINDS,California,CA ,Rocketship Academy Brilliant Minds,69103513073
ROCKETSHIP ALMA ACADEMY,California,CA ,Rocketship Alma Academy,69103513048
ROCKETSHIP DISCOVERY PREP,California,CA ,Rocketship Discovery Prep,69103512668
ROCKETSHIP EIGHT ELEMENTARY,California,CA ,Rocketship Eight Elementary,69103513200
ROCKETSHIP FUERZA COMMUNITY PREP,CALIFORNIA,CA ,Rocketship Fuerza Community Prep,69103513747
ROCKETSHIP LOS SUENOS ACADEMY,California,CA ,Rocketship Los Suenos Academy,69103512478
ROCKETSHIP MATEO SHEEDY ELEMENTARY,California,CA ,Rocketship Mateo Sheedy Elementary,69103511864
ROCKETSHIP MOSAIC ELEMENTARY,California,CA ,Rocketship Mosaic Elementary,61437012645
ROCKETSHIP REDWOOD CITY,CALIFORNIA,CA ,Rocketship Redwood City,63213013923
ROCKETSHIP SI SE PUEDE ACADEMY,California,CA ,Rocketship Si Se Puede Academy,69103512225
ROCKETSHIP SPARK ACADEMY,California,CA ,Rocketship Spark Academy,61437013582
"ROCKEY, GLENN CAMP",California,CA ,"Rockey, Glenn Camp",69107812637
ROCKFORD ELEMENTARY,California,CA ,Rockford Elementary,63327005168
ROCKLIN ACADEMY,California,CA ,Rocklin Academy,60001308762
ROCKLIN ACADEMY AT MEYERS STREET,California,CA ,Rocklin Academy at Meyers Street,60001312012
ROCKLIN ACADEMY GATEWAY,California,CA ,Rocklin Academy Gateway,62712013641
ROCKLIN ALTERNATIVE EDUCATION CENTER,California,CA ,Rocklin Alternative Education Center,60001306197
ROCKLIN ELEMENTARY,California,CA ,Rocklin Elementary,60001309070
ROCKLIN HIGH,California,CA ,Rocklin High,60001302405
ROCKLIN INDEPENDENT CHARTER ACADEMY,California,CA ,Rocklin Independent Charter Academy,60001313722
ROCKWOOD ELEMENTARY,California,CA ,Rockwood Elementary,60690000640
ROCKY HILL ELEMENTARY,California,CA ,Rocky Hill Elementary,60142301502
ROCKY POINT CHARTER,California,CA ,Rocky Point Charter,61495011927
ROCKY RIDGE HIGH,California,CA ,Rocky Ridge High,69101510512
ROD KELLEY ELEMENTARY,California,CA ,Rod Kelley Elementary,61518009140
RODEO HILLS ELEMENTARY,California,CA ,Rodeo Hills Elementary,61899002301
RODRIGUEZ ELEMENTARY,California,CA ,Rodriguez Elementary,63432011973
ROEDING ELEMENTARY,California,CA ,Roeding Elementary,61455001761
ROGER ANTON ELEMENTARY,California,CA ,Roger Anton Elementary,63417011107
ROGER S. ORAZE ELEMENTARY,California,CA ,Roger S. Oraze Elementary,60903012798
ROGERS (GREG) ELEMENTARY,California,CA ,Rogers (Greg) Elementary,60861000874
ROGERS MIDDLE,California,CA ,Rogers Middle,62250002755
ROHR (FRED H.) ELEMENTARY,California,CA ,Rohr (Fred H.) Elementary,60861000875
ROLANDO ELEMENTARY,California,CA ,Rolando Elementary,62025002443
ROLANDO PARK ELEMENTARY,California,CA ,Rolando Park Elementary,63432005540
ROLLING HILLS ELEMENTARY,California,CA ,Rolling Hills Elementary,63153004894
ROLLING HILLS ELEMENTARY,California,CA ,Rolling Hills Elementary,61336011995
ROLLING HILLS ELEMENTARY,California,CA ,Rolling Hills Elementary,61473001804
ROLLING HILLS MIDDLE,California,CA ,Rolling Hills Middle,60627002958
ROLLING HILLS MIDDLE,California,CA ,Rolling Hills Middle,60720000674
ROLLING HILLS MIDDLE,California,CA ,Rolling Hills Middle,62949004550
ROLLING RIDGE ELEMENTARY,California,CA ,Rolling Ridge Elementary,60846009527
ROLLINGWOOD ELEMENTARY,California,CA ,Rollingwood Elementary,63423005399
ROMERO ELEMENTARY,California,CA ,Romero Elementary,61632309552
ROMOLAND ELEMENTARY,California,CA ,Romoland Elementary,63339005173
RON HOCKWALT ACADEMIES (CONTINUATION),California,CA ,Ron Hockwalt Academies (Continuation),64128006837
RON NUNN ELEMENTARY,California,CA ,Ron Nunn Elementary,60591010194
RONALD E. MCNAIR ELEMENTARY,California,CA ,Ronald E. McNair Elementary,60962000979
RONALD E. MCNAIR HIGH,California,CA ,Ronald E. McNair High,62223011418
RONALD MCNAIR ACADEMY,California,CA ,Ronald McNair Academy,63186004914
RONALD REAGAN ACADEMY,California,CA ,Ronald Reagan Academy,60006511370
RONALD REAGAN ELEMENTARY,California,CA ,Ronald Reagan Elementary,61111011713
RONALD REAGAN ELEMENTARY,California,CA ,Ronald Reagan Elementary,60852011852
RONALD REAGAN ELEMENTARY,California,CA ,Ronald Reagan Elementary,60639007503
RONALD REAGAN ELEMENTARY,California,CA ,Ronald Reagan Elementary,60002711037
RONALD REAGAN ELEMENTARY,CALIFORNIA,CA ,Ronald Reagan Elementary,60985013855
RONALD W. REAGAN ELEMENTARY,California,CA ,Ronald W. Reagan Elementary,61980011915
RONALD W. REAGAN ELEMENTARY,California,CA ,Ronald W. Reagan Elementary,63525011999
ROOFTOP ELEMENTARY,California,CA ,Rooftop Elementary,63441005661
ROOSEVELT,California,CA ,Roosevelt,62994007816
ROOSEVELT (THEODORE) ELEMENTARY,California,CA ,Roosevelt (Theodore) Elementary,60261000165
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63570006101
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63442500575
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63132004859
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,62316003538
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,60363000317
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63870006508
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,60797007673
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,60962000993
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,62250002756
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,61980002381
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,61647002083
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,60648007418
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63213004972
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63801006431
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63987006617
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,60006509359
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,62187012765
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,60141406028
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63468005841
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63417005383
ROOSEVELT ELEMENTARY,California,CA ,Roosevelt Elementary,63393005328
ROOSEVELT HIGH,California,CA ,Roosevelt High,61455001762
ROOSEVELT INTERNATIONAL MIDDLE,California,CA ,Roosevelt International Middle,63432005541
ROOSEVELT JUNIOR HIGH,California,CA ,Roosevelt Junior High,62513003748
ROOSEVELT MIDDLE,California,CA ,Roosevelt Middle,60962000994
ROOSEVELT MIDDLE,California,CA ,Roosevelt Middle,64119009459
ROOSEVELT MIDDLE,California,CA ,Roosevelt Middle,62805004312
ROOSEVELT MIDDLE,California,CA ,Roosevelt Middle,63441005662
ROOTS INTERNATIONAL ACADEMY,California,CA ,ROOTS International Academy,62805011907
ROP CENTER,California,CA ,ROP Center,62271012158
RORIMER ELEMENTARY,California,CA ,Rorimer Elementary,63375005210
ROSA PARKS ELEMENTARY,California,CA ,Rosa Parks Elementary,62316008031
ROSA PARKS ELEMENTARY,California,CA ,Rosa Parks Elementary,60985011994
ROSA PARKS ELEMENTARY,California,CA ,Rosa Parks Elementary,63432007328
ROSA PARKS ELEMENTARY,California,CA ,Rosa Parks Elementary,63384005231
ROSA PARKS ENVIRONMENTAL SCIENCE MAGNET,California,CA ,Rosa Parks Environmental Science Magnet,60474006865
ROSA PARKS LEARNING CENTER,California,CA ,Rosa Parks Learning Center,62271011623
ROSAMOND ELEMENTARY,California,CA ,Rosamond Elementary,63762006373
ROSAMOND HIGH,California,CA ,Rosamond High,63762006374
ROSCOE ELEMENTARY,California,CA ,Roscoe Elementary,62271003316
ROSCOMARE ROAD ELEMENTARY,California,CA ,Roscomare Road Elementary,62271003317
ROSE AVENUE ELEMENTARY,California,CA ,Rose Avenue Elementary,62513003749
ROSE AVENUE ELEMENTARY,California,CA ,Rose Avenue Elementary,62922004513
ROSE CITY HIGH (CONTINUATION),California,CA ,Rose City High (Continuation),62994004669
ROSE DRIVE ELEMENTARY,California,CA ,Rose Drive Elementary,63066009614
ROSE ELEMENTARY,California,CA ,Rose Elementary,61288001464
ROSE FERRERO ELEMENTARY,California,CA ,Rose Ferrero Elementary,63705008746
ROSEBANK ELEMENTARY,California,CA ,Rosebank Elementary,60861000876
ROSECRANS ELEMENTARY,California,CA ,Rosecrans Elementary,60962000995
ROSEDALE ELEMENTARY,California,CA ,Rosedale Elementary,60837000828
ROSEDALE MIDDLE,California,CA ,Rosedale Middle,63348005174
ROSEDALE-NORTH ELEMENTARY,California,CA ,Rosedale-North Elementary,63348005175
ROSEDELL ELEMENTARY,California,CA ,Rosedell Elementary,63597006158
ROSELAND CHARTER,California,CA ,Roseland Charter,63351011178
ROSELAND CREEK ELEMENTARY,California,CA ,Roseland Creek Elementary,63351013038
ROSELAND ELEMENTARY,California,CA ,Roseland Elementary,63351005176
ROSELAWN HIGH,California,CA ,Roselawn High,60015811504
ROSEMARY ELEMENTARY,California,CA ,Rosemary Elementary,60720000675
ROSEMARY KENNEDY ELEMENTARY,California,CA ,Rosemary Kennedy Elementary,60243008260
ROSEMEAD HIGH,California,CA ,Rosemead High,61212001366
ROSEMONT AVENUE ELEMENTARY,California,CA ,Rosemont Avenue Elementary,62271003318
ROSEMONT HIGH,California,CA ,Rosemont High,63384011191
ROSEMONT MIDDLE,California,CA ,Rosemont Middle,61524001944
ROSES IN CONCRETE,CALIFORNIA,CA ,Roses in Concrete,62805013856
ROSEVILLE HIGH,California,CA ,Roseville High,63363005191
ROSEWOOD AVENUE ELEMENTARY,California,CA ,Rosewood Avenue Elementary,62271003319
ROSEWOOD PARK,California,CA ,Rosewood Park,62547003807
ROSITA ELEMENTARY,California,CA ,Rosita Elementary,61488001876
ROSS (BETSY) ELEMENTARY,California,CA ,Ross (Betsy) Elementary,60261000166
ROSS (FAYE) MIDDLE,California,CA ,Ross (Faye) Middle,60162000012
ROSS ELEMENTARY,California,CA ,Ross Elementary,63432005542
ROSS ELEMENTARY,California,CA ,Ross Elementary,63366005192
ROSSMOOR ELEMENTARY,California,CA ,Rossmoor Elementary,62259007307
ROTHER ELEMENTARY,California,CA ,Rother Elementary,61281001443
ROUND MEADOW ELEMENTARY,California,CA ,Round Meadow Elementary,62100002524
ROUND VALLEY COMMUNITY DAY,California,CA ,Round Valley Community Day,63372008212
ROUND VALLEY CONTINUATION,California,CA ,Round Valley Continuation,63372010257
ROUND VALLEY ELEMENTARY,California,CA ,Round Valley Elementary,63372005194
ROUND VALLEY ELEMENTARY,California,CA ,Round Valley Elementary,63369005193
ROUND VALLEY HIGH,California,CA ,Round Valley High,63372005195
ROWAN AVENUE ELEMENTARY,California,CA ,Rowan Avenue Elementary,62271003320
ROWAN ELEMENTARY,California,CA ,Rowan Elementary,63432005543
ROWELL ELEMENTARY,California,CA ,Rowell Elementary,61455001763
ROWLAND ASSISTIVE TECHNOLOGY ACADEMY,California,CA ,Rowland Assistive Technology Academy,63375011676
ROWLAND AVENUE ELEMENTARY,California,CA ,Rowland Avenue Elementary,61005001103
ROWLAND ELEMENTARY,California,CA ,Rowland Elementary,63375005211
ROWLAND HEIGHTS CHARTER ACADEMY,California,CA ,Rowland Heights Charter Academy,63375013733
ROWLAND UNIFIED COMMUNITY DAY,California,CA ,Rowland Unified Community Day,63375005918
ROY A. JOHNSON HIGH,California,CA ,Roy A. Johnson High,60780000750
ROY CLOUD ELEMENTARY,California,CA ,Roy Cloud Elementary,63213004963
