CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3801-3802,3901-3902,4100,4200,4300,4400,4700,5200,5300,5400,5500,5600,5800,5900,6100-6170,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7438,7439,7630-7699,8011,8015,8019,8020-8039,8040-8079,8080-8089,"8091, 8097",8092,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9400-9499,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9730,9740,9770,"9775, 9780",9790,9791,"9793, 9795",LocalRevAO,StateRevAO,StateRevSE
01612590108852,354440.72,14122.19,97744.87,0.0,15411.25,1575.0,0.0,42775.19,71852.6,36119.12,7888.82,17468.1,44828.55,6229.52,7895.0,0.0,0.0,981.65,0.0,60910.87,52513.72,27616.55,42009.9,11139.55,1335.0,852.0,16495.76,95647.45,235863.75,4394.48,0.0,0.0,0.0,0.0,0.0,14692.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551750.0,5978.0,0.0,0.0,0.0,0.0,0.0,227809.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260064.07,0.0,0.0,0.0,0.0,320922.13,0.0,0.0,0.0,0.0,118075.63,263365.23,0.0,0.0,148523.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287172.84,194823.3,-14540.3,213191.88,165067.0,0.0
01612590108944,339833.41,0.0,89393.35,33000.0,51134.91,10653.96,17711.74,11807.83,0.0,0.0,0.0,6877.26,29899.66,1206.07,8790.81,0.0,0.0,37103.73,22965.81,0.0,36738.47,13602.92,7541.06,4721.53,1607.98,4590.24,24166.19,120598.7,196714.41,4145.65,0.0,0.0,0.0,0.0,0.0,1053.0,0.0,0.0,0.0,0.0,1848.81,0.0,0.0,0.0,471688.0,0.0,0.0,0.0,0.0,0.0,0.0,256000.0,0.0,6101.93,23076.0,0.0,0.0,0.0,0.0,8319.04,0.0,0.0,0.0,0.0,97829.53,0.0,0.0,3326.8,3107.0,20577.37,95431.06,0.0,0.0,0.0,0.0,0.0,0.0,3326.8,0.0,0.0,0.0,0.0,0.0,34401.88,9030.84,-7373.84,45422.34,80297.92,0.0
01612590109819,824494.05,0.0,112645.16,0.0,27315.65,0.0,0.0,71778.16,91363.18,74618.07,11953.83,27798.44,103626.92,12330.67,20820.0,0.0,0.0,3568.16,0.0,48519.68,106446.94,60111.37,117325.0,14138.54,1712.8,552.0,35685.74,218258.48,222783.95,5177.69,0.0,0.0,0.0,0.0,0.0,20770.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055178.0,10450.0,0.0,0.0,0.0,0.0,0.0,340435.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231077.9,0.0,0.0,0.0,0.0,319132.38,0.0,0.0,0.0,0.0,79697.08,398866.28,0.0,0.0,27264.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203776.61,132667.72,-43579.72,41122.24,386076.51,0.0
01612590109983,1574593.77,0.0,102500.04,0.0,0.0,0.0,50376.55,0.0,188741.09,112506.1,18911.49,39344.11,257615.17,16972.54,22108.8,0.0,0.0,265.43,56127.99,5000.0,63230.77,17223.95,10987.81,5176.06,3777.4,4947.51,99898.6,245810.66,1027092.21,13604.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695968.0,0.0,0.0,0.0,0.0,0.0,0.0,634724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459254.57,0.0,0.0,0.0,0.0,821566.36,0.0,0.0,174547.51,0.0,0.0,528522.26,0.0,0.0,0.0,0.0,0.0,0.0,174547.51,40000.0,0.0,0.0,79167.0,0.0,633131.67,366521.67,-35854.67,9726.61,949776.36,0.0
01612590111476,427430.73,0.0,53249.96,0.0,0.0,0.0,11958.84,0.0,150815.13,43547.47,9909.36,16832.1,53862.56,7523.2,11054.4,0.0,0.0,0.0,1946.84,0.0,29459.08,6281.9,6762.82,1260.79,1762.15,2307.6,32213.95,120784.7,307437.41,6672.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839792.0,0.0,0.0,0.0,0.0,0.0,0.0,93520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179861.91,0.0,0.0,0.0,0.0,201770.0,0.0,0.0,0.0,0.0,0.0,137093.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,39584.0,0.0,184954.21,0.0,0.0,326.0,30113.0,0.0
01612590111823,187007.69,0.0,84999.97,0.0,582.19,0.0,36416.7,7692.32,12499.98,22301.33,0.0,8661.83,23540.05,4303.43,11153.0,0.0,0.0,974.98,12262.45,8724.22,25152.35,68446.75,2657.74,32.52,2187.0,4633.0,16549.44,69321.99,186099.27,12195.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283228.0,0.0,0.0,0.0,0.0,0.0,0.0,155000.0,0.0,0.0,20336.0,0.0,0.0,0.0,0.0,238814.38,0.0,0.0,0.0,0.0,159894.0,0.0,0.0,9940.47,19077.8,0.0,61230.51,0.0,150000.0,206855.0,0.0,0.0,0.0,9940.47,0.0,0.0,0.0,0.0,0.0,-299.33,0.0,0.0,149773.02,78714.0,0.0
01612590111856,153749.94,0.0,0.0,0.0,0.0,0.0,52973.3,46570.89,0.0,0.0,0.0,15969.38,16621.32,2701.33,4696.37,0.0,0.0,0.0,36253.25,0.0,2217.19,0.0,0.0,7372.4,2168.0,0.0,71615.81,176459.85,25259.96,3103.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349677.0,0.0,0.0,0.0,0.0,0.0,0.0,9117.0,0.0,0.0,31911.0,0.0,0.0,0.0,0.0,199254.15,0.0,0.0,0.0,0.0,32087.0,0.0,0.0,0.0,10000.0,143500.0,47795.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337045.19,0.0,0.0,3570.81,364154.34,0.0
01612590112474,126508.21,0.0,46668.94,6667.02,24215.39,0.0,64418.01,0.0,0.0,18095.1,0.0,13620.23,18574.18,5650.53,8054.32,0.0,0.0,500.0,10686.19,0.0,18260.51,3757.46,4460.24,2986.41,168.0,4100.73,22740.37,92439.6,161034.13,4923.6,0.0,0.0,0.0,0.0,0.0,57322.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111216.0,0.0,0.0,0.0,0.0,0.0,0.0,145232.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70586.05,0.0,0.0,2209.23,1250.0,0.0,77954.8,34265.28,92753.15,3960.43,0.0,0.0,0.0,2209.23,0.0,0.0,0.0,0.0,0.0,-137097.61,0.0,0.0,227668.37,30749.7,0.0
01612590112482,58716.92,0.0,23331.11,7860.56,12105.92,0.0,32204.2,0.0,0.0,7175.67,0.0,6761.91,18573.76,2843.12,4143.99,500.0,0.0,0.0,10748.71,1698.5,16999.23,3890.1,4075.48,2986.4,168.0,4100.69,22562.53,91608.68,151854.05,6429.9,0.0,0.0,0.0,0.0,0.0,56648.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71527.0,0.0,0.0,0.0,0.0,0.0,0.0,143851.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64993.04,0.0,0.0,2209.22,76243.09,0.0,40188.23,134940.28,3000.0,58283.64,0.0,0.0,0.0,2209.22,0.0,0.0,0.0,0.0,0.0,-95176.02,0.0,0.0,174216.36,30749.7,0.0
01612590130518,676963.0,127183.0,0.0,0.0,260229.0,190868.0,241134.0,14289.0,0.0,0.0,0.0,115566.0,106544.0,24708.0,41872.0,0.0,0.0,0.0,0.0,28559.0,62949.0,6397.0,82774.0,0.0,5191.0,93115.0,165515.0,240779.0,603319.0,0.0,0.0,0.0,0.0,0.0,0.0,25476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276402.0,0.0,0.0,0.0,0.0,0.0,0.0,80277.0,0.0,0.0,121676.0,0.0,0.0,0.0,0.0,70817.0,0.0,0.0,0.0,0.0,365476.0,0.0,0.0,0.0,5090.0,349239.0,262267.0,0.0,0.0,199339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329016.0,346501.0,987.0,446580.0,591142.0,0.0
01612590130591,895833.0,0.0,120740.0,0.0,178526.0,0.0,35292.0,91003.0,101495.0,0.0,0.0,102536.0,142829.0,24780.0,28168.0,0.0,0.0,0.0,130140.0,45749.0,84785.0,36751.0,13392.0,14672.0,9572.0,42565.0,176847.0,418811.0,546782.0,36774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2316499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165913.0,386719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90293.0,175934.0,0.0,0.0,0.0,0.0,386719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80272.0,510781.0,-170026.0,0.0,291939.0,0.0
01612590130617,1615576.34,0.0,226918.42,109026.14,26809.61,0.0,67599.96,172078.66,272215.16,173484.69,6167.88,51416.16,337081.51,28410.19,57775.42,0.0,0.0,2.01,10618.0,85247.69,147974.64,35393.3,99835.25,21381.31,8246.72,30920.0,195442.42,382296.85,692117.3,11644.87,16249.11,968782.81,0.0,36253.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8200.0,0.0,2143946.0,13656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57556.79,166273.46,0.0,0.0,0.0,0.0,560110.22,100.0,0.0,2825.25,9436.05,530474.14,67933.35,0.0,59271.61,0.0,0.0,900530.81,0.0,0.0,0.0,0.0,100.0,0.0,59271.61,0.0,0.0,44598.48,0.0,0.0,225649.72,74042.56,-0.56,1875960.82,847208.7,0.0
01612590130633,962685.85,0.0,131183.34,36887.22,233743.3,81927.01,129639.2,86426.13,0.0,0.0,0.0,21947.78,109798.36,4763.88,35162.79,0.0,0.0,127334.1,47833.04,0.0,126190.54,17843.83,104950.23,9589.5,4637.21,16836.54,95692.44,346172.68,443550.69,12971.82,0.0,0.0,0.0,0.0,0.0,87652.0,0.0,0.0,0.0,0.0,7238.66,0.0,0.0,0.0,1337643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24703.7,169601.0,0.0,0.0,0.0,0.0,331622.7,0.0,0.0,0.0,0.0,546348.68,0.0,0.0,13307.22,12428.0,82309.49,251897.66,0.0,0.0,0.0,0.0,0.0,0.0,13307.22,0.0,0.0,0.0,0.0,0.0,720811.2,572752.05,-1464.05,308739.82,718833.05,0.0
01612590130666,1328533.36,22081.9,102401.35,0.0,223525.07,0.0,0.0,176066.55,258786.1,123038.73,27496.72,55664.59,165431.3,17840.16,31759.0,0.0,0.0,30511.81,0.0,53430.0,126600.33,62186.6,125127.25,20094.42,11698.64,70092.0,68046.25,21578.07,254559.64,23196.77,0.0,0.0,0.0,0.0,0.0,468826.48,0.0,0.0,0.0,0.0,693945.06,0.0,0.0,0.0,2162650.0,21937.0,0.0,0.0,0.0,0.0,0.0,369686.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707948.42,0.0,0.0,0.0,0.0,625921.29,0.0,0.0,0.0,40082.43,9596709.61,656513.84,0.0,206667.0,86318.56,9226667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794495.35,659521.7,-71470.7,578442.47,554472.33,129608.0
01612593030772,873453.6,0.0,280876.52,0.0,678835.37,0.0,571856.93,0.0,127065.75,155129.62,0.0,94181.94,130450.93,19088.39,51470.42,0.0,0.0,1513.3,15665.73,43147.58,88761.48,23396.83,8308.73,566.85,6782.0,30831.0,139173.0,804715.0,944023.22,52127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504535.0,12367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,0.0,0.0,0.0,0.0,93414.67,0.0,0.0,0.0,654962.23,146134.22,0.0,0.0,14404.4,0.0,1705328.88,306080.0,0.0,1888861.63,0.0,0.0,0.0,0.0,14404.4,0.0,0.0,0.0,0.0,0.0,404898.37,177561.04,17277.96,2854049.34,318841.62,0.0
01612596001788,1607191.33,0.0,183351.71,0.0,0.0,0.0,69394.93,0.0,282620.58,118825.46,36258.15,54156.31,364050.54,19181.51,33163.2,0.0,0.0,0.0,21733.9,5100.05,68819.59,12137.69,26828.48,4584.14,4812.4,6584.6,125859.55,447381.75,731420.82,19788.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2159849.0,0.0,0.0,0.0,0.0,0.0,0.0,494627.0,0.0,0.0,89116.0,0.0,0.0,0.0,0.0,840173.57,0.0,0.0,0.0,0.0,634474.9,0.0,0.0,194122.52,0.0,0.0,378973.17,0.0,0.0,0.0,0.0,0.0,0.0,194122.52,60000.0,0.0,0.0,70175.0,0.0,965500.3,340422.08,158455.92,13354.5,789052.19,0.0
01612596111660,305451.8,0.0,80377.04,0.0,0.0,0.0,0.0,59725.34,18333.37,0.0,0.0,30354.93,33755.09,7184.46,20254.0,0.0,0.0,0.0,17470.13,0.0,14256.02,0.0,0.0,17239.57,1012.93,0.0,138280.61,169274.44,65728.56,6258.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19623.0,62331.0,0.0,0.0,0.0,0.0,441439.13,0.0,0.0,67648.28,0.0,151220.0,0.0,0.0,72749.0,120548.96,600808.65,34236.01,0.0,0.0,0.0,0.0,0.0,0.0,72749.0,0.0,0.0,0.0,0.0,0.0,1347429.01,1378941.57,-249234.57,62094.98,240584.02,0.0
01612596113807,368833.36,0.0,0.0,0.0,0.0,0.0,47547.48,15107.14,23656.28,0.0,4993.79,27092.15,35202.07,4119.42,11198.25,0.0,0.0,0.0,32228.43,0.0,5481.01,0.0,0.0,10301.16,5482.0,6457.0,297058.99,248094.88,35979.92,6114.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695161.0,0.0,0.0,0.0,0.0,0.0,0.0,122311.52,0.0,0.0,75907.0,0.0,0.0,0.0,0.0,297771.2,0.0,0.0,0.0,0.0,193320.82,0.0,0.0,0.0,209674.24,340956.9,103158.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938564.59,538937.77,-52139.77,0.0,303851.57,0.0
01612596117394,898616.81,0.0,102999.96,38822.5,134652.61,0.0,92182.22,0.0,189178.89,78057.79,687.5,46288.7,143852.46,8021.6,31665.45,0.0,0.0,0.0,47437.73,0.0,29925.45,8701.79,9373.56,1276.0,5281.14,24887.83,16436.6,256556.98,442970.93,11717.97,0.0,0.0,0.0,0.0,0.0,13352.78,0.0,0.0,0.0,0.0,1095.33,0.0,0.0,0.0,1226117.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155400.0,0.0,0.0,0.0,0.0,237721.69,0.0,0.0,0.0,0.0,272895.55,0.0,0.0,35122.81,0.0,35749.27,192563.93,0.0,0.0,33754.0,0.0,0.0,0.0,35122.81,0.0,0.0,0.0,0.0,0.0,320048.58,263594.86,-18902.86,202262.95,429278.02,0.0
01612596117402,539973.37,0.0,98000.03,0.0,7440.0,86115.72,0.0,0.0,67802.5,49572.4,8080.75,26954.07,99021.5,13880.12,26107.41,0.0,0.0,9580.0,45190.61,609.0,35497.27,0.0,12104.13,8144.56,4403.92,12621.39,43526.58,81575.55,457752.27,10740.05,0.0,0.0,0.0,0.0,0.0,28301.39,0.0,0.0,0.0,0.0,2158.0,0.0,0.0,0.0,779018.93,1210.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122920.0,0.0,0.0,0.0,0.0,439190.71,0.0,0.0,0.0,0.0,467429.11,0.0,0.0,18691.22,0.0,97761.23,172314.1,0.0,150000.0,4359.0,0.0,0.0,0.0,18691.22,0.0,0.0,0.0,0.0,0.0,677707.95,630105.76,-2907.76,42734.46,575149.55,0.0
01612596117568,1115672.66,14080.31,85646.24,0.0,67782.16,0.0,0.0,47280.64,114577.96,94052.85,11792.29,32949.79,129320.96,11362.51,27017.0,0.0,0.0,14893.75,0.0,44590.16,117011.63,51249.58,149895.45,18775.22,483.71,6840.0,35267.34,247263.13,314887.55,4647.2,0.0,0.0,0.0,0.0,0.0,72737.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290062.0,45826.0,0.0,0.0,0.0,0.0,0.0,322222.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588505.96,0.0,0.0,0.0,0.0,426535.49,0.0,0.0,0.0,15000.0,378905.21,361658.4,0.0,0.0,228419.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818868.29,554135.81,18662.19,21766.9,828820.96,86022.0
01612596117972,254492.24,0.0,0.0,0.0,54054.99,50116.55,81535.54,68590.42,46745.38,23880.19,0.0,18845.0,30005.8,10600.32,9865.0,0.0,0.0,0.0,71.68,2921.91,32210.94,0.0,31396.79,37472.58,507.81,22603.8,22265.04,0.0,80690.45,4834.83,0.0,0.0,0.0,0.0,0.0,71804.38,0.0,0.0,0.0,29234.84,219526.74,0.0,0.0,0.0,395480.44,0.0,0.0,0.0,0.0,0.0,0.0,17389.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380983.02,0.0,0.0,0.0,0.0,128548.96,0.0,0.0,1844.91,550.75,4974976.32,73643.81,0.0,4000.0,0.0,3850000.0,0.0,0.0,1844.91,0.0,0.0,0.0,0.0,0.0,1557415.2,1081524.14,5539.86,917489.43,146864.36,0.0
01613090101212,919012.97,0.0,88987.2,61750.02,0.0,131918.67,0.0,8258.75,46295.04,94530.44,0.0,32048.22,60253.7,0.0,32561.54,0.0,0.0,0.0,36548.8,8074.66,166458.66,58194.53,68773.09,273449.54,0.0,13421.0,0.0,272515.81,193373.95,21404.47,0.0,0.0,0.0,0.0,0.0,17194.0,0.0,0.0,0.0,0.0,3972.66,0.0,0.0,1355631.0,-4463.0,0.0,0.0,0.0,0.0,0.0,0.0,3795.0,0.0,0.0,85714.0,0.0,0.0,0.0,0.0,544860.29,0.0,0.0,0.0,0.0,217120.52,0.0,0.0,14094.7,0.0,17663.82,123932.81,0.0,83334.66,0.0,0.0,0.0,0.0,14094.7,0.0,0.0,0.0,0.0,0.0,572377.16,251035.57,32426.43,729899.21,118309.95,0.0
