CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3751-3752,3801-3802,3901-3902,4100,4200,4300,4400,4700,5100,5200,5300,5400,5500,5600,5800,5900,6100-6170,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7281-7299,7438,7439,7630-7699,8011,8015,8019,8020-8039,8040-8079,8080-8089,"8091, 8097",8092,8096,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9400-9499,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9730,9740,9770,"9775, 9780",9790,9791,"9793, 9795",LocalRevAO,StateRevAO,StateRevSE
01612590108803,934056.85,16295.88,177981.19,0.0,315660.04,19081.9,0.0,189488.87,97232.19,84124.67,39909.95,73989.95,166528.24,4700.42,22264.49,0.0,0.0,0.0,5221.24,0.0,101071.37,186271.4,186668.24,127537.82,0.0,38424.15,5507.26,5130.96,40338.52,289803.27,475788.44,36735.46,0.0,0.0,0.0,0.0,0.0,110475.79,0.0,0.0,0.0,0.0,390962.0,5556.13,0.0,0.0,0.0,1494364.0,4521.0,0.0,0.0,0.0,0.0,0.0,626414.0,521574.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347411.1,0.0,0.0,0.0,0.0,477204.71,0.0,0.0,0.0,10000.0,344068.37,290763.92,0.0,81667.0,0.0,163333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51901.94,208678.88,45028.12,252816.5,682295.96,30342.0
01612590108852,524180.53,60886.77,190489.61,0.0,80203.4,16858.5,0.0,71409.98,78130.19,58222.63,16288.53,33593.97,94229.31,2180.4,12541.94,0.0,0.0,0.0,3736.5,0.0,63891.23,41397.43,86226.46,77772.02,0.0,21527.43,2880.56,2425.81,14822.67,72238.0,218382.82,9032.77,0.0,0.0,0.0,0.0,0.0,47357.59,0.0,0.0,0.0,0.0,254814.0,2676.01,0.0,0.0,0.0,763037.0,2513.0,0.0,0.0,0.0,0.0,0.0,308386.0,238512.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270808.24,0.0,0.0,0.0,0.0,221363.41,0.0,0.0,0.0,11000.0,198112.48,223070.69,0.0,39333.0,20592.1,78667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339621.34,287172.84,-0.84,475985.84,312525.26,0.0
01612590108944,468450.0,0.0,167291.0,5375.0,0.0,18420.0,8650.0,123857.0,0.0,0.0,0.0,8530.0,49910.0,764.0,3677.0,0.0,0.0,0.0,43089.0,16875.0,0.0,65377.0,17519.0,56981.0,0.0,2054.0,2548.0,11000.0,29160.0,143355.0,188314.0,1376.0,0.0,0.0,0.0,0.0,0.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676988.0,0.0,0.0,0.0,0.0,0.0,0.0,227828.0,0.0,0.0,0.0,39250.0,0.0,0.0,0.0,0.0,81378.0,0.0,0.0,0.0,0.0,126911.0,0.0,0.0,3573.0,2174.0,11149.0,190934.0,0.0,0.0,0.0,0.0,0.0,0.0,3573.0,0.0,0.0,0.0,0.0,0.0,30679.0,37728.68,-32778.68,100861.0,302849.0,0.0
01612590109819,947011.82,0.0,120527.32,0.0,132898.64,7278.75,0.0,81289.43,46155.81,87053.32,18416.42,42061.59,136542.31,3392.25,16233.94,0.0,0.0,0.0,5597.59,0.0,43083.18,100414.08,52786.49,131266.79,0.0,11383.41,4102.71,3316.92,36330.8,98192.66,231679.21,11748.4,0.0,0.0,0.0,0.0,0.0,35407.19,0.0,0.0,0.0,0.0,379182.0,2199.77,0.0,0.0,0.0,1143276.0,4943.0,0.0,0.0,0.0,0.0,0.0,493014.0,309968.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264339.74,0.0,0.0,0.0,0.0,312816.02,0.0,0.0,0.0,0.0,114832.95,376167.51,0.0,32334.0,2250.0,64666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216571.2,203776.61,-0.61,92498.79,566559.24,0.0
01612590109983,1401263.92,0.0,105000.0,0.0,0.0,197970.95,56602.18,0.0,0.0,101225.1,23595.09,37459.33,243875.9,14044.95,23434.2,0.0,0.0,0.0,17406.69,43143.52,4305.65,88835.25,692.92,15573.22,0.0,2983.28,4262.72,6668.35,127160.38,133721.21,982872.54,16764.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723498.0,0.0,0.0,0.0,0.0,0.0,0.0,756463.0,90069.0,0.0,0.0,316524.0,0.0,0.0,1916240.36,0.0,0.0,0.0,0.0,0.0,0.0,150388.55,0.0,0.0,9304.5,0.0,0.0,398748.7,0.0,0.0,0.0,0.0,0.0,0.0,9304.5,0.0,0.0,0.0,0.0,0.0,1667880.21,926846.18,149880.82,4067.79,831343.04,0.0
01612590111476,453397.2,0.0,75000.0,0.0,0.0,93926.1,13651.64,0.0,0.0,41404.67,11953.43,17119.88,80816.74,6192.83,11717.1,0.0,0.0,0.0,14372.97,10432.89,285.44,48984.06,317.57,7869.41,0.0,2158.44,1569.1,2966.69,58976.66,64149.86,302628.75,7925.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856241.0,0.0,0.0,0.0,0.0,0.0,0.0,367855.0,6962.0,0.0,0.0,81314.0,0.0,0.0,0.0,0.0,786696.22,0.0,0.0,0.0,0.0,119288.94,0.0,0.0,6189.75,0.0,0.0,427690.38,0.0,0.0,0.0,0.0,0.0,0.0,6189.75,0.0,0.0,0.0,0.0,0.0,478294.78,244538.21,-31789.21,10289.41,32538.96,0.0
01612590111823,282717.3,0.0,137966.59,0.0,24.01,0.0,40639.98,0.0,27749.99,30547.19,0.0,14454.55,26488.88,3919.99,12716.0,0.0,0.0,0.0,560.0,80548.69,5778.19,58255.02,70746.2,81957.3,0.0,0.0,1805.67,5858.0,30396.49,23842.42,339651.18,8337.91,0.0,0.0,0.0,0.0,0.0,2228.0,0.0,0.0,0.0,0.0,0.0,6326.37,0.0,0.0,0.0,544891.0,0.0,0.0,0.0,0.0,0.0,0.0,183374.0,295000.0,0.0,21334.0,20158.0,0.0,0.0,0.0,0.0,58959.24,0.0,0.0,0.0,0.0,209825.34,0.0,0.0,6822.71,972.8,5063.64,53757.99,0.0,0.0,7000.0,100000.0,0.0,0.0,6822.71,0.0,0.0,0.0,0.0,0.0,114063.03,9641.14,3401.86,123213.83,147224.83,0.0
01612590111856,177160.0,0.0,0.0,0.0,0.0,0.0,9166.0,80875.0,38000.0,0.0,0.0,22232.0,20239.0,3116.0,428.0,0.0,0.0,0.0,0.0,28056.0,0.0,2658.0,0.0,0.0,0.0,8820.0,1250.0,0.0,171277.0,285304.0,32870.0,2986.0,0.0,0.0,0.0,0.0,0.0,28450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474000.0,0.0,0.0,0.0,0.0,0.0,0.0,157823.0,13816.0,0.0,0.0,56227.0,0.0,0.0,0.0,0.0,283695.0,0.0,0.0,0.0,0.0,167603.0,0.0,0.0,12500.0,10000.0,233258.0,198877.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,495679.0,337045.19,6516.81,3000.0,305410.0,0.0
01612590114363,172100.0,0.0,0.0,0.0,0.0,0.0,41250.0,27943.0,0.0,0.0,0.0,13456.0,8489.0,2852.0,6778.0,0.0,0.0,0.0,0.0,36500.0,0.0,767.0,0.0,0.0,0.0,2895.0,0.0,4430.0,139845.0,468019.0,25030.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289730.0,0.0,0.0,0.0,0.0,0.0,0.0,123567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52223.0,0.0,0.0,0.0,0.0,144210.0,0.0,0.0,0.0,0.0,35000.0,9877.0,0.0,0.0,0.0,101055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120501.0,0.0,0.0,330000.0,270904.0,0.0
01612590114454,100568.0,0.0,98750.0,0.0,0.0,0.0,0.0,3640.0,0.0,6955.0,0.0,11636.0,18468.0,2368.0,0.0,0.0,0.0,0.0,0.0,13823.0,0.0,46860.0,0.0,0.0,0.0,7005.0,14726.0,1641.0,104478.0,150214.0,117590.0,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189994.0,0.0,0.0,0.0,0.0,0.0,0.0,80492.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,193649.0,0.0,0.0,0.0,0.0,25287.0,0.0,0.0,0.0,10000.0,249310.0,0.0,0.0,0.0,0.0,249310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228936.0,0.0,0.0,69066.0,309598.0,0.0
01612590114868,54393.0,0.0,0.0,0.0,0.0,0.0,38166.0,0.0,0.0,0.0,0.0,6347.0,3666.0,2552.0,2000.0,0.0,0.0,0.0,0.0,23376.0,0.0,7697.0,0.0,0.0,0.0,480.0,0.0,4430.0,160352.0,405178.0,48606.0,6014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183690.0,0.0,0.0,0.0,0.0,0.0,0.0,61817.0,4063.0,0.0,0.0,16537.0,0.0,0.0,0.0,0.0,102369.0,0.0,0.0,0.0,0.0,134805.0,0.0,0.0,0.0,257271.0,0.0,333859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160586.0,0.0,0.0,330043.0,297847.0,0.0
01612590115014,785753.0,3000.0,86000.0,255583.0,0.0,0.0,52058.0,38987.0,561.0,0.0,0.0,102756.0,82795.0,3500.0,17096.0,0.0,0.0,0.0,20080.0,80.0,4497.0,179271.0,40562.0,131739.0,0.0,146578.0,0.0,23824.0,109909.0,249487.0,209249.0,3415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934832.0,612.0,0.0,0.0,0.0,0.0,0.0,395509.0,0.0,0.0,50051.0,431617.0,0.0,0.0,0.0,0.0,71890.0,0.0,0.0,0.0,0.0,15063.0,209728.0,0.0,4276.0,0.0,34332.0,34754.0,0.0,0.0,0.0,0.0,0.0,0.0,4276.0,0.0,0.0,0.0,0.0,0.0,296259.0,0.0,187585.0,703857.0,4625.0,0.0
01612590115238,267858.37,0.0,88438.06,0.0,0.0,0.0,131323.18,28072.22,0.0,0.0,0.0,0.0,69363.82,4469.39,11872.48,0.0,0.0,0.0,18959.34,21806.09,38912.43,23985.08,105841.66,1894.97,0.0,35976.15,4925.0,4724.05,7584.44,136555.3,172249.0,3910.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534714.0,0.0,0.0,0.0,0.0,0.0,0.0,179949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186012.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186012.05,0.0,0.0,129912.18,405198.84,0.0
01612590115386,285781.0,0.0,0.0,0.0,268870.0,9117.0,11635.0,0.0,0.0,0.0,0.0,41845.0,49173.0,0.0,13709.0,0.0,0.0,0.0,18034.0,0.0,3864.0,14240.0,7922.0,0.0,18790.0,18629.0,2572.0,11337.0,29220.0,110602.0,247350.0,8172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489450.0,0.0,0.0,0.0,0.0,0.0,0.0,164716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39400.0,0.0,0.0,0.0,0.0,71028.93,0.0,0.0,0.0,0.0,0.0,35156.0,0.0,0.0,0.0,257846.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182574.0,0.0,0.0,172286.0,105973.0,0.0
01612590130518,560167.0,0.0,208093.0,125000.0,165136.0,61284.0,0.0,0.0,0.0,0.0,0.0,81418.0,85467.0,0.0,24063.0,0.0,0.0,0.0,100621.0,0.0,35554.0,30763.0,1576.0,4697.0,74671.0,5367.0,1880.0,31652.0,395539.16,121645.0,0.0,13009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649383.0,0.0,0.0,0.0,0.0,0.0,0.0,283682.0,0.0,0.0,0.0,68655.0,0.0,0.0,0.0,0.0,411219.84,0.0,0.0,0.0,0.0,45849.0,0.0,0.0,0.0,0.0,0.0,0.0,75985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381083.84,329016.0,369469.0,350197.0,346915.0,0.0
01612590130617,1780458.05,0.0,242128.24,204000.0,47935.08,51258.69,69628.0,218407.49,403457.02,205621.35,6479.52,68624.73,446890.35,30187.39,46680.58,0.0,0.0,0.0,0.0,8908.38,107374.99,211085.18,7260.14,142365.16,0.0,10650.02,7312.92,34898.75,163577.28,167933.15,681839.58,17847.25,145980.0,112317.0,0.0,25407.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221254.0,7972.0,0.0,0.0,0.0,0.0,0.0,808973.0,4418.0,0.0,112124.36,245909.48,0.0,0.0,0.0,0.0,1441905.18,200.0,0.0,0.0,0.0,334019.21,0.0,0.0,58338.54,0.0,0.0,791894.89,0.0,0.0,139282.7,0.0,200.0,0.0,58338.54,0.0,0.0,0.0,0.0,0.0,844746.43,329619.81,0.19,1417662.58,1087379.19,0.0
01612590130633,961720.0,200764.0,489183.0,15718.0,108282.0,142929.0,0.0,0.0,53082.0,0.0,0.0,31676.0,53981.0,595.0,11032.0,0.0,0.0,0.0,177425.0,49345.0,0.0,131376.0,51228.0,177577.0,0.0,2941.0,14194.0,33048.0,47064.0,415182.0,575474.0,25018.0,0.0,0.0,0.0,0.0,0.0,72841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598136.0,0.0,0.0,0.0,0.0,0.0,0.0,685070.0,0.0,0.0,168022.0,159126.0,77486.0,0.0,0.0,0.0,900911.0,0.0,0.0,0.0,0.0,516198.0,0.0,0.0,10719.0,13360.0,16917.0,151672.0,0.0,0.0,0.0,0.0,0.0,0.0,10719.0,0.0,0.0,0.0,0.0,0.0,1295714.0,734118.42,-63499.42,360524.0,1021652.0,0.0
01612590130666,1470436.29,0.0,202369.16,0.0,223127.48,14500.0,0.0,238062.7,171097.64,134701.7,36739.86,78230.44,246901.57,5223.0,28327.39,0.0,0.0,0.0,6757.43,0.0,65744.0,129054.84,85869.7,193664.62,0.0,45065.01,4208.04,72436.4,81194.83,155026.59,433635.74,40374.72,0.0,0.0,0.0,0.0,0.0,436483.91,0.0,0.0,0.0,0.0,-213233.0,684658.62,0.0,0.0,0.0,2194631.0,19800.0,0.0,0.0,0.0,0.0,0.0,817176.0,388475.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821804.58,0.0,0.0,0.0,0.0,731928.9,0.0,0.0,0.0,36345.52,9563904.83,1053513.97,0.0,341667.01,20862.78,9010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727940.07,794495.35,-103764.35,373402.52,945164.95,0.0
01612593030772,852315.76,0.0,91567.56,5000.0,561236.63,0.0,543345.44,0.0,148383.95,111254.77,0.0,81521.23,137209.13,18848.49,40248.0,0.0,0.0,0.0,0.0,38592.0,22740.0,73667.0,27650.0,65752.0,0.0,6294.74,6853.05,31443.05,128050.91,454359.39,844011.0,26288.11,0.0,0.0,0.0,0.0,0.0,607498.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393152.0,0.0,0.0,0.0,0.0,0.0,0.0,505530.0,401855.0,0.0,0.0,36540.0,0.0,0.0,0.0,0.0,152735.95,0.0,0.0,0.0,758224.09,626595.98,0.0,0.0,8432197.01,48124.39,2681725.88,1153967.79,0.0,-942.5,0.0,1769195.0,0.0,0.0,8432197.01,0.0,0.0,0.0,0.0,0.0,1345186.01,419302.77,7991087.23,3473387.04,325501.69,0.0
01612596001788,1531320.66,0.0,201000.0,0.0,0.0,266437.89,68122.99,0.0,0.0,122270.7,35954.49,50843.09,275967.64,18565.89,35151.3,0.0,0.0,0.0,32585.48,50884.59,285.45,64563.89,800.0,27274.07,0.0,4890.21,4106.5,7907.1,131432.67,158977.37,1140159.33,17717.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044280.0,0.0,0.0,0.0,0.0,0.0,0.0,890680.0,164547.0,0.0,0.0,346073.0,0.0,0.0,0.0,0.0,2311378.64,0.0,0.0,0.0,0.0,303975.43,0.0,0.0,9131.99,0.0,0.0,905824.1,0.0,0.0,0.0,0.0,0.0,0.0,9131.99,0.0,0.0,0.0,0.0,0.0,1709529.97,1289797.82,-42750.82,10859.0,656992.0,0.0
01612596111660,296474.0,0.0,84439.0,0.0,0.0,0.0,0.0,88425.0,0.0,0.0,0.0,32921.0,33857.0,6893.0,16498.0,0.0,0.0,0.0,0.0,2427.0,14409.0,0.0,0.0,0.0,0.0,2329.0,352.0,7018.0,336863.0,191022.0,18150.0,2288.0,0.0,0.0,0.0,0.0,0.0,105635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628821.0,0.0,0.0,0.0,0.0,0.0,0.0,259904.0,20994.0,0.0,0.0,85443.0,0.0,0.0,0.0,0.0,760201.0,0.0,0.0,0.0,0.0,232684.0,0.0,0.0,0.0,347759.0,482562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823206.0,1420178.01,78429.99,0.0,437022.0,0.0
