CDS,Name,AggLevel,DFC,Subgroup,Subgrouptype,NumCohort,NumGraduates,Cohort Graduation Rate,NumDropouts,Cohort Dropout Rate,NumSpecialEducation,Special Ed Completers Rate,NumStillEnrolled,Still Enrolled Rate,NumGED,GED Rate,Year
3.07E+13,Canyon Hills,S,N,MAL,7,*,*,0,*,0,*,0,*,100,*,0,1314
3.07E+13,"Non-public, non-sectarian schools",S,N,MAL,7,*,*,0,*,100,*,0,*,0,*,0,1314
3.07E+13,Yorba Linda High,S,N,MAL,5,40,39,97.5,*,2.5,*,0,*,0,*,0,1314
3.07E+13,Esperanza High,S,N,MAL,2,28,28,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Esperanza High,S,N,MAL,5,47,45,95.74,*,2.1,*,2.1,*,0,*,0,1314
3.07E+13,Esperanza High,S,N,MAL,7,145,140,96.55,*,0.7,*,1.4,*,0.7,*,0.7,1314
3.07E+13,El Dorado High,S,N,MAL,2,17,16,94.12,*,5.9,*,0,*,0,*,0,1314
3.07E+13,El Dorado High,S,N,MAL,7,152,143,94.08,*,2,*,3.3,*,0.7,*,0,1314
3.07E+13,El Camino Real Continuation High,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,El Camino Real Continuation High,S,N,MAL,7,26,16,61.54,*,26.9,*,0,*,7.7,*,3.8,1314
3.07E+13,Valencia High,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Parkview,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Parkview,S,N,MAL,7,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Nova Academy,S,Y,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Nova Academy,S,Y,MAL,5,17,16,94.12,*,0,*,0,*,5.9,*,0,1314
3.07E+13,Segerstrom High,S,N,MAL,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Segerstrom High,S,N,MAL,3,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Hector G. Godinez,S,N,MAL,9,*,*,0,*,100,*,0,*,0,*,0,1314
3.07E+13,Cesar E. Chavez High,S,N,MAL,2,*,*,0,*,0,*,0,*,100,*,0,1314
3.07E+13,Cesar E. Chavez High,S,N,MAL,7,*,*,0,*,0,*,0,*,100,*,0,1314
3.07E+13,OCSA,S,Y,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,OCSA,S,Y,MAL,9,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Lorin Griset Academy,S,N,MAL,5,146,98,67.12,30,20.5,*,0,18,12.3,*,0,1314
3.07E+13,Costa Mesa High,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Costa Mesa High,S,N,MAL,9,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Estancia High,S,N,MAL,5,71,62,87.32,*,4.2,*,8.5,*,0,*,0,1314
3.07E+13,Back Bay High,S,N,MAL,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Newport Harbor High,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Newport Harbor High,S,N,MAL,9,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,OUSD Home Sch,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Canyon High,S,N,MAL,2,63,62,98.41,*,1.6,*,0,*,0,*,0,1314
3.07E+13,Canyon High,S,N,MAL,0,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Canyon High,S,N,MAL,9,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Canyon High,S,N,MAL,7,145,139,95.86,*,1.4,*,2.1,*,0.7,*,0,1314
1.96E+13,Jane Addams Continuation,S,N,MAL,9,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,Susan Miller Dorsey Senior High,S,N,MAL,6,76,58,76.32,15,19.7,*,0,*,3.9,*,0,1314
1.96E+13,Susan Miller Dorsey Senior High,S,N,MAL,3,*,*,0,*,100,*,0,*,0,*,0,1314
1.96E+13,West Hollywood Opportunity,S,N,MAL,5,*,*,40,*,60,*,0,*,0,*,0,1314
1.96E+13,West Hollywood Opportunity,S,N,MAL,7,*,*,0,*,100,*,0,*,0,*,0,1314
1.96E+13,Eagle Rock High,S,N,MAL,6,*,*,83.33,*,16.7,*,0,*,0,*,0,1314
1.96E+13,El Camino Real Charter High,S,Y,MAL,4,17,17,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Boyle Heights Continuation,S,N,MAL,5,34,*,14.71,18,52.9,*,0,11,32.4,*,0,1314
1.96E+13,Los Angeles Center for Enriched Studies,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Downtown Business High,S,N,MAL,6,*,*,75,*,25,*,0,*,0,*,0,1314
1.96E+13,Fairfax Senior High,S,N,MAL,2,50,36,72,*,20,*,0,*,8,*,0,1314
1.96E+13,Fairfax Senior High,S,N,MAL,7,19,12,63.16,*,26.3,*,0,*,10.5,*,0,1314
1.96E+13,John H. Francis Polytechnic,S,N,MAL,5,288,240,83.33,27,9.4,*,1,18,6.3,*,0,1314
1.96E+13,King/Drew Medical Magnet High,S,N,MAL,5,69,68,98.55,*,1.4,*,0,*,0,*,0,1314
1.96E+13,Benjamin Franklin Senior High,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Sherman Oaks Center for Enriched Studies,S,N,MAL,5,37,32,86.49,*,5.4,*,0,*,8.1,*,0,1314
1.96E+13,Gardena Senior High,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Granada Hills Charter High,S,Y,MAL,6,20,20,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Granada Hills Charter High,S,Y,MAL,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Ulysses S. Grant Senior High,S,N,MAL,2,*,*,83.33,*,0,*,0,*,16.7,*,0,1314
1.96E+13,Ulysses S. Grant Senior High,S,N,MAL,7,80,65,81.25,12,15,*,0,*,3.8,*,0,1314
1.96E+13,Alexander Hamilton Senior High,S,N,MAL,6,56,42,75,*,12.5,*,3.6,*,8.9,*,0,1314
1.96E+13,Hollywood Senior High,S,N,MAL,5,114,101,88.6,*,5.3,*,0,*,6.1,*,0,1314
1.96E+13,Huntington Park Senior High,S,N,MAL,5,234,172,73.5,44,18.8,*,1.3,15,6.4,*,0,1314
1.96E+13,Thomas Jefferson Senior High,S,N,MAL,5,154,98,63.64,45,29.2,*,0.6,*,6.5,*,0,1314
1.96E+13,David Starr Jordan Senior High,S,N,MAL,5,54,32,59.26,19,35.2,*,1.9,*,3.7,*,0,1314
1.96E+13,Robert Fulton College Preparatory,S,N,MAL,7,*,*,66.67,*,33.3,*,0,*,0,*,0,1314
1.96E+13,Charles Leroy Lowman Special Education Center,S,N,MAL,1,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,Benjamin Banneker Special Education Center,S,N,MAL,6,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,Ernest P. Willenberg Special Education Center,S,N,MAL,5,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,Ernest P. Willenberg Special Education Center,S,N,MAL,7,*,*,0,*,25,*,0,*,75,*,0,1314
1.96E+13,Foshay Learning Center,S,N,MAL,5,74,73,98.65,*,1.4,*,0,*,0,*,0,1314
1.96E+13,Berenece Carlson Home Hospital,S,N,MAL,6,*,*,33.33,*,66.7,*,0,*,0,*,0,1314
1.96E+13,PUC Community Charter Middle,S,Y,MAL,5,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Magnolia Science Academy,S,Y,MAL,6,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Marco Antonio Firebaugh High,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Pathway Independent Study,S,N,MAL,6,*,*,25,*,75,*,0,*,0,*,0,1314
1.96E+13,Pathway Independent Study,S,N,MAL,3,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,Vista High (Continuation),S,N,MAL,5,98,39,39.8,31,31.6,*,0,28,28.6,*,0,1314
1.96E+13,Canyon Oaks High,S,N,MAL,6,*,*,75,*,25,*,0,*,0,*,0,1314
1.96E+13,Monrovia High,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
4.97E+13,Pathways Charter,S,Y,MAL,6,*,*,100,*,0,*,0,*,0,*,0,1314
4.97E+13,California Virtual Academy @ Sonoma,S,Y,MAL,6,*,*,75,*,0,*,0,*,25,*,0,1314
4.97E+13,Gateway to College Academy,S,N,MAL,5,11,*,0,*,27.3,*,0,*,72.7,*,0,1314
4.97E+13,Casa Grande High,S,N,MAL,6,*,*,80,*,0,*,0,*,20,*,0,1314
4.97E+13,Carpe Diem High (Continuation),S,N,MAL,7,*,*,100,*,0,*,0,*,0,*,0,1314
4.97E+13,Valley Oaks High (Alternative),S,N,MAL,9,*,*,100,*,0,*,0,*,0,*,0,1314
4.97E+13,Petaluma High,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
4.97E+13,Petaluma High,S,N,MAL,7,94,93,98.94,*,0,*,1.1,*,0,*,0,1314
4.97E+13,Northwest Prep Charter,S,Y,MAL,3,*,*,100,*,0,*,0,*,0,*,0,1314
4.97E+13,Roseland Charter,S,Y,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
4.97E+13,"Non-public, non-sectarian schools",S,N,MAL,5,*,*,0,*,50,*,0,*,50,*,0,1314
4.97E+13,Abraxis Charter,S,Y,MAL,6,*,*,100,*,0,*,0,*,0,*,0,1314
4.97E+13,Elsie Allen High,S,N,MAL,2,11,11,100,*,0,*,0,*,0,*,0,1314
4.97E+13,Elsie Allen High,S,N,MAL,5,100,71,71,18,18,*,4,*,7,*,0,1314
5.21E+13,Sacramento River Discovery Charter,S,Y,MAL,7,*,*,100,*,0,*,0,*,0,*,0,1314
5.21E+13,eScholar Academy,S,N,MAL,7,*,*,100,*,0,*,0,*,0,*,0,1314
5.27E+13,Corning High,S,N,MAL,9,*,*,100,*,0,*,0,*,0,*,0,1314
5.27E+13,Red Bluff Independent Study High,S,N,MAL,7,24,14,58.33,*,33.3,*,0,*,8.3,*,0,1314
5.27E+13,Salisbury High (Continuation),S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
5.27E+13,Salisbury High (Continuation),S,N,MAL,3,*,*,100,*,0,*,0,*,0,*,0,1314
5.27E+13,Red Bluff High,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
5.31E+13,Trinity County Juvenile Hall,S,N,MAL,5,*,*,33.33,*,33.3,*,0,*,33.3,*,0,1314
5.31E+13,Trinity County Juvenile Hall,S,N,MAL,7,*,*,0,*,66.7,*,0,*,33.3,*,0,1314
5.38E+13,Hayfork High,S,N,MAL,9,*,*,100,*,0,*,0,*,0,*,0,1314
5.38E+13,Alps View High (Continuation),S,N,MAL,5,*,*,0,*,0,*,0,*,100,*,0,1314
5.38E+13,Alps View High (Continuation),S,N,MAL,7,*,*,0,*,100,*,0,*,0,*,0,1314
5.38E+13,Trinity High,S,N,MAL,5,*,*,100,*,0,*,0,*,0,*,0,1314
5.38E+13,Trinity High,S,N,MAL,7,40,39,97.5,*,0,*,0,*,2.5,*,0,1314
5.41E+13,University Preparatory High,S,N,MAL,7,*,*,100,*,0,*,0,*,0,*,0,1314
5.41E+13,Valley Life Charter,S,Y,MAL,7,*,*,100,*,0,*,0,*,0,*,0,1314
5.41E+13,Tulare County Court,S,N,MAL,9,*,*,0,*,100,*,0,*,0,*,0,1314
5.41E+13,Tulare County Court,S,N,MAL,7,*,*,0,*,88.9,*,0,*,11.1,*,0,1314
5.41E+13,Special Education,S,N,MAL,6,*,*,0,*,0,*,0,*,100,*,0,1314
5.47E+13,Central California Connections Academy,S,Y,MAL,9,*,*,0,*,0,*,0,*,50,*,50,1314
5.47E+13,Lovell High,S,N,MAL,5,25,12,48,*,24,*,0,*,28,*,0,1314
5.47E+13,Orosi High,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
5.47E+13,Lindsay Senior High,S,N,MAL,5,112,93,83.04,12,10.7,*,0,*,6.3,*,0,1314
5.47E+13,Crescent Valley Public Charter,S,Y,MAL,5,68,*,7.35,33,48.5,*,0,30,44.1,*,0,1314
5.47E+13,Mission Oak High,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
5.47E+13,Tulare Technical Preparatory High,S,N,MAL,7,*,*,60,*,40,*,0,*,0,*,0,1314
5.47E+13,Sierra Vista High,S,N,MAL,5,23,*,26.09,17,73.9,*,0,*,0,*,0,1314
5.47E+13,Tulare Western High,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
5.47E+13,Golden West High,S,N,MAL,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.37E+13,Mosaica Online Academy of Southern California,D,Y,FEM,5,*,*,0,*,100,*,0,*,0,*,0,1314
3.37E+13,Gateway to College Early College High,D,Y,FEM,5,*,*,66.67,*,33.3,*,0,*,0,*,0,1314
3.38E+13,Temecula Preparatory,D,Y,FEM,4,*,*,100,*,0,*,0,*,0,*,0,1314
3.47E+13,Sacramento Charter High,D,Y,FEM,9,*,*,100,*,0,*,0,*,0,*,0,1314
3.47E+13,Options for Youth-San Juan,D,Y,FEM,5,55,13,23.64,22,40,*,0,20,36.4,*,0,1314
3.48E+13,Heritage Peak Charter,D,Y,FEM,6,*,*,60,*,40,*,0,*,0,*,0,1314
3.48E+13,Heritage Peak Charter,D,Y,FEM,1,*,*,50,*,0,*,0,*,50,*,0,1314
3.48E+13,Community Collaborative Charter,D,Y,FEM,6,34,11,32.35,13,38.2,*,0,*,29.4,*,0,1314
3.48E+13,SAVA: Sacramento Academic and Vocational Academy,D,Y,FEM,6,43,*,16.28,21,48.8,*,0,15,34.9,*,0,1314
3.48E+13,SAVA: Sacramento Academic and Vocational Academy,D,Y,FEM,3,*,*,33.33,*,33.3,*,0,*,33.3,*,0,1314
3.67E+13,Taylion High Desert Academy/Adelanto,D,Y,FEM,6,*,*,40,*,40,*,0,*,20,*,0,1314
3.67E+13,Hope Academy Charter,D,Y,FEM,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.67E+13,Mojave River Academy,D,Y,FEM,2,*,*,100,*,0,*,0,*,0,*,0,1314
3.67E+13,Mojave River Academy,D,Y,FEM,5,134,70,52.24,31,23.1,*,0,33,24.6,*,0,1314
3.67E+13,Mojave River Academy,D,Y,FEM,7,65,35,53.85,15,23.1,*,0,14,21.5,*,1.5,1314
3.67E+13,Grove,D,Y,FEM,5,*,*,100,*,0,*,0,*,0,*,0,1314
3.67E+13,Grove,D,Y,FEM,7,*,*,100,*,0,*,0,*,0,*,0,1314
3.67E+13,ASA Charter,D,Y,FEM,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.67E+13,Public Safety Academy,D,Y,FEM,7,*,*,100,*,0,*,0,*,0,*,0,1314
3.67E+13,Options for Youth-San Bernardino,D,Y,FEM,6,*,*,20,*,30,*,0,*,50,*,0,1314
3.67E+13,The Academy of the Inland Empire,D,Y,FEM,5,108,*,0,97,89.8,*,0,11,10.2,*,0,1314
3.67E+13,Options for Youth-Victorville Charter,D,Y,FEM,1,*,*,50,*,0,*,0,*,50,*,0,1314
3.17E+13,Horizon Charter,D,Y,FEM,7,80,58,72.5,14,17.5,*,0,*,10,*,0,1314
3.27E+13,Plumas Charter,D,Y,FEM,5,*,*,66.67,*,0,*,0,*,33.3,*,0,1314
3.31E+13,Gateway College and Career Academy,D,Y,FEM,9,*,*,50,*,50,*,0,*,0,*,0,1314
3.37E+13,Santa Rosa Academy,D,Y,FEM,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.37E+13,Santa Rosa Academy,D,Y,FEM,1,*,*,100,*,0,*,0,*,0,*,0,1314
3.37E+13,Pivot Charter School Riverside County,D,Y,FEM,4,*,*,50,*,50,*,0,*,0,*,0,1314
3.37E+13,San Jacinto Valley Academy,D,Y,FEM,5,*,*,100,*,0,*,0,*,0,*,0,1314
3.37E+13,NOVA Academy - Coachella,D,Y,FEM,5,15,13,86.67,*,13.3,*,0,*,0,*,0,1314
3.38E+13,Temecula Preparatory,D,Y,FEM,5,*,*,100,*,0,*,0,*,0,*,0,1314
3.47E+13,Sacramento Charter High,D,Y,FEM,1,*,*,100,*,0,*,0,*,0,*,0,1314
3.47E+13,Options for Youth-San Juan,D,Y,FEM,3,*,*,0,*,100,*,0,*,0,*,0,1314
3.48E+13,Futures High,D,Y,FEM,7,26,20,76.92,*,23.1,*,0,*,0,*,0,1314
3.48E+13,Heritage Peak Charter,D,Y,FEM,2,*,*,33.33,*,33.3,*,0,*,33.3,*,0,1314
3.48E+13,Heritage Peak Charter,D,Y,FEM,0,*,*,0,*,100,*,0,*,0,*,0,1314
3.48E+13,Heritage Peak Charter,D,Y,FEM,9,*,*,71.43,*,28.6,*,0,*,0,*,0,1314
3.48E+13,Heritage Peak Charter,D,Y,FEM,7,43,36,83.72,*,9.3,*,0,*,7,*,0,1314
3.48E+13,Community Collaborative Charter,D,Y,FEM,5,53,15,28.3,23,43.4,*,0,15,28.3,*,0,1314
3.48E+13,Community Collaborative Charter,D,Y,FEM,7,45,14,31.11,18,40,*,0,13,28.9,*,0,1314
3.48E+13,SAVA: Sacramento Academic and Vocational Academy,D,Y,FEM,5,63,11,17.46,27,42.9,*,0,25,39.7,*,0,1314
1.56E+13,Southern Kern Unified,D,N,FEM,6,*,*,71.43,*,28.6,*,0,*,0,*,0,1314
1.56E+13,Southern Kern Unified,D,N,FEM,7,36,30,83.33,*,11.1,*,0,*,5.6,*,0,1314
1.56E+13,Taft Union High,D,N,FEM,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.56E+13,Taft Union High,D,N,FEM,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.56E+13,Tehachapi Unified,D,N,FEM,1,*,*,66.67,*,33.3,*,0,*,0,*,0,1314
1.56E+13,Tehachapi Unified,D,N,FEM,9,*,*,100,*,0,*,0,*,0,*,0,1314
1.56E+13,Tehachapi Unified,D,N,FEM,7,109,100,91.74,*,5.5,*,0,*,2.8,*,0,1314
1.57E+13,Sierra Sands Unified,D,N,FEM,1,*,*,50,*,50,*,0,*,0,*,0,1314
1.57E+13,Sierra Sands Unified,D,N,FEM,6,12,12,100,*,0,*,0,*,0,*,0,1314
1.57E+13,Sierra Sands Unified,D,N,FEM,5,34,30,88.24,*,5.9,*,2.9,*,2.9,*,0,1314
1.57E+13,Sierra Sands Unified,D,N,FEM,7,94,92,97.87,*,1.1,*,1.1,*,0,*,0,1314
1.57E+13,McFarland Unified,D,N,FEM,6,*,*,100,*,0,*,0,*,0,*,0,1314
1.57E+13,McFarland Unified,D,N,FEM,5,100,85,85,*,10,*,0,*,5,*,0,1314
1.66E+13,Armona Union Elementary,D,N,FEM,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.66E+13,Corcoran Joint Unified,D,N,FEM,6,*,*,80,*,0,*,0,*,20,*,0,1314
1.66E+13,Corcoran Joint Unified,D,N,FEM,7,14,*,71.43,*,28.6,*,0,*,0,*,0,1314
1.66E+13,Hanford Joint Union High,D,N,FEM,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.66E+13,Hanford Joint Union High,D,N,FEM,6,31,28,90.32,*,9.7,*,0,*,0,*,0,1314
1.66E+13,Lemoore Union High,D,N,FEM,2,*,*,85.71,*,14.3,*,0,*,0,*,0,1314
1.66E+13,Lemoore Union High,D,N,FEM,7,67,66,98.51,*,1.5,*,0,*,0,*,0,1314
1.76E+13,Kelseyville Unified,D,N,FEM,6,*,*,100,*,0,*,0,*,0,*,0,1314
1.76E+13,Middletown Unified,D,N,FEM,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.76E+13,Middletown Unified,D,N,FEM,5,14,11,78.57,*,14.3,*,0,*,7.1,*,0,1314
1.76E+13,Upper Lake Union High,D,N,FEM,5,*,*,100,*,0,*,0,*,0,*,0,1314
1.86E+13,Big Valley Joint Unified,D,N,FEM,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.88E+13,Fort Sage Unified,D,N,FEM,5,*,*,100,*,0,*,0,*,0,*,0,1314
1.91E+13,Los Angeles County Office of Education,D,N,FEM,9,*,*,33.33,*,50,*,0,*,16.7,*,0,1314
1.91E+13,Los Angeles County Office of Education,D,N,FEM,5,648,166,25.62,315,48.6,*,0,155,23.9,12,1.9,1314
1.96E+13,Antelope Valley Union High,D,N,FEM,9,41,33,80.49,*,9.8,*,0,*,9.8,*,0,1314
1.96E+13,Arcadia Unified,D,N,FEM,9,*,*,50,*,0,*,0,*,50,*,0,1314
1.96E+13,Arcadia Unified,D,N,FEM,4,15,15,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Arcadia Unified,D,N,FEM,5,55,52,94.55,*,0,*,0,*,5.5,*,0,1314
1.96E+13,Azusa Unified,D,N,FEM,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Azusa Unified,D,N,FEM,9,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Baldwin Park Unified,D,N,FEM,6,*,*,80,*,20,*,0,*,0,*,0,1314
1.96E+13,Bassett Unified,D,N,FEM,2,*,*,80,*,20,*,0,*,0,*,0,1314
1.96E+13,Bellflower Unified,D,N,FEM,6,73,68,93.15,*,2.7,*,1.4,*,2.7,*,0,1314
1.96E+13,Beverly Hills Unified,D,N,FEM,5,13,*,76.92,*,7.7,*,0,*,15.4,*,0,1314
1.96E+13,Bonita Unified,D,N,FEM,0,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Bonita Unified,D,N,FEM,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Burbank Unified,D,N,FEM,1,*,*,100,*,0,*,0,*,0,*,0,1314
2.37E+13,Ukiah Unified,D,N,FEM,1,16,*,56.25,*,37.5,*,0,*,6.3,*,0,1314
2.37E+13,Willits Unified,D,N,FEM,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Monrovia High,S,N,MAL,7,54,52,96.3,*,0,*,3.7,*,0,*,0,1314
1.96E+13,Mountain Park,S,N,MAL,6,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Schurr High,S,N,MAL,6,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Schurr High,S,N,MAL,3,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Bell Gardens High,S,N,MAL,5,322,286,88.82,23,7.1,*,0,13,4,*,0,1314
1.96E+13,John H. Glenn High,S,N,MAL,5,150,132,88,*,6.7,*,2,*,3.3,*,0,1314
1.96E+13,La Mirada High,S,N,MAL,2,13,13,100,*,0,*,0,*,0,*,0,1314
1.96E+13,La Mirada High,S,N,MAL,7,68,68,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Norwalk High,S,N,MAL,6,*,*,87.5,*,12.5,*,0,*,0,*,0,1314
1.96E+13,Norwalk High,S,N,MAL,3,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,El Camino High (Continuation),S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,El Camino High (Continuation),S,N,MAL,9,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,El Camino High (Continuation),S,N,MAL,7,*,*,55.56,*,22.2,*,0,*,22.2,*,0,1314
1.96E+13,Antelope Valley Learning Academy,S,Y,MAL,6,22,*,9.09,*,18.2,*,0,16,72.7,*,0,1314
1.96E+13,Antelope Valley Learning Academy,S,Y,MAL,1,*,*,0,*,33.3,*,0,*,66.7,*,0,1314
1.96E+13,Rancho del Mar High (Continuation),S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Rancho del Mar High (Continuation),S,N,MAL,7,14,12,85.71,*,7.1,*,0,*,7.1,*,0,1314
1.96E+13,Palos Verdes Peninsula High,S,N,MAL,6,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Palos Verdes Peninsula High,S,N,MAL,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Palos Verdes High,S,N,MAL,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,"Non-public, non-sectarian schools",S,N,MAL,0,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,Paramount High,S,N,MAL,5,452,410,90.71,27,6,*,1.3,*,2,*,0,1314
1.96E+13,Paramount High,S,N,MAL,7,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Buena Vista High,S,N,MAL,9,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,"Non-public, non-sectarian schools",S,N,MAL,5,*,*,0,*,100,*,0,*,0,*,0,1314
1.96E+13,CIS Academy,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Learning Works,S,Y,MAL,5,65,12,18.46,17,26.2,*,0,36,55.4,*,0,1314
1.96E+13,Learning Works,S,Y,MAL,7,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,Blair High,S,N,MAL,5,53,36,67.92,*,18.9,*,1.9,*,11.3,*,0,1314
1.96E+13,Blair High,S,N,MAL,7,*,*,75,*,12.5,*,12.5,*,0,*,0,1314
1.96E+13,Marshall Fundamental,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Marshall Fundamental,S,N,MAL,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Marshall Fundamental,S,N,MAL,9,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,John Muir High,S,N,MAL,6,41,32,78.05,*,9.8,*,4.9,*,7.3,*,0,1314
1.96E+13,Rose City High (Continuation),S,N,MAL,6,12,*,41.67,*,8.3,*,0,*,50,*,0,1314
1.96E+13,Pasadena High,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Alliance Environmental Science and Technology High,S,Y,MAL,7,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Roybal LC-Civitas School of Leadership,S,N,MAL,5,35,23,65.71,*,28.6,*,0,*,5.7,*,0,1314
1.96E+13,RFK Community Schools-Los Angeles High School of the Arts,S,N,MAL,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Belmont SH-LA Teacher Preparatory Academy,S,N,MAL,6,*,*,0,*,100,*,0,*,0,*,0,1314
1.96E+13,RFK Community Schools- for the Visual Arts and Humanities,S,N,MAL,5,43,30,69.77,*,20.9,*,0,*,9.3,*,0,1314
1.96E+13,Alain Leroy Locke College Prep Academy,S,Y,MAL,5,212,122,57.55,59,27.8,*,0,31,14.6,*,0,1314
3.48E+13,SAVA: Sacramento Academic and Vocational Academy,D,Y,FEM,7,24,*,37.5,*,29.2,*,0,*,33.3,*,0,1314
3.67E+13,Taylion High Desert Academy/Adelanto,D,Y,FEM,7,*,*,0,*,50,*,0,*,50,*,0,1314
3.67E+13,Hope Academy Charter,D,Y,FEM,5,19,*,42.11,*,31.6,*,0,*,26.3,*,0,1314
3.67E+13,Hope Academy Charter,D,Y,FEM,7,30,21,70,*,10,*,0,*,20,*,0,1314
3.67E+13,Mojave River Academy,D,Y,FEM,6,*,*,33.33,*,50,*,0,*,16.7,*,0,1314
3.67E+13,Mojave River Academy,D,Y,FEM,1,*,*,0,*,0,*,0,*,100,*,0,1314
3.67E+13,Grove,D,Y,FEM,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.67E+13,ASA Charter,D,Y,FEM,7,*,*,100,*,0,*,0,*,0,*,0,1314
3.67E+13,Public Safety Academy,D,Y,FEM,6,*,*,100,*,0,*,0,*,0,*,0,1314
