CDS,Name,AggLevel,DFC,Subgroup,Subgrouptype,NumCohort,NumGraduates,Cohort Graduation Rate,NumDropouts,Cohort Dropout Rate,NumSpecialEducation,Special Ed Completers Rate,NumStillEnrolled,Still Enrolled Rate,NumGED,GED Rate,Year
1.96E+13,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,S,N,All,All,78,57,73.08,14,17.9,*,0,*,9,*,0,1314
3.17E+13,Sierra High (Continuation),S,N,All,All,27,17,62.96,*,14.8,*,0,*,11.1,*,11.1,1314
3.77E+13,Twin Oaks High,S,N,All,All,77,65,84.42,*,10.4,*,0,*,5.2,*,0,1314
1.96E+13,Herbert Hoover High,S,N,All,All,402,379,94.28,16,4,*,0,*,1.7,*,0,1314
1.56E+13,Bakersfield High,S,N,All,All,608,466,76.64,119,19.6,*,0,23,3.8,*,0,1314
3.47E+13,El Camino Fundamental High,S,N,All,All,354,343,96.89,*,2,*,0,*,1.1,*,0,1314
4.37E+13,Branham High,S,N,All,All,295,262,88.81,17,5.8,*,2,*,3.4,*,0,1314
4.37E+13,KIPP San Jose Collegiate,S,Y,All,All,97,86,88.66,*,1,*,0,*,10.3,*,0,1314
1.96E+13,Green Design at Diego Rivera Learning Complex,S,N,All,All,68,46,67.65,20,29.4,*,0,*,2.9,*,0,1314
5.27E+13,Red Bluff Independent Study High,S,N,All,All,91,50,54.95,36,39.6,*,0,*,5.5,*,0,1314
1.96E+13,Downey High,S,N,All,All,1070,1021,95.42,26,2.4,15,1.4,*,0.7,*,0,1314
3.77E+13,Greater San Diego Academy,S,Y,All,All,36,31,86.11,*,5.6,*,5.6,*,2.8,*,0,1314
3.07E+13,Community Day Intermediate and High,S,N,All,All,15,*,53.33,*,33.3,*,0,*,13.3,*,0,1314
1.56E+13,Valley High,S,N,All,All,51,44,86.27,*,11.8,*,0,*,2,*,0,1314
1.91E+13,Soledad Enrichment Action Charter High,S,N,All,All,727,75,10.32,377,51.9,*,0,275,37.8,*,0,1314
1.96E+13,Albert Einstein Continuation,S,N,All,All,40,*,20,12,30,*,0,20,50,*,0,1314
3.68E+13,Willow Park High,S,N,All,All,56,50,89.29,*,5.4,*,0,*,5.4,*,0,1314
1.61E+12,"Independent Study, Sojourner Truth",S,N,All,All,77,12,15.58,37,48.1,*,0,28,36.4,*,0,1314
1.66E+13,Hanford West High,S,N,All,All,266,260,97.74,*,1.9,*,0,*,0.4,*,0,1314
1.96E+13,Millikan High,S,N,All,All,926,852,92.01,41,4.4,25,2.7,*,0.9,*,0,1314
3.47E+13,Galt High,S,N,All,All,197,188,95.43,*,3,*,1,*,0.5,*,0,1314
2.07E+13,Madera High,S,N,All,All,492,469,95.33,22,4.5,*,0,*,0.2,*,0,1314
1.96E+13,King/Drew Medical Magnet High,S,N,All,All,335,322,96.12,12,3.6,*,0,*,0.3,*,0,1314
3.68E+13,Summit Leadership Academy-High Desert,S,Y,All,All,32,29,90.63,*,0,*,0,*,9.4,*,0,1314
1.97E+13,William Workman High,S,N,All,All,257,238,92.61,14,5.4,*,0,*,1.9,*,0,1314
4.87E+13,Vallejo High,S,N,All,All,366,256,69.95,101,27.6,*,0.8,*,1.6,*,0,1314
3.37E+13,Eleanor Roosevelt High,S,N,All,All,794,766,96.47,25,3.1,*,0,*,0.4,*,0,1314
2.38E+13,Leggett Valley High,S,N,All,All,*,*,50,*,50,*,0,*,0,*,0,1314
1.75E+12,Foothill High,S,N,All,All,553,542,98.01,*,0.9,*,0.7,*,0.2,*,0.2,1314
5.61E+13,Ventura County Special Education,S,N,All,All,25,*,32,*,8,*,4,14,56,*,0,1314
5.08E+13,Dickens (Billy Joe) High (Continuation),S,N,All,All,24,19,79.17,*,20.8,*,0,*,0,*,0,1314
1.96E+13,William Tell Aggeler Opportunity High,S,N,All,All,32,*,9.38,11,34.4,*,0,18,56.3,*,0,1314
7.62E+12,Mt. Diablo High,S,N,All,All,311,267,85.85,37,11.9,*,0.6,*,1.6,*,0,1314
1.06E+13,Opportunities For Learning - Fresno,S,Y,All,All,*,*,12.5,*,50,*,0,*,37.5,*,0,1314
3.77E+13,East Hills Academy,S,N,All,All,16,*,18.75,*,6.3,*,56.3,*,18.8,*,0,1314
4.37E+13,James Lick High,S,N,All,All,252,209,82.94,39,15.5,*,0,*,1.6,*,0,1314
1.96E+13,Agoura High,S,N,All,All,514,488,94.94,18,3.5,*,0,*,1.4,*,0.2,1314
1.96E+13,Palos Verdes Peninsula High,S,N,All,All,622,616,99.04,*,0.3,*,0.5,*,0.2,*,0,1314
7.62E+12,California High,S,N,All,All,607,604,99.51,*,0.5,*,0,*,0,*,0,1314
1.61E+12,Oakland International High,S,N,All,All,93,35,37.63,32,34.4,*,0,26,28,*,0,1314
7.62E+12,Bridges,S,N,All,All,*,*,33.33,*,33.3,*,0,*,33.3,*,0,1314
2.77E+13,Portola-Butler Continuation High,S,N,All,All,80,53,66.25,17,21.3,*,0,*,12.5,*,0,1314
1.56E+13,East Bakersfield High,S,N,All,All,505,400,79.21,83,16.4,*,0,22,4.4,*,0,1314
4.77E+13,Discovery High,S,N,All,All,*,*,0,*,100,*,0,*,0,*,0,1314
1.06E+13,McLane High,S,N,All,All,436,366,83.94,56,12.8,*,1.6,*,1.6,*,0,1314
1.61E+12,"Non-public, non-sectarian schools",S,N,All,All,*,*,0,*,0,*,0,*,100,*,0,1314
3.67E+13,"Non-public, non-sectarian schools",S,N,All,All,*,*,0,*,100,*,0,*,0,*,0,1314
4.37E+13,"Non-public, non-sectarian schools",S,N,All,All,*,*,0,*,0,*,0,*,100,*,0,1314
3.77E+13,Olympian High,S,N,All,All,450,430,95.56,15,3.3,*,0.9,*,0.2,*,0,1314
3.07E+13,Savanna High,S,N,All,All,474,412,86.92,28,5.9,*,1.5,27,5.7,*,0,1314
7.62E+12,"Non-public, non-sectarian schools",S,N,All,All,*,*,40,*,0,*,0,*,60,*,0,1314
1.96E+13,Reid High,S,N,All,All,163,59,36.2,60,36.8,*,0,44,27,*,0,1314
2.37E+13,Accelerated Achievement Academy,S,Y,All,All,16,*,62.5,*,18.8,*,0,*,18.8,*,0,1314
3.27E+13,Greenville Junior/Senior High,S,N,All,All,13,*,76.92,*,7.7,*,0,*,15.4,*,0,1314
1.21E+13,Eel River Community,S,N,All,All,25,*,20,15,60,*,0,*,20,*,0,1314
3.67E+13,Slover Mountain High (Continuation),S,N,All,All,153,80,52.29,40,26.1,*,0,33,21.6,*,0,1314
1.11E+13,Glenn County Juvenile Court,S,N,All,All,*,*,20,*,60,*,0,*,0,*,20,1314
3.67E+13,Pacific High,S,N,All,All,489,397,81.19,64,13.1,*,0,28,5.7,*,0,1314
3.01E+13,Access County Community,S,N,All,All,1666,473,28.39,610,36.6,*,0,576,34.6,*,0.4,1314
4.62E+12,Paradise eLearning Academy,S,N,All,All,16,*,50,*,18.8,*,0,*,31.3,*,0,1314
8.10E+12,McCarthy Center/Court/Community,S,N,All,All,*,*,60,*,0,*,0,*,40,*,0,1314
1.96E+13,Bassett Senior High,S,N,All,All,283,274,96.82,*,2.1,*,0.4,*,0.7,*,0,1314
3.07E+13,Dana Hills High,S,N,All,All,699,672,96.14,*,1.3,16,2.3,*,0.3,*,0,1314
1.01E+13,Fresno County Community Day,S,N,All,All,19,*,5.26,18,94.7,*,0,*,0,*,0,1314
1.96E+13,PUC Community Charter Middle,S,Y,All,All,*,*,100,*,0,*,0,*,0,*,0,1314
2.17E+13,San Marin High School-Plus,S,N,All,All,21,20,95.24,*,4.8,*,0,*,0,*,0,1314
4.47E+13,Soquel High,S,N,All,6,*,*,75,*,25,*,0,*,0,*,0,1314
4.48E+13,Scotts Valley High,S,N,All,5,22,21,95.45,*,4.5,*,0,*,0,*,0,1314
4.51E+13,Phoenix Program,S,N,All,7,*,*,50,*,50,*,0,*,0,*,0,1314
4.51E+13,Magnolia Independent Learning Center,S,N,All,5,*,*,0,*,100,*,0,*,0,*,0,1314
4.51E+13,Magnolia Independent Learning Center,S,N,All,7,22,*,36.36,*,45.5,*,0,*,18.2,*,0,1314
4.51E+13,Shasta Independent Learning Center,S,N,All,7,*,*,33.33,*,50,*,0,*,16.7,*,0,1314
4.51E+13,Shasta County Juvenile Court,S,N,All,9,*,*,0,*,100,*,0,*,0,*,0,1314
4.51E+13,Oasis Community,S,N,All,9,*,*,0,*,100,*,0,*,0,*,0,1314
4.51E+13,Oasis Community,S,N,All,7,*,*,28.57,*,57.1,*,0,*,14.3,*,0,1314
4.57E+13,West Valley High,S,N,All,6,*,*,100,*,0,*,0,*,0,*,0,1314
4.57E+13,West Valley High,S,N,All,1,*,*,33.33,*,66.7,*,0,*,0,*,0,1314
4.57E+13,West Valley High,S,N,All,3,*,*,100,*,0,*,0,*,0,*,0,1314
4.57E+13,Oakview High (Alternative),S,N,All,5,*,*,33.33,*,50,*,0,*,16.7,*,0,1314
4.57E+13,North Valley High,S,N,All,2,*,*,0,*,100,*,0,*,0,*,0,1314
4.57E+13,North Valley High,S,N,All,7,31,13,41.94,16,51.6,*,0,*,6.5,*,0,1314
4.57E+13,Anderson High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
4.57E+13,Mountain View High (Continuation),S,N,All,5,*,*,50,*,50,*,0,*,0,*,0,1314
4.57E+13,Burney Junior-Senior High,S,N,All,5,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Orange High,S,N,All,2,23,22,95.65,*,0,*,4.3,*,0,*,0,1314
3.07E+13,Orange High,S,N,All,0,*,*,0,*,100,*,0,*,0,*,0,1314
3.07E+13,Orange High,S,N,All,4,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Villa Park High,S,N,All,2,79,76,96.2,*,2.5,*,0,*,1.3,*,0,1314
3.07E+13,Villa Park High,S,N,All,0,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Villa Park High,S,N,All,9,16,15,93.75,*,0,*,0,*,6.3,*,0,1314
3.07E+13,Villa Park High,S,N,All,7,236,228,96.61,*,1.3,*,2.1,*,0,*,0,1314
3.07E+13,Yorba Linda High,S,N,All,4,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Esperanza High,S,N,All,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Esperanza High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,La Entrada High,S,N,All,5,11,11,100,*,0,*,0,*,0,*,0,1314
3.07E+13,El Dorado High,S,N,All,6,11,*,90.91,*,0,*,9.1,*,0,*,0,1314
3.07E+13,El Dorado High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,El Dorado High,S,N,All,3,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,El Camino Real Continuation High,S,N,All,6,*,*,33.33,*,33.3,*,0,*,33.3,*,0,1314
3.07E+13,El Camino Real Continuation High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,El Camino Real Continuation High,S,N,All,3,*,*,0,*,0,*,0,*,100,*,0,1314
3.07E+13,Valencia High,S,N,All,5,310,292,94.19,16,5.2,*,0.6,*,0,*,0,1314
3.07E+13,Parkview,S,N,All,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Segerstrom High,S,N,All,5,562,551,98.04,*,0.7,*,0.7,*,0.5,*,0,1314
3.07E+13,Segerstrom High,S,N,All,7,15,14,93.33,*,6.7,*,0,*,0,*,0,1314
3.07E+13,Hector G. Godinez,S,N,All,5,612,609,99.51,*,0.3,*,0,*,0.2,*,0,1314
3.07E+13,Cesar E. Chavez High,S,N,All,6,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Century High,S,N,All,2,12,12,100,*,0,*,0,*,0,*,0,1314
3.07E+13,Middle College High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
3.07E+13,OCSA,S,Y,All,5,84,83,98.81,*,1.2,*,0,*,0,*,0,1314
3.07E+13,Lorin Griset Academy,S,N,All,6,*,*,0,*,0,*,0,*,100,*,0,1314
4.37E+13,New Valley Continuation High,S,N,All,1,*,*,50,*,50,*,0,*,0,*,0,1314
4.37E+13,Adrian Wilcox High,S,N,All,2,119,113,94.96,*,4.2,*,0,*,0.8,*,0,1314
1.96E+13,Cerritos High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Artesia High,S,N,All,5,189,185,97.88,*,1.1,*,0,*,1.1,*,0,1314
1.96E+13,Artesia High,S,N,All,7,14,14,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Tracy (Wilbur) High (Continuation),S,N,All,5,90,59,65.56,11,12.2,*,0,20,22.2,*,0,1314
1.96E+13,Whitney (Gretchen) High,S,N,All,5,11,11,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Whitney (Gretchen) High,S,N,All,7,11,11,100,*,0,*,0,*,0,*,0,1314
1.96E+13,ABC Secondary (Alternative),S,N,All,6,*,*,0,*,50,*,0,*,50,*,0,1314
1.96E+13,"Non-public, non-sectarian schools",S,N,All,2,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,"Non-public, non-sectarian schools",S,N,All,5,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,"Non-public, non-sectarian schools",S,N,All,7,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,William J. (Pete) Knight High,S,N,All,5,520,447,85.96,29,5.6,*,0.2,43,8.3,*,0,1314
1.96E+13,SOAR High (Students On Academic Rise),S,N,All,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,SOAR High (Students On Academic Rise),S,N,All,9,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Los Angeles County Online High,S,Y,All,6,51,*,11.76,31,60.8,*,0,14,27.5,*,0,1314
1.96E+13,Los Angeles County Online High,S,Y,All,1,*,*,50,*,50,*,0,*,0,*,0,1314
1.96E+13,Los Angeles County Online High,S,Y,All,3,*,*,66.67,*,0,*,0,*,33.3,*,0,1314
1.96E+13,Academies of the Antelope Valley,S,N,All,5,*,*,80,*,20,*,0,*,0,*,0,1314
1.96E+13,Academies of the Antelope Valley,S,N,All,7,*,*,80,*,20,*,0,*,0,*,0,1314
1.96E+13,Antelope Valley High,S,N,All,6,113,83,73.45,19,16.8,*,0,11,9.7,*,0,1314
1.96E+13,Antelope Valley High,S,N,All,1,*,*,75,*,25,*,0,*,0,*,0,1314
1.96E+13,Desert Winds Continuation High,S,N,All,5,120,16,13.33,56,46.7,*,0,48,40,*,0,1314
1.96E+13,Quartz Hill High,S,N,All,0,*,*,50,*,50,*,0,*,0,*,0,1314
1.96E+13,Quartz Hill High,S,N,All,4,13,12,92.31,*,0,*,0,*,7.7,*,0,1314
1.96E+13,Quartz Hill High,S,N,All,9,*,*,75,*,0,*,0,*,25,*,0,1314
1.96E+13,Highland High,S,N,All,5,416,367,88.22,24,5.8,*,0.5,23,5.5,*,0,1314
1.96E+13,Littlerock High,S,N,All,6,23,17,73.91,*,17.4,*,0,*,8.7,*,0,1314
1.96E+13,Phoenix High Community Day,S,N,All,7,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,R. Rex Parris High,S,N,All,4,*,*,0,*,0,*,0,*,100,*,0,1314
1.96E+13,R. Rex Parris High,S,N,All,9,*,*,40,*,60,*,0,*,0,*,0,1314
1.96E+13,Arcadia High,S,N,All,2,599,595,99.33,*,0,*,0,*,0.5,*,0.2,1314
1.96E+13,Arcadia High,S,N,All,4,31,31,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Opportunities For Learning - Baldwin Park II,S,Y,All,5,1017,124,12.19,455,44.7,*,0,438,43.1,*,0,1314
1.96E+13,Baldwin Park High,S,N,All,6,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,North Park Continuation High,S,N,All,4,*,*,66.67,*,33.3,*,0,*,0,*,0,1314
1.96E+13,Sierra Vista High,S,N,All,6,*,*,75,*,25,*,0,*,0,*,0,1314
1.96E+13,Opportunities for Learning - Baldwin Park,S,Y,All,4,11,*,18.18,*,27.3,*,0,*,54.5,*,0,1314
1.96E+13,Opportunities for Learning - Baldwin Park,S,Y,All,9,29,*,20.69,12,41.4,*,0,11,37.9,*,0,1314
1.96E+13,Mayfair High,S,N,All,6,86,78,90.7,*,3.5,*,3.5,*,2.3,*,0,1314
1.96E+13,Mayfair High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Arleta High,S,N,All,All,369,340,92.14,24,6.5,*,0.3,*,0.8,*,0.3,1314
4.98E+13,Marce Becerra Academy,S,N,All,All,*,*,42.86,*,42.9,*,0,*,14.3,*,0,1314
3.77E+13,Borrego Springs High,S,N,All,All,33,24,72.73,*,18.2,*,0,*,9.1,*,0,1314
1.96E+13,Alliance Marc & Eva Stern Math and Science,S,Y,All,All,122,118,96.72,*,1.6,*,0,*,1.6,*,0,1314
3.67E+13,Buena Vista Continuation High,S,N,All,All,112,47,41.96,39,34.8,*,0,26,23.2,*,0,1314
1.97E+13,William S. Hart High,S,N,All,All,467,438,93.79,*,1.3,*,0,23,4.9,*,0,1314
4.47E+13,Academic/Vocational Charter Institute,S,N,All,All,13,13,100,*,0,*,0,*,0,*,0,1314
5.62E+12,Calaveras High,S,N,All,All,216,205,94.91,*,0,*,4.2,*,0.9,*,0,1314
1.06E+13,Buchanan High,S,N,All,All,586,567,96.76,*,0.3,*,0.5,14,2.4,*,0,1314
5.77E+13,Esparto High,S,N,All,All,68,63,92.65,*,5.9,*,0,*,1.5,*,0,1314
1.61E+12,McClymonds High,S,N,All,All,56,36,64.29,14,25,*,0,*,10.7,*,0,1314
2.17E+13,Tomales High,S,N,All,All,40,38,95,*,2.5,*,0,*,2.5,*,0,1314
1.06E+13,Oasis Continuation High,S,N,All,All,*,*,0,*,100,*,0,*,0,*,0,1314
3.07E+13,Hillview High (Continuation),S,N,All,All,67,59,88.06,*,11.9,*,0,*,0,*,0,1314
4.87E+13,Matt Garcia Learning Center,S,N,All,All,28,17,60.71,*,35.7,*,0,*,3.6,*,0,1314
7.62E+12,Gompers (Samuel) Continuation,S,N,All,All,126,35,27.78,37,29.4,*,0,54,42.9,*,0,1314
2.37E+13,Round Valley Continuation,S,N,All,All,*,*,0,*,66.7,*,0,*,33.3,*,0,1314
1.96E+13,Renaissance High School for the Arts,S,N,All,All,123,114,92.68,*,6.5,*,0,*,0.8,*,0,1314
4.11E+13,San Mateo County Special Education,S,N,All,All,12,*,0,*,33.3,*,0,*,66.7,*,0,1314
3.17E+13,Foresthill High,S,N,All,All,57,56,98.25,*,1.8,*,0,*,0,*,0,1314
3.98E+13,Merrill F. West High,S,N,All,All,470,416,88.51,39,8.3,12,2.6,*,0.6,*,0,1314
1.96E+13,Pueblo de Los Angeles Continuation,S,N,All,All,40,12,30,17,42.5,*,0,11,27.5,*,0,1314
1.97E+13,Compton Community Day High,S,N,All,All,*,*,0,*,88.9,*,0,*,11.1,*,0,1314
2.37E+13,Accelerated Achievement Academy,S,Y,All,5,*,*,66.67,*,0,*,0,*,33.3,*,0,1314
2.37E+13,South Valley High (Continuation),S,N,All,5,30,12,40,*,20,*,0,12,40,*,0,1314
2.37E+13,South Valley High (Continuation),S,N,All,7,24,13,54.17,*,25,*,0,*,20.8,*,0,1314
2.37E+13,La Vida Charter,S,Y,All,5,*,*,60,*,40,*,0,*,0,*,0,1314
2.37E+13,Sanhedrin High,S,N,All,5,*,*,66.67,*,0,*,0,*,33.3,*,0,1314
2.37E+13,Sanhedrin High,S,N,All,7,*,*,71.43,*,28.6,*,0,*,0,*,0,1314
2.37E+13,New Horizons,S,N,All,5,*,*,33.33,*,66.7,*,0,*,0,*,0,1314
2.37E+13,Willits Charter,S,Y,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
2.37E+13,Potter Valley High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
2.37E+13,Centerville High (Continuation),S,N,All,5,*,*,100,*,0,*,0,*,0,*,0,1314
2.37E+13,Laytonville Continuation High,S,N,All,7,*,*,0,*,50,*,0,*,50,*,0,1314
2.37E+13,Laytonville High,S,N,All,5,*,*,100,*,0,*,0,*,0,*,0,1314
2.38E+13,Whale Gulch High,S,N,All,6,*,*,100,*,0,*,0,*,0,*,0,1314
2.41E+13,Merced Scholars Charter,S,N,All,5,*,*,90,*,10,*,0,*,0,*,0,1314
2.41E+13,Merced County Juvenile Hall/Community,S,N,All,2,*,*,50,*,0,*,0,*,50,*,0,1314
2.41E+13,Merced County Juvenile Hall/Community,S,N,All,7,*,*,33.33,*,66.7,*,0,*,0,*,0,1314
2.41E+13,Valley Community,S,N,All,6,14,*,42.86,*,42.9,*,0,*,14.3,*,0,1314
2.41E+13,Valley Community,S,N,All,3,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,Santa Fe High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,Golden Valley High,S,N,All,6,51,49,96.08,*,3.9,*,0,*,0,*,0,1314
1.97E+13,Golden Valley High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,Golden Valley High,S,N,All,3,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,West Ranch High,S,N,All,5,159,156,98.11,*,1.3,*,0,*,0.6,*,0,1314
1.97E+13,West Ranch High,S,N,All,7,397,393,98.99,*,0.8,*,0,*,0.3,*,0,1314
1.97E+13,Sequoia Charter,S,N,All,6,*,*,66.67,*,0,*,0,*,33.3,*,0,1314
1.97E+13,Santa Clarita Valley International,S,Y,All,9,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,"Albert Einstein Academy for Letters, Arts and Sciences",S,Y,All,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,"Albert Einstein Academy for Letters, Arts and Sciences",S,Y,All,7,23,20,86.96,*,4.3,*,0,*,8.7,*,0,1314
1.97E+13,Canyon High,S,N,All,5,222,220,99.1,*,0.5,*,0,*,0.5,*,0,1314
1.97E+13,Saugus High,S,N,All,5,120,116,96.67,*,2.5,*,0,*,0.8,*,0,1314
1.97E+13,Learning Post High (Alternative),S,N,All,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,Learning Post High (Alternative),S,N,All,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,Learning Post High (Alternative),S,N,All,9,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,William S. Hart High,S,N,All,5,168,158,94.05,*,1.2,*,0,*,4.8,*,0,1314
1.97E+13,Bowman (Jereann) High (Continuation),S,N,All,6,*,*,87.5,*,0,*,0,*,12.5,*,0,1314
1.97E+13,Bowman (Jereann) High (Continuation),S,N,All,1,*,*,0,*,0,*,0,*,100,*,0,1314
1.97E+13,Valencia High,S,N,All,2,67,67,100,*,0,*,0,*,0,*,0,1314
1.97E+13,Valencia High,S,N,All,0,*,*,100,*,0,*,0,*,0,*,0,1314
1.97E+13,Valencia High,S,N,All,7,336,321,95.54,*,0.6,*,0.6,11,3.3,*,0,1314
1.97E+13,Opportunities for Learning - Santa Clarita,S,Y,All,5,222,45,20.27,41,18.5,*,0,136,61.3,*,0,1314
1.97E+13,Opportunities for Learning - Santa Clarita,S,Y,All,7,162,60,37.04,36,22.2,*,0,66,40.7,*,0,1314
1.97E+13,Academy of the Canyons,S,N,All,6,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Blair High,S,N,All,5,86,61,70.93,15,17.4,*,2.3,*,9.3,*,0,1314
1.96E+13,Blair High,S,N,All,7,*,*,80,*,10,*,10,*,0,*,0,1314
1.96E+13,Marshall Fundamental,S,N,All,2,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Marshall Fundamental,S,N,All,0,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Marshall Fundamental,S,N,All,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Marshall Fundamental,S,N,All,9,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,John Muir High,S,N,All,6,77,65,84.42,*,9.1,*,2.6,*,3.9,*,0,1314
1.96E+13,Rose City High (Continuation),S,N,All,6,17,*,35.29,*,23.5,*,0,*,41.2,*,0,1314
1.96E+13,Pasadena High,S,N,All,2,14,14,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Pasadena High,S,N,All,0,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Pasadena High,S,N,All,7,108,99,91.67,*,4.6,*,0.9,*,2.8,*,0,1314
1.96E+13,"Non-public, non-sectarian schools",S,N,All,6,*,*,0,*,25,*,0,*,75,*,0,1314
1.96E+13,School of Extended Educational Options,S,N,All,9,*,*,0,*,40,*,0,*,60,*,0,1314
1.96E+13,Ganesha High,S,N,All,4,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Ganesha High,S,N,All,9,*,*,0,*,100,*,0,*,0,*,0,1314
1.96E+13,Garey High,S,N,All,6,15,11,73.33,*,6.7,*,0,*,20,*,0,1314
1.96E+13,Garey High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Park West High (Continuation),S,N,All,6,*,*,50,*,50,*,0,*,0,*,0,1314
1.96E+13,Mayfair High,S,N,All,3,*,*,100,*,0,*,0,*,0,*,0,1314
1.96E+13,Somerset Continuation High,S,N,All,5,107,74,69.16,26,24.3,*,0,*,6.5,*,0,1314
7.62E+12,College Park High,S,N,All,5,77,74,96.1,*,3.9,*,0,*,0,*,0,1314
7.62E+12,Concord High,S,N,All,6,13,13,100,*,0,*,0,*,0,*,0,1314
7.62E+12,Concord High,S,N,All,1,*,*,100,*,0,*,0,*,0,*,0,1314
7.62E+12,Concord High,S,N,All,3,*,*,100,*,0,*,0,*,0,*,0,1314
7.62E+12,Mt. Diablo High,S,N,All,4,28,26,92.86,*,7.1,*,0,*,0,*,0,1314
7.62E+12,Mt. Diablo High,S,N,All,9,*,*,75,*,25,*,0,*,0,*,0,1314
7.62E+12,"Non-public, non-sectarian schools",S,N,All,6,*,*,0,*,0,*,0,*,100,*,0,1314
7.62E+12,Black Diamond High (Continuation),S,N,All,2,*,*,66.67,*,33.3,*,0,*,0,*,0,1314
7.62E+12,Black Diamond High (Continuation),S,N,All,9,*,*,50,*,50,*,0,*,0,*,0,1314
7.62E+12,Black Diamond High (Continuation),S,N,All,7,*,*,50,*,37.5,*,0,*,12.5,*,0,1314
2.17E+13,Tomales High,S,N,All,5,20,19,95,*,5,*,0,*,0,*,0,1314
2.21E+13,Special Education,S,N,All,5,*,*,0,*,0,*,100,*,0,*,0,1314
2.21E+13,Special Education,S,N,All,7,*,*,50,*,0,*,50,*,0,*,0,1314
2.27E+13,Coulterville High,S,N,All,7,*,*,100,*,0,*,0,*,0,*,0,1314
2.27E+13,Mariposa County High,S,N,All,6,*,*,0,*,0,*,0,*,100,*,0,1314
2.27E+13,Mariposa County High,S,N,All,1,11,11,100,*,0,*,0,*,0,*,0,1314
2.31E+13,West Hills Juvenile Hall Court,S,N,All,5,*,*,25,*,75,*,0,*,0,*,0,1314
2.37E+13,Noyo High (Continuation),S,N,All,9,*,*,100,*,0,*,0,*,0,*,0,1314
2.37E+13,Lighthouse Community Day,S,N,All,5,*,*,50,*,50,*,0,*,0,*,0,1314
2.37E+13,Lighthouse Community Day,S,N,All,7,*,*,0,*,100,*,0,*,0,*,0,1314
2.37E+13,Fort Bragg High,S,N,All,5,41,40,97.56,*,0,*,2.4,*,0,*,0,1314
2.37E+13,Mendocino Alternative,S,N,All,7,*,*,33.33,*,66.7,*,0,*,0,*,0,1314
2.37E+13,Mendocino High,S,N,All,2,*,*,100,*,0,*,0,*,0,*,0,1314
2.37E+13,Mendocino High,S,N,All,7,33,32,96.97,*,3,*,0,*,0,*,0,1314
