CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3751-3752,3801-3802,3901-3902,4100,4200,4300,4400,4700,5100,5200,5300,5400,5500,5600,5800,5900,6100-6170,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7281-7299,7438,7439,7630-7699,8011,8012,8015,8019,8020-8039,8040-8079,8080-8089,"8091, 8097",8092,8096,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9400-9499,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9740,9750,9760,9780,9789,9790A,9790M,9791,"9793, 9795",9796,9797,LocalRevAO,StateRevAO,StateRevSE
1976497115725,722988.82,0.0,126400.07,1090.8,140226.65,124170.9,111313.69,98758.76,0.0,63206.82,53228.26,48960.47,190560.08,21321.97,24174.82,0.0,0.0,0.0,0.0,12883.61,21540.88,82812.72,2577.25,1315.53,0.0,25063.83,2505.0,16899.73,34441.73,169766.1,730417.83,21456.83,0.0,0.0,0.0,0.0,0.0,155527.0,0.0,0.0,0.0,0.0,125036.43,0.0,0.0,0.0,0.0,440866.0,1395395.0,0.0,0.0,0.0,0.0,0.0,0.0,212478.48,2959.0,3740.0,155433.52,118649.16,0.0,0.0,502647.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849194.13,0.0,0.0,54999.39,971720.08,272606.51,0.0,0.0,0.0,261705.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844247.55,0.0,1572225.0,182290.0,0.0,0.0,56673.48,624757.87,207426.62
1976521117390,185640.94,0.0,0.0,0.0,0.0,0.0,82500.12,68000.16,0.0,15315.27,0.0,14164.19,40813.94,6009.94,13310.0,0.0,0.0,0.0,0.0,149.9,0.0,7471.84,1800.41,36814.72,0.0,10665.07,690.0,15760.71,11362.47,68000.0,212614.52,6270.16,0.0,0.0,0.0,0.0,0.0,29619.26,0.0,0.0,0.0,0.0,6026.7,5474.71,0.0,0.0,0.0,109186.0,362609.51,-3781.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,14623.0,26826.15,34984.0,0.0,0.0,0.0,0.0,8352.91,0.0,0.0,0.0,0.0,330629.75,0.0,0.0,0.0,1500.0,9793.1,189309.32,0.0,336884.7,0.0,96809.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-272728.06,0.0,-198230.62,0.0,0.0,0.0,35969.15,141756.48,41799.0
1976547118760,551933.27,63101.9,114997.81,0.0,106767.58,67787.55,73102.2,79883.27,4605.0,58809.71,0.0,34995.2,121744.39,8615.33,5049.48,0.0,0.0,0.0,0.0,0.0,31034.46,63712.81,32025.52,218805.2,0.0,14938.11,2598.0,0.0,31317.02,272231.09,565072.58,3195.22,0.0,0.0,0.0,0.0,0.0,9261.94,0.0,0.0,0.0,0.0,17217.79,515.0,0.0,0.0,0.0,334827.0,1048189.0,-12922.0,0.0,0.0,0.0,0.0,0.0,182398.0,0.0,48181.0,207354.59,116249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958352.75,0.0,0.0,3914.06,0.0,13293.45,407798.48,0.0,0.0,0.0,31565.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536195.85,0.0,589657.14,0.0,0.0,0.0,11423.56,401380.99,162775.0
1976679121137,658541.98,72576.0,193623.19,0.0,43391.51,10691.0,6416.67,38255.13,41589.38,72140.26,0.0,24170.79,100177.51,9667.54,6083.59,0.0,0.0,0.0,0.0,0.0,865.53,33193.45,7177.59,270360.16,0.0,36899.75,3725.0,0.0,2827.2,177667.93,552107.7,4536.3,0.0,0.0,0.0,0.0,0.0,6239.78,0.0,0.0,0.0,0.0,21395.17,717.0,0.0,0.0,0.0,403396.0,967021.0,-969.0,0.0,0.0,0.0,0.0,0.0,515576.0,-753.18,38130.0,253389.47,264606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118697.43,0.0,0.0,4075.44,0.0,24959.12,598749.2,0.0,125000.0,0.0,37295.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382771.43,0.0,-317464.45,0.0,0.0,3916.2,75717.37,413886.53,169189.0
2065243107938,734150.56,0.0,384263.1,0.0,123245.77,0.0,81000.0,0.0,304771.42,88601.39,54702.22,54559.47,167628.51,19597.33,28480.04,0.0,0.0,0.0,0.0,40567.29,0.0,31203.99,21715.43,316212.8,0.0,13034.39,5897.3,27228.25,63944.07,196955.9,479053.09,9766.73,0.0,0.0,0.0,0.0,0.0,22509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583306.0,831.0,0.0,0.0,0.0,0.0,0.0,337012.0,2308.5,0.0,248119.22,163276.0,0.0,0.0,0.0,0.0,138244.87,0.0,0.0,0.0,0.0,902888.93,0.0,0.0,400.0,11000.0,42795.4,538831.73,0.0,421323.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135173.79,0.0,12394.69,74.42,0.0,0.0,199093.39,857846.62,0.0
21654176113229,625756.21,0.0,105000.0,0.0,186004.45,18424.0,0.0,179956.25,0.0,63208.08,27085.96,15150.42,97864.46,12302.73,24214.16,13743.23,0.0,3802.95,0.0,0.0,2042.86,34049.6,6910.19,0.0,0.0,8173.34,3433.0,6500.0,28273.88,8127.86,214031.06,0.0,0.0,0.0,0.0,0.0,0.0,27300.0,0.0,0.0,0.0,0.0,47799.86,18371.76,0.0,0.0,0.0,0.0,989400.0,-2098.0,0.0,0.0,0.0,0.0,0.0,338696.0,0.0,0.0,0.0,0.0,0.0,0.0,388154.76,0.0,111349.49,0.0,0.0,0.0,0.0,286283.16,0.0,0.0,0.0,0.0,641942.86,252918.6,0.0,91984.87,0.0,347328.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735498.52,0.0,661696.71,0.0,0.0,0.0,458963.95,66366.17,0.0
23655576116669,280082.0,0.0,0.0,0.0,26975.0,0.0,0.0,114312.0,0.0,0.0,0.0,32235.0,22401.0,5089.0,0.0,0.0,0.0,0.0,8367.0,1306.0,3888.0,16110.0,0.0,4535.0,0.0,0.0,1211.0,21864.0,21099.0,8377.0,58507.0,7023.0,0.0,0.0,0.0,0.0,0.0,11093.0,0.0,0.0,0.0,0.0,0.0,4571.0,0.0,0.0,0.0,15722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428213.0,40.0,0.0,0.0,0.0,0.0,0.0,64108.0,0.0,10824.0,0.0,0.0,0.0,0.0,29794.0,0.0,0.0,0.0,0.0,309255.0,0.0,29291.0,0.0,0.0,76187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308503.0,0.0,374116.0,0.0,0.0,0.0,47105.0,92352.0,0.0
2365565123737,159539.01,0.0,58000.06,0.0,25494.82,0.0,0.0,12773.18,0.0,17947.01,0.0,5904.55,67389.0,2209.59,20.68,0.0,0.0,0.0,0.0,17265.94,327.75,6021.47,14781.44,0.0,0.0,8048.92,1000.0,22256.02,12235.93,34741.79,79955.42,4459.99,0.0,0.0,0.0,0.0,0.0,1830.67,0.0,0.0,5601.25,19500.0,0.0,0.0,0.0,0.0,0.0,108524.0,126801.0,8129.0,0.0,0.0,0.0,0.0,0.0,272057.0,114677.82,0.0,0.0,0.0,0.0,0.0,158528.21,0.0,4289.47,0.0,0.0,0.0,0.0,115196.47,0.0,0.0,1800.0,0.0,5491.69,65807.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219498.25,0.0,150794.0,-71443.62,0.0,0.0,4271.59,82991.95,0.0
23656072330272,117513.92,0.0,0.0,0.0,29738.5,13699.95,24255.03,35681.03,0.0,9595.91,10436.41,9686.46,51488.55,2532.09,8784.82,0.0,0.0,0.0,0.0,0.0,0.0,16722.85,640.02,0.0,0.0,720.71,820.0,5801.0,13412.11,3962.5,35423.67,-1168.96,0.0,0.0,0.0,0.0,0.0,15087.29,12000.0,0.0,0.0,0.0,0.0,939.93,0.0,0.0,0.0,44425.0,81399.0,82.0,0.0,0.0,0.0,0.0,0.0,81877.0,63713.44,0.0,0.0,56396.83,0.0,0.0,259960.13,0.0,0.0,3000.0,0.0,0.0,0.0,57058.72,0.0,0.0,0.0,0.0,227348.52,39374.97,0.0,0.0,21118.44,8299.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476232.57,0.0,478228.13,8779.0,0.0,2341.41,2627.09,78820.28,0.0
2365615115055,520171.62,0.0,92000.04,3136.5,143118.73,50683.04,0.0,79895.77,0.0,49589.49,17794.7,29772.96,35934.21,9461.46,14783.74,0.0,0.0,0.0,0.0,0.0,608.64,51266.89,4499.75,8139.3,0.0,7107.99,1330.0,19908.15,20979.23,25727.76,224964.76,4722.69,0.0,0.0,0.0,0.0,0.0,27013.62,126450.64,0.0,0.0,0.0,0.0,44213.41,0.0,0.0,0.0,249652.0,492567.0,433.0,0.0,0.0,0.0,0.0,0.0,425501.0,0.0,0.0,0.0,66751.44,0.0,0.0,670517.6,0.0,53175.82,400.0,0.0,0.0,0.0,372790.21,0.0,0.0,22829.55,0.0,1185648.84,171170.85,0.0,0.0,0.0,599857.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426036.15,0.0,1397090.19,0.0,0.0,108297.39,138212.76,377401.24,0.0
23656152330413,306657.66,0.0,61232.09,0.0,26211.83,57117.9,58382.85,52448.05,0.0,26871.66,19380.89,18793.78,133169.32,6291.19,10279.22,0.0,0.0,0.0,0.0,3911.88,2742.04,28659.14,668.59,0.0,0.0,1164.69,2408.0,7407.0,29344.71,28050.74,131692.58,5209.19,0.0,0.0,0.0,0.0,0.0,6945.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184187.0,397757.0,388.0,0.0,0.0,0.0,0.0,0.0,275216.0,0.0,0.0,0.0,36022.0,0.0,0.0,440520.42,0.0,7172.03,1000.1,0.0,0.0,0.0,197040.93,0.0,0.0,5877.69,0.0,163510.32,58501.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756620.19,0.0,721083.66,0.0,0.0,0.0,35109.44,131897.37,0.0
23656152330454,362444.02,0.0,50212.54,0.0,69429.94,20370.31,52912.19,54269.45,0.0,34061.03,19903.88,19767.78,137985.62,6850.63,11149.32,0.0,0.0,0.0,0.0,1944.01,4738.21,33551.9,1357.45,0.0,0.0,980.81,2543.0,6897.0,38161.23,126142.79,146898.24,5272.62,0.0,0.0,0.0,0.0,0.0,6945.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180702.0,380233.0,405.0,0.0,0.0,0.0,0.0,0.0,283900.0,47164.0,0.0,0.0,0.0,0.0,0.0,330097.24,0.0,7172.03,1000.09,0.0,0.0,0.0,224488.24,0.0,0.0,4020.7,0.0,166247.62,68261.56,0.0,0.0,27284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637480.36,0.0,651413.31,0.0,0.0,0.0,32393.14,276059.16,0.0
23656156117386,242726.27,0.0,0.0,0.0,46729.86,0.0,30772.02,0.0,0.0,20055.41,10394.31,9425.62,51653.5,4070.0,10984.0,0.0,0.0,0.0,0.0,2439.02,193.9,5061.95,356.99,0.0,0.0,2639.93,950.0,4586.0,12480.72,43585.34,42428.7,3111.99,3685.41,0.0,0.0,0.0,0.0,0.0,45918.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89920.0,175711.0,100.0,0.0,0.0,0.0,0.0,0.0,154513.0,0.0,0.0,0.0,18388.0,0.0,0.0,230536.35,0.0,59481.86,0.0,0.0,0.0,0.0,112224.39,0.0,0.0,0.0,0.0,0.0,26898.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65045.07,0.0,0.0,0.0,45000.0,0.0,265299.12,398549.27,0.0,0.0,0.0,36067.42,96344.74,0.0
2365623112300,224694.52,0.0,54000.0,0.0,0.0,8860.0,34083.0,25122.26,8438.75,19210.79,2529.44,9515.2,13011.69,3990.6,12076.87,0.0,0.0,0.0,0.0,4003.55,313.27,28033.26,3235.57,0.0,0.0,8647.95,224.48,4386.0,5193.27,35153.36,52128.93,4599.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102899.0,192696.0,159.0,0.0,0.0,0.0,0.0,0.0,187450.0,0.0,0.0,0.0,0.0,0.0,0.0,33067.25,0.0,40789.45,1200.0,0.0,0.0,0.0,94406.75,0.0,0.0,745.0,0.0,0.0,18140.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147423.33,0.0,168697.16,0.0,0.0,4644.14,3111.37,58507.21,0.0
2365623125658,154588.34,0.0,11999.96,0.0,106604.46,13302.75,73000.0,24398.0,0.0,13285.77,12725.84,19050.18,20964.8,4197.39,7331.24,0.0,0.0,0.0,0.0,12316.29,20109.75,34540.68,24823.82,11.54,0.0,417.99,1495.0,5421.75,9363.17,161257.63,27493.77,2305.9,0.0,0.0,0.0,0.0,0.0,0.0,10529.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101573.0,176869.0,0.0,0.0,0.0,0.0,0.0,0.0,196441.0,0.0,0.0,0.0,223979.87,100000.0,0.0,30447.39,0.0,0.0,2000.0,0.0,0.0,0.0,245697.26,0.0,0.0,1596.97,0.0,0.0,101764.96,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177727.66,0.0,0.0,0.0,0.0,0.0,51535.05,98865.0,0.0
23656232330363,301020.32,0.0,22000.0,0.0,125195.36,17237.25,97000.08,26310.75,0.0,26439.81,19088.38,24742.85,51685.08,6312.78,10214.37,0.0,0.0,0.0,0.0,3996.36,6224.46,18937.29,865.07,51692.62,0.0,668.39,2528.9,9963.0,12341.98,200720.61,47084.71,3296.47,0.0,0.0,0.0,0.0,0.0,32100.39,25790.8,0.0,0.0,0.0,0.0,69005.92,0.0,0.0,0.0,167040.0,324664.0,368.0,0.0,0.0,0.0,0.0,0.0,289259.0,0.0,0.0,0.0,22200.91,0.0,0.0,195002.78,0.0,0.0,2000.0,0.0,0.0,0.0,189776.72,0.0,0.0,4583.28,0.0,1815705.79,30941.63,0.0,0.0,575.96,1512768.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327877.19,0.0,648473.32,0.0,302937.77,31968.0,220979.02,202262.71,0.0
2465755125575,166931.06,0.0,40479.94,0.0,56433.32,0.0,30480.0,39943.0,8344.8,17738.98,0.0,13875.12,43764.08,7483.68,3746.5,0.0,0.0,0.0,0.0,0.0,0.0,58594.46,7945.83,38.85,0.0,13865.69,55.0,9974.47,0.0,28527.2,260356.02,2468.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73969.0,212253.2,0.0,0.0,0.0,0.0,0.0,0.0,53927.0,299890.83,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,211985.07,0.0,0.0,0.0,0.0,224322.91,0.0,0.0,12975.77,800.0,0.0,169056.84,0.0,114270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166756.91,0.0,0.0,0.0,0.0,0.0,32819.41,54944.05,0.0
2610264124990,377000.04,0.0,99999.96,0.0,28333.32,11999.96,82499.94,32000.04,0.0,38921.68,27051.14,15906.14,43022.21,6886.92,12194.51,0.0,0.0,176.36,0.0,0.0,0.0,137698.92,57839.85,0.0,0.0,10252.34,0.0,0.0,0.0,240000.0,137322.19,537.35,0.0,0.0,0.0,13098.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6298.8,0.0,0.0,1096727.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97358.86,0.0,0.0,350000.0,0.0,76421.21,0.0,0.0,0.0,0.0,0.0,0.0,483739.19,0.0,0.0,3692.59,0.0,0.0,211615.21,0.0,0.0,0.0,0.0,0.0,0.0,3692.59,0.0,6723.65,0.0,0.0,0.0,0.0,0.0,341821.24,215922.4,0.0,0.0,0.0,-1798.79,167786.0,0.0
2710272112177,651628.22,0.0,99365.21,122759.22,121563.95,0.0,0.0,110268.15,52723.44,56532.8,37003.43,43523.56,103134.94,7651.85,12354.41,0.0,0.0,0.0,0.0,2922.61,33.8,23694.52,25348.41,0.0,0.0,5507.31,4239.0,12332.28,21050.53,188096.65,209748.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268128.0,293857.0,0.0,0.0,0.0,0.0,0.0,0.0,691593.0,102789.87,40954.23,0.0,0.0,0.0,0.0,321778.57,0.0,4104.61,0.0,500.0,0.0,0.0,316844.5,0.0,0.0,10009.98,0.0,0.0,79103.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574133.76,0.0,485369.34,0.0,0.0,0.0,255699.15,258559.65,88666.14
27660922730240,347941.62,37535.86,20627.15,885.42,56092.66,0.0,40132.89,21702.17,0.0,15073.14,12722.29,19108.89,57669.1,4053.84,16562.7,0.0,0.0,0.0,244.25,1056.89,123.3,15985.69,3076.01,0.0,2854.17,4118.3,1099.95,7043.0,13067.89,53811.38,24091.58,3018.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10588.35,0.0,0.0,9119.64,0.0,0.0,167166.0,291024.3,0.0,0.0,0.0,0.0,0.0,274971.37,0.0,0.0,0.0,0.0,508.01,0.0,22650.7,0.0,450672.69,0.0,0.0,0.0,0.0,0.0,225643.0,0.0,828.0,200.0,16014.66,3217.37,57218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655573.68,0.0,703187.49,0.0,0.0,0.0,18123.11,0.0,0.0
27660926118962,1224622.12,0.0,254012.39,0.0,65780.48,72387.37,245518.09,48966.51,32032.16,116770.17,49003.43,59054.71,248340.3,21480.68,38839.13,0.0,0.0,0.0,-811.6,24829.41,8629.92,64270.5,77988.36,21261.69,0.0,17164.79,25796.0,25104.16,2204.09,117570.21,124053.44,5053.07,0.0,0.0,0.0,0.0,0.0,2147.22,0.0,0.0,0.0,208500.0,22745.14,0.0,0.0,0.0,0.0,450779.0,497958.0,35841.0,0.0,0.0,0.0,0.0,0.0,1158786.0,0.0,0.0,17153.4,847.0,0.0,0.0,622510.25,0.0,176725.36,0.0,0.0,0.0,0.0,429892.61,0.0,0.0,51542.44,0.0,4515.95,451885.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814311.53,0.0,986511.33,0.0,0.0,18989.99,486718.39,422021.34,0.0
2866266108605,610514.59,0.0,0.0,115745.85,172005.0,0.0,151670.18,72309.03,67666.46,59243.89,45727.84,44820.24,183558.01,16607.53,17204.4,0.0,0.0,0.0,4545.0,0.0,743.03,57455.99,8206.14,8883.16,0.0,10203.8,3173.0,16867.7,45322.04,40336.36,283090.64,5397.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285247.97,38554.96,20409.0,0.0,0.0,0.0,0.0,0.0,1009817.04,0.0,0.0,0.0,0.0,0.0,0.0,622510.94,0.0,198357.03,0.0,0.0,0.0,0.0,273338.81,0.0,0.0,41020.97,0.0,0.0,218815.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916412.1,0.0,767039.98,0.0,0.0,0.0,562433.1,274207.65,0.0
3066464106765,3337281.0,0.0,326500.0,0.0,0.0,0.0,0.0,302030.0,0.0,301483.0,0.0,78646.0,568103.0,53538.0,100797.0,0.0,0.0,0.0,0.0,42972.0,2700877.0,1207229.0,84525.0,163.0,2921124.0,59345.0,11065.0,3285.0,0.0,142907.0,300170.0,159457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789286.0,39516.0,0.0,0.0,0.0,0.0,0.0,0.0,8280146.0,0.0,241320.0,0.0,207385.0,0.0,0.0,2385616.0,0.0,222164.0,177.0,0.0,0.0,0.0,358774.0,1277255.0,0.0,22876.0,0.0,0.0,2980675.0,82209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124548.0,0.0,0.0,0.0,606514.0,1188513.0,428246.0
3066464123729,458724.59,0.0,72077.8,18716.0,20207.08,0.0,6666.66,55684.68,0.0,0.0,0.0,48474.08,38239.27,6970.56,9523.0,0.0,0.0,0.0,1535.3,24237.34,3150.38,76159.64,10698.63,0.0,0.0,5531.1,5465.31,12136.8,15319.8,102755.18,182046.72,3126.26,0.0,0.0,0.0,0.0,0.0,2642.34,0.0,0.0,0.0,81020.0,11254.0,0.0,0.0,0.0,0.0,95079.0,0.0,3936.0,0.0,0.0,0.0,0.0,0.0,936700.22,125000.0,0.0,0.0,0.0,0.0,0.0,263258.01,0.0,180466.68,0.0,0.0,0.0,0.0,380.34,104064.5,0.0,13526.13,0.0,13846.03,16443.65,0.0,227840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331258.04,0.0,98373.03,0.0,0.0,0.0,195636.04,148896.27,0.0
3066464124743,1363708.63,0.0,450079.17,5001.77,274458.49,89052.88,63958.37,276543.69,0.0,151795.31,52998.07,100992.25,153639.99,26023.16,38913.27,0.0,0.0,0.0,2299.32,117349.42,0.0,170840.99,45930.46,2884.92,0.0,28013.82,2144.0,15093.5,84074.01,153666.41,852954.27,12340.93,0.0,0.0,0.0,0.0,0.0,37772.42,45011.0,0.0,0.0,305452.0,0.0,34113.85,0.0,0.0,0.0,395104.0,0.0,-13616.61,0.0,0.0,0.0,0.0,0.0,3548291.0,112500.0,0.0,0.0,0.0,0.0,0.0,397059.69,0.0,1005716.46,9686.76,0.0,0.0,0.0,523219.94,0.0,0.0,41905.13,0.0,227318.62,319339.95,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185566.65,0.0,202098.39,-22308.0,0.0,0.0,289158.87,631445.37,0.0
30664646117758,644351.33,0.0,186574.21,36777.58,131339.55,0.0,35031.01,101660.48,9093.5,72872.05,13949.11,34589.46,78165.17,12596.18,19275.0,0.0,0.0,0.0,1349.63,548.07,1131.09,63535.49,14497.53,0.0,0.0,16750.05,40860.0,16544.87,44156.0,165994.57,230688.04,6514.96,0.0,0.0,0.0,0.0,0.0,1341.96,0.0,0.0,0.0,121534.2,18316.0,0.0,0.0,0.0,0.0,158756.0,0.0,-3888.0,0.0,0.0,0.0,0.0,0.0,1418161.44,0.0,0.0,0.0,17435.0,0.0,0.0,159375.78,0.0,242934.84,0.0,0.0,0.0,0.0,5291.71,131885.28,0.0,7817.0,0.0,4920.33,147876.78,5937.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398411.09,0.0,300182.7,0.0,0.0,0.0,329086.18,298714.86,0.0
30664646120356,431921.0,9342.89,6901.57,2060.84,0.0,0.0,2187.66,27668.42,0.0,0.0,0.0,33309.73,50069.54,0.0,4961.78,0.0,0.0,0.0,5022.12,43061.43,58889.55,54640.78,0.0,0.0,0.0,11431.2,1088.0,1826.29,11623.85,90754.85,450565.73,15613.49,0.0,0.0,0.0,0.0,0.0,5381.83,0.0,0.0,0.0,0.0,13658.79,562.82,0.0,0.0,0.0,240934.0,37512.37,0.0,0.0,0.0,0.0,0.0,0.0,847572.07,0.0,0.0,0.0,0.0,70016.79,0.0,0.0,0.0,100441.7,0.0,0.0,0.0,0.0,608193.73,0.0,0.0,6691.7,5148.0,27745.33,131744.82,620.95,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435854.69,0.0,396836.5,-1833.5,0.0,0.0,128.43,129951.01,47281.18
30666216085328,2354784.77,90994.67,336319.67,4807.4,15055.12,278759.57,0.0,266683.19,570.36,226912.1,91897.26,74060.18,465782.15,35674.18,64742.69,0.0,0.0,0.0,0.0,42962.49,12080.44,117380.9,17582.58,0.0,0.0,13198.95,5020.0,58075.0,274763.24,75384.83,194218.9,1286.89,0.0,0.0,0.0,0.0,0.0,12723.07,0.0,0.0,0.0,530706.0,353477.85,2412.1,0.0,0.0,0.0,1085885.0,214870.0,-10943.0,0.0,0.0,0.0,-162251.0,0.0,3776074.0,0.0,0.0,0.0,24114.0,0.0,0.0,0.0,0.0,338396.34,0.0,0.0,0.0,0.0,1763712.63,0.0,0.0,21724.37,450000.0,73332.85,788951.56,0.0,0.0,0.0,38531.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819683.05,0.0,1746904.48,0.0,0.0,0.0,192629.66,970716.46,0.0
3066670101626,842725.41,0.0,196400.31,0.0,150006.86,119094.1,71768.62,82682.52,67790.2,82975.41,52824.21,50947.18,141829.07,16358.18,35104.75,0.0,0.0,0.0,11803.62,16452.8,126.37,48389.62,76072.1,126403.18,0.0,17125.84,6216.22,17851.5,-12472.92,42821.82,363019.2,33973.92,0.0,0.0,0.0,0.0,0.0,33341.53,0.0,0.0,0.0,0.0,11802.0,0.0,0.0,0.0,0.0,378164.0,881426.0,16663.0,0.0,0.0,0.0,0.0,0.0,508438.0,0.0,0.0,167145.3,161663.0,0.0,0.0,964981.16,0.0,339757.71,236.59,0.0,0.0,0.0,0.0,563620.38,0.0,32086.71,0.0,24318.52,204282.12,2762.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1717956.53,0.0,1534263.76,0.0,0.0,0.0,84425.44,689201.65,0.0
3066670106567,1038940.72,25896.88,337939.55,0.0,0.0,27321.5,0.0,192469.6,9785.0,117010.6,18946.79,20898.66,121500.97,0.0,28253.52,0.0,0.0,0.0,0.0,0.0,7264.45,84962.97,36621.54,126435.53,0.0,45310.95,25887.92,33810.0,2947.64,444040.29,494413.12,18589.42,0.0,0.0,0.0,0.0,0.0,10805.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510878.0,1308501.0,0.0,0.0,0.0,0.0,0.0,0.0,553554.0,0.0,0.0,125391.89,122386.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,1375231.95,0.0,0.0,37593.07,0.0,623.89,435023.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978909.98,0.0,760723.12,-149158.0,0.0,0.0,478510.28,538177.19,0.0
