Ccode,Dcode,SchoolID,ObjectCode,restricted,unrestricted,total
01,10017,0109835,1100,304622.58,3006623.16,3311245.74
01,10017,0109835,1200,0,0,0
01,10017,0109835,1300,122548.24,327590.86,450139.1
01,10017,0109835,1900,0,0,0
01,10017,0109835,2100,0,0,0
01,10017,0109835,2200,53456.35,400446.13,453902.48
01,10017,0109835,2300,50608.7,1031542.79,1082151.49
01,10017,0109835,2400,0,0,0
01,10017,0109835,2900,0,0,0
01,10017,0109835,3101-3102,36945.37,286028.05,322973.42
01,10017,0109835,3201-3202,11775.39,123462.4,135237.79
01,10017,0109835,3301-3302,14154.95,138953.49,153108.44
01,10017,0109835,3401-3402,36066.11,275686.73,311752.84
01,10017,0109835,3501-3502,6810.42,70047.44,76857.86
01,10017,0109835,3601-3602,6056.09,58607.79,64663.88
01,10017,0109835,3701-3702,0,0,0
01,10017,0109835,3751-3752,0,0,0
01,10017,0109835,3801-3802,0,0,0
01,10017,0109835,3901-3902,0,0,0
01,10017,0109835,4100,0,388439.13,388439.13
01,10017,0109835,4200,0,0,0
01,10017,0109835,4300,2090.3,64066.54,66156.84
01,10017,0109835,4400,0,23508.48,23508.48
01,10017,0109835,4700,0,1921.86,1921.86
01,10017,0109835,5100,0,0,0
01,10017,0109835,5200,0,26584.8,26584.8
01,10017,0109835,5300,0,18445.25,18445.25
01,10017,0109835,5400,0,48079.4,48079.4
01,10017,0109835,5500,0,269560.22,269560.22
01,10017,0109835,5600,38221.67,1013998.24,1052219.91
01,10017,0109835,5800,487666.69,1622319.59,2109986.28
01,10017,0109835,5900,977.35,58217.98,59195.33
01,10017,0109835,6100-6170,0,0,0
01,10017,0109835,6200,0,0,0
01,10017,0109835,6300,0,0,0
01,10017,0109835,6400,0,0,0
01,10017,0109835,6500,0,0,0
01,10017,0109835,6900,0,145192.51,145192.51
01,10017,0109835,7110-7143,0,0,0
01,10017,0109835,7211-7213,0,0,0
01,10017,0109835,7221-7223AO,0,0,0
01,10017,0109835,7221-7223SE,0,0,0
01,10017,0109835,7281-7299,0,0,0
01,10017,0109835,7438,0,0,0
01,10017,0109835,7439,0,0,0
01,10017,0109835,7630-7699,0,0,0
01,10017,0109835,8011,0,0,0
01,10017,0109835,8015,0,7571271,7571271
01,10017,0109835,8019,0,0,0
01,10017,0109835,8020-8039,0,0,0
01,10017,0109835,8040-8079,0,0,0
01,10017,0109835,8080-8089,0,0,0
01,10017,0109835,"8091, 8097",0,0,0
01,10017,0109835,8092,0,0,0
01,10017,0109835,8096,0,111222,111222
01,10017,0109835,"8110, 8260-8299",351088,0,351088
