CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3751-3752,3901-3902,4100,4200,4300,4400,4700,5100,5200,5300,5400,5500,5600,5800,5900,6100-6170,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7281-7299,7438,7439,7630-7699,8011,8012,8019,"8091, 8097",8096,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9740,9750,9760,9780,9789,9790A,9790M,9791,"9793, 9795",9796,9797,LocalRevAO,StateRevAO,StateRevSE
19647090112250,765227.49,3923.93,120105.0,0.0,120015.64,0.0,0.0,118628.45,51174.0,73282.61,28653.7,35146.49,104184.42,5420.39,21019.0,1000.0,0.0,1297.76,8993.49,1968.06,39669.81,33178.75,135767.35,0.0,248.95,5680.0,22427.47,35880.59,250023.3,386145.83,30876.25,0.0,0.0,0.0,0.0,0.0,22015.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280160.0,289962.0,-661.0,0.0,102834.0,0.0,18973.0,96660.84,107983.0,0.0,0.0,0.0,0.0,214877.57,0.0,0.0,0.0,0.0,483621.79,0.0,0.0,74248.62,17950.0,110435.46,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803098.84,0.0,840076.62,5547.93,0.0,0.0,16102.68,420635.47,46779.0
19647091996313,1639814.38,122990.5,278808.68,30746.18,25949.12,161352.96,0.0,0.0,41415.28,172772.74,21045.75,45457.91,253808.76,17842.67,24198.14,0.0,0.0,-13175.5,14470.2,267.35,124225.45,8352.76,0.0,86091.25,13240.63,4661.15,42626.06,188710.58,433026.47,998967.13,9965.26,0.0,0.0,0.0,0.0,0.0,374226.6,0.0,0.0,0.0,0.0,4104853.01,289295.0,0.0,0.0,3537345.01,764407.02,-137294.0,0.0,367533.99,10440.0,33663.71,188744.15,245896.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4448324.76,2145768.76,1173393.45,0.0,0.0,21864.16,223462.16,143809.13,0.0,4681975.49,11987701.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2404903.16,0.0,4340088.77,-23479.95,0.0,-42546.0,1967494.45,453300.27,130224.0
19647250127506,137470.0,0.0,136575.0,0.0,0.0,0.0,0.0,10691.0,0.0,24384.0,0.0,4129.0,23667.0,2378.0,7059.0,0.0,0.0,0.0,23752.0,5191.0,36777.0,44844.0,0.0,0.0,6112.0,1635.0,7719.0,4618.0,51833.0,128879.0,4905.0,0.0,0.0,0.0,0.0,0.0,1555.0,0.0,0.0,0.0,0.0,3383.0,0.0,0.0,0.0,275711.0,10602.0,0.0,0.0,51961.0,161583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346267.0,0.0,0.0,0.0,0.0,80720.0,0.0,0.0,7118.0,0.0,32913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94330.0,0.0,290.0,0.0,0.0,319820.0,581559.0,0.0,0.0
19647256118269,991499.0,0.0,165202.0,0.0,181881.0,96711.0,118148.0,105788.0,0.0,98842.0,45172.0,56314.0,119068.0,1762.0,28496.0,0.0,0.0,0.0,3364.0,0.0,82272.0,36425.0,194553.0,0.0,19960.0,10062.0,61750.0,57541.0,664769.0,351619.0,0.0,0.0,0.0,0.0,0.0,0.0,108963.0,0.0,0.0,0.0,0.0,8717.0,39080.0,0.0,0.0,2047557.0,437989.0,-3006.0,0.0,393868.0,0.0,0.0,170096.0,165683.0,0.0,0.0,0.0,0.0,386882.0,0.0,0.0,0.0,0.0,1031763.0,0.0,0.0,62683.0,0.0,215158.0,0.0,931676.0,0.0,115325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198826.0,0.0,1027289.0,0.0,1203319.0,20342.0,64838.0,766131.0,0.0
19648570125377,1594425.0,40000.0,247976.0,0.0,29144.0,65744.0,53157.0,23004.0,75631.0,149393.0,0.0,47327.0,514519.0,1393.0,43840.0,0.0,0.0,1330.0,39600.0,8531.0,110706.0,114647.0,28791.0,19180.0,33310.0,14584.0,59667.0,195525.0,383415.0,258129.0,5776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,3629864.0,814651.0,68819.0,0.0,220129.0,115500.0,0.0,0.0,0.0,0.0,0.0,325809.0,0.0,492959.0,0.0,0.0,0.0,0.0,0.0,1355146.0,0.0,46095.0,0.0,246659.0,0.0,50000.0,36992.0,130463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755895.0,0.0,813725.0,0.0,0.0,0.0,59883.0,193028.0,0.0
19648576119580,1085984.0,0.0,0.0,301739.0,0.0,0.0,196015.0,0.0,661746.0,112904.0,93410.0,81113.0,45991.0,6773.0,22902.0,0.0,0.0,119828.0,286696.0,65870.0,122382.0,443.0,0.0,0.0,8886.0,10498.0,8132.0,195266.0,256936.0,194555.0,0.0,0.0,0.0,0.0,0.0,0.0,110670.0,0.0,0.0,0.0,0.0,0.0,42138.0,0.0,0.0,2851130.0,631073.0,133710.0,0.0,182341.0,0.0,0.0,0.0,0.0,0.0,0.0,377872.0,0.0,163538.0,0.0,0.0,0.0,0.0,1099990.0,0.0,0.0,49927.0,0.0,7201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2535284.0,0.0,2169770.0,219059.0,0.0,0.0,125726.0,253352.0,0.0
19648810113464,926396.1,0.0,113707.0,112083.84,297563.12,0.0,141616.65,0.0,77736.45,0.0,0.0,114150.63,122529.63,24095.43,47454.94,0.0,0.0,3450.0,0.0,0.0,54986.83,140331.7,42526.63,0.0,292.4,7906.6,31609.57,60730.27,351677.23,305299.71,16203.15,0.0,0.0,0.0,0.0,0.0,30335.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772057.0,400950.0,0.0,0.0,997940.0,5675.0,64883.07,37970.86,54784.0,0.0,0.0,58628.63,0.0,0.0,0.0,0.0,0.0,0.0,571511.44,0.0,0.0,39994.96,41580.46,434870.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343688.64,0.0,229923.31,-570.0,0.0,0.0,210370.0,408085.17,184303.88
19648810113472,1089472.71,0.0,137088.0,113967.2,325131.19,0.0,151319.03,0.0,59928.82,0.0,0.0,141050.22,145561.33,27475.42,56914.56,0.0,0.0,4050.0,0.0,0.0,75519.34,94818.88,55511.62,0.0,2326.6,8213.4,37382.11,137704.22,103085.02,340376.16,9854.48,0.0,0.0,0.0,0.0,0.0,531.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852647.0,431960.0,0.0,0.0,1167871.0,4006.0,55394.3,44574.49,0.0,0.0,0.0,0.0,0.0,120115.35,0.0,0.0,0.0,0.0,544638.68,0.0,0.0,21468.03,382.32,251916.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439855.8,0.0,429331.16,0.0,0.0,0.0,204917.49,161893.65,204542.07
19648810113894,345772.0,0.0,71100.0,0.0,146905.0,0.0,48600.0,0.0,0.0,38887.0,0.0,93205.0,26857.0,0.0,12927.0,0.0,0.0,0.0,5860.0,0.0,20963.68,22970.0,69352.0,22177.0,0.0,1970.0,5355.0,0.0,34432.0,16241.0,13364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10223.0,85624.0,0.0,0.0,0.0,0.0,283695.0,151030.0,0.0,0.0,405501.0,0.0,0.0,52130.0,0.0,0.0,0.0,56489.0,0.0,143753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200242.0,0.0,215405.68,0.0,0.0,0.0,50370.0,134895.0,0.0
19648810118075,519456.0,0.0,174000.0,0.0,289582.0,37931.0,106694.0,59782.0,72523.0,0.0,0.0,227605.0,161871.0,0.0,29533.0,0.0,0.0,0.0,8665.0,818.0,141353.0,18230.0,26572.0,95428.0,16801.0,1553.0,33133.0,82127.0,197234.0,44936.0,34995.0,0.0,7562.0,0.0,0.0,0.0,0.0,0.0,0.0,24909.0,189081.0,0.0,0.0,0.0,0.0,870562.0,397420.0,0.0,0.0,895456.0,0.0,0.0,0.0,88244.0,0.0,0.0,0.0,0.0,270771.0,0.0,0.0,0.0,0.0,317471.0,0.0,0.0,936.0,37962.0,88266.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537938.0,490095.0,-11355.0,0.0,0.0,41365.0,369461.0,0.0
19648810128017,42449.0,0.0,7900.0,0.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.57,0.0,0.0,16128.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,8008.0,0.0,0.0,0.0,0.0,14291.0,2600.0,0.0,20851.0,37925.0,0.0,0.0,0.0,0.0,0.0,0.0,33775.83,0.0,7148.6,0.0,0.0,0.0,0.0,15630.0,0.0,0.0,0.0,0.0,45749.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.43,0.0,0.0,0.0,0.0,10142.0,0.0,0.0
19650940112706,8466633.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690113.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410518.3,5290583.04,3105750.56,1553707.58,0.0,0.0,0.0,275866.94,68128.79,33777.81,112090.84,90793.98,5704305.31,191726.19,0.0,0.0,0.0,0.0,0.0,73374.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16353546.25,4312599.23,-7621.0,0.0,2894625.46,0.0,366520.45,0.0,1010247.01,0.0,0.0,0.0,0.0,1254577.96,0.0,0.0,0.0,0.0,9398347.75,0.0,0.0,9081.94,0.0,10033313.64,0.0,0.0,871433.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42463.68,805197.87,1289792.33
19651361996263,2780374.12,93531.92,268467.27,185170.28,46273.83,186859.48,0.0,0.0,-10007.01,0.0,0.0,322314.6,243097.72,0.0,53854.56,0.0,0.0,505935.83,472237.8,0.0,93259.16,229130.34,0.0,0.0,55735.93,8382.11,16710.36,77201.12,866679.16,5044844.82,116259.65,0.0,0.0,0.0,0.0,0.0,220104.38,0.0,0.0,0.0,0.0,119474.55,29756.49,0.0,0.0,7976930.76,2115685.0,-36653.97,0.0,1854839.2,0.0,0.0,0.0,0.0,93619.92,0.0,0.0,0.0,665368.2,0.0,0.0,0.0,0.0,2642073.92,2090827.53,0.0,94363.28,61475.31,1538490.4,319017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3696600.84,0.0,4098899.4,-251464.02,853870.12,0.0,0.0,724263.14,0.0
19651690119016,1727000.0,191329.79,300963.3,12862.5,130710.0,107071.28,94787.44,60125.25,38599.0,182937.06,0.0,49792.0,335990.33,1244.71,28553.85,0.0,0.0,0.0,12863.02,1700.25,233018.0,166521.0,79827.0,0.0,20327.79,23405.87,19641.37,86400.0,81669.01,587832.0,28127.52,0.0,0.0,0.0,0.0,0.0,31115.16,0.0,0.0,102900.0,685.0,0.0,0.0,0.0,0.0,2223609.0,616847.0,57019.0,0.0,589368.0,0.0,34838.0,67101.0,2003.0,0.0,0.0,1114280.0,0.0,0.0,0.0,0.0,0.0,0.0,479877.72,0.0,0.0,18855.75,129826.0,594494.0,0.0,0.0,20644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677276.84,0.0,1642640.0,-64690.0,0.0,526696.3,256998.76,374532.69,141706.19
19651690119636,1612524.0,185287.5,362200.08,25725.0,51084.9,150858.31,131624.51,104953.62,38599.0,179074.09,0.0,53303.0,302645.61,1201.81,57285.58,0.0,0.0,0.0,23192.98,4238.2,145780.0,203255.0,74077.0,0.0,19792.0,18567.0,29299.22,88903.0,110488.0,663124.0,49533.0,0.0,0.0,0.0,0.0,0.0,4709.82,0.0,0.0,113400.0,700.0,0.0,0.0,0.0,0.0,2448987.0,679628.0,3885.0,0.0,652536.0,0.0,49148.0,62919.0,2106.0,0.0,0.0,769518.64,0.0,0.0,0.0,0.0,0.0,0.0,606855.41,0.0,0.0,22516.0,0.0,510594.0,0.0,0.0,22718.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559450.34,0.0,1256443.0,-107010.0,0.0,399908.56,203986.0,369610.0,142547.13
19651690128728,713912.19,0.0,149500.0,24412.5,20344.65,91917.53,0.0,44243.69,10094.0,73743.64,0.0,24548.0,84745.28,499.29,29375.8,0.0,0.0,0.0,15604.26,837.67,51017.0,59638.04,2360.0,0.0,7307.0,3304.64,13648.11,17827.0,45413.0,207399.0,7417.13,0.0,0.0,0.0,0.0,0.0,782.85,0.0,0.0,48200.0,0.0,0.0,0.0,0.0,0.0,1233183.0,53112.0,0.0,0.0,320499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411663.78,0.0,0.0,10099.76,0.0,7125.87,0.0,0.0,0.0,482940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69082.6,0.0,0.0,0.0,0.0,23485.27,95700.94,0.0,0.0
19734520120600,1332947.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111196.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274462.67,420867.03,206393.93,432748.41,0.0,0.0,0.0,11722.18,2310.0,13611.18,4677.35,0.0,130332.69,4595.82,0.0,0.0,0.0,0.0,0.0,15418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797373.0,467410.0,0.0,0.0,373345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376399.42,0.0,0.0,0.0,0.0,2487706.81,0.0,0.0,0.0,0.0,2681830.72,0.0,0.0,192359.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10083.78,0.0,0.0,0.0,10083.78,0.0,0.0,72953.0,250201.82
19734520129031,343352.41,0.0,61350.31,0.0,0.0,17340.88,51948.28,36335.3,0.0,0.0,31023.21,18513.1,0.0,6023.66,4733.05,0.0,0.0,0.0,46163.03,0.0,14520.04,60553.95,0.0,0.0,1223.22,270.0,10007.89,11872.81,129692.25,200188.15,2937.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31358.27,0.0,0.0,378429.0,13042.0,0.0,0.0,60790.0,71915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10713.54,0.0,0.0,0.0,0.0,345601.94,0.0,0.0,4657.75,0.0,117592.81,0.0,467084.65,0.0,272000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495398.87,0.0,0.0,0.0,0.0,0.0,18718.25,10237.96,30876.0
19752911996016,3496561.0,54561.0,375577.0,49500.0,76489.0,0.0,262967.0,0.0,0.0,0.0,0.0,350306.0,410412.0,0.0,81862.0,0.0,0.0,-5289.0,235506.0,222154.0,197546.0,41081.0,17664.0,0.0,52741.0,3909.0,16510.0,148390.0,855631.0,3284866.0,133436.0,0.0,0.0,0.0,0.0,0.0,51990.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,6440069.0,1732608.0,-327463.0,0.0,1875525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74726.0,0.0,0.0,0.0,246012.0,3878717.0,0.0,0.0,72568.0,80857.0,1166356.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718893.0,0.0,3421910.0,-390731.0,0.0,0.0,0.0,462559.0,418786.0
19753090128603,1704149.53,3899.72,204129.9,0.0,37701.25,0.0,0.0,65751.12,39000.0,117716.1,0.0,44734.74,52679.42,37081.43,0.0,0.0,0.0,0.0,145787.75,82587.79,43090.54,54836.07,0.0,0.0,3365.53,0.0,0.0,50775.38,522169.03,981144.94,14104.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158618.26,0.0,0.0,2944606.0,115804.0,0.0,0.0,733527.0,146250.0,0.0,0.0,0.0,0.0,0.0,1233673.1,0.0,-6407.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27747.0,265530.86,0.0,1873472.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30965.91,0.0,0.0,0.0,0.0,0.0,94353.87,89748.1,270000.0
19756971996693,1664223.0,190710.0,209440.0,0.0,102189.0,155630.0,0.0,244071.0,9409.0,160923.0,33674.0,70934.0,238458.0,8153.0,51162.0,0.0,0.0,0.0,66710.0,23476.0,165889.0,17414.0,254139.0,0.0,14522.0,39109.0,44074.0,176005.0,663936.0,602724.0,38140.0,0.0,0.0,0.0,0.0,0.0,52647.0,0.0,0.0,0.0,0.0,0.0,4642.0,0.0,0.0,3136963.0,711360.0,98051.0,0.0,340196.0,0.0,53870.0,197274.0,229260.0,0.0,0.0,0.0,0.0,259897.0,0.0,0.0,0.0,0.0,1727069.0,0.0,0.0,112333.0,2217430.0,229105.0,0.0,63988.0,0.0,31994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4251004.0,0.0,3580642.0,0.0,0.0,0.0,389889.0,508957.0,306945.0
19764970115725,841380.89,6831.6,134509.12,3525.36,81715.3,90942.77,199459.32,67112.86,0.0,78005.49,52813.63,50743.82,157365.47,33316.75,52128.79,0.0,0.0,0.0,16129.63,10132.03,114530.11,39244.81,558.22,0.0,31763.46,5520.63,23435.42,45920.31,205584.57,912616.73,21116.1,0.0,0.0,0.0,0.0,0.0,39192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898449.0,440451.0,-45280.0,0.0,249151.48,0.0,0.0,156932.02,127166.0,0.0,0.0,714180.17,0.0,0.0,0.0,0.0,0.0,0.0,53828.38,687908.01,0.0,0.0,0.0,132971.46,0.0,0.0,0.0,258593.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2101982.55,0.0,1961015.0,-86519.47,0.0,0.0,11254.63,542158.08,162800.0
19765470118760,583301.0,54837.0,151334.0,0.0,156638.0,68332.0,94043.0,69000.0,0.0,65365.0,0.0,39673.0,163269.0,10044.0,12865.0,0.0,0.0,0.0,0.0,3476.0,60678.0,85627.0,257139.0,0.0,53756.0,1980.0,11617.0,42449.0,118457.0,650145.0,4264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19615.0,0.0,0.0,0.0,0.0,0.0,1481780.0,354681.0,-38436.0,0.0,226666.0,1935.0,38121.0,234802.0,111210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744938.0,0.0,0.0,3579.0,3983.0,214106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551688.0,0.0,536196.0,0.0,0.0,0.0,7421.0,207829.0,167387.0
19766790121137,714502.0,77250.0,127500.0,0.0,55408.0,57275.0,76416.0,68383.0,84332.0,74097.0,0.0,38667.0,161092.0,9577.0,12771.0,0.0,0.0,0.0,0.0,5997.0,28316.0,15071.0,253377.0,0.0,46602.0,2864.0,10831.0,16321.0,115462.0,929474.0,8386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22034.0,0.0,0.0,459.0,0.0,0.0,1373124.0,417412.0,47291.0,0.0,631893.0,4879.0,45937.0,227341.0,61624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675469.0,0.0,0.0,15545.0,0.0,-26827.0,0.0,62500.0,71193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609109.0,0.0,386688.0,0.0,0.0,0.0,10971.0,225245.0,189168.0
20652430107938,814012.15,0.0,340824.77,0.0,100532.89,0.0,82525.99,0.0,394982.82,92753.99,67139.54,59848.08,205964.01,21788.49,30325.38,0.0,0.0,0.0,44152.54,242.77,34204.79,30878.78,226621.53,0.0,5666.39,5315.0,29683.0,58449.15,213040.16,409647.08,10899.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1839699.0,398929.0,0.0,0.0,336081.0,0.0,0.0,250733.53,159746.0,0.0,0.0,0.0,0.0,293678.08,0.0,0.0,0.0,0.0,535591.34,0.0,0.0,400.0,11000.0,418408.67,0.0,72240.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334105.53,0.0,135173.79,3048.19,0.0,58904.52,11111.95,537986.05,0.0
21654176113229,716621.77,0.0,119719.96,0.0,206459.97,24879.0,0.0,203139.78,0.0,66029.95,30555.36,17069.2,142055.34,1405.39,34306.79,16233.38,0.0,0.0,0.0,1311.84,43014.3,50603.85,0.0,0.0,17374.84,3441.11,6500.0,29887.44,6917.46,307852.5,0.0,0.0,0.0,0.0,0.0,0.0,27300.0,0.0,0.0,0.0,0.0,52274.2,14512.19,0.0,0.0,819100.0,275916.0,-2739.0,0.0,405915.0,0.0,0.0,0.0,0.0,0.0,0.0,178801.06,0.0,151557.96,0.0,0.0,0.0,0.0,306702.44,0.0,0.0,0.0,0.0,318750.02,0.0,0.0,0.0,288593.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641351.02,0.0,731257.52,0.0,0.0,0.0,413073.12,138294.0,0.0
23655576116669,285815.0,0.0,0.0,0.0,20032.0,114.0,74681.0,43720.0,0.0,0.0,0.0,32466.0,27153.0,3809.0,0.0,0.0,0.0,8898.0,2692.0,3339.0,10580.0,0.0,7055.0,0.0,429.0,2348.0,20898.0,19303.0,10240.0,96806.0,7779.0,0.0,0.0,0.0,0.0,0.0,11093.0,0.0,0.0,0.0,0.0,0.0,4571.0,0.0,0.0,89222.0,16261.0,-18.0,0.0,462504.0,16885.0,0.0,0.0,0.0,0.0,0.0,83787.0,0.0,13393.0,0.0,0.0,0.0,0.0,16749.0,0.0,0.0,0.0,0.0,0.0,27962.0,15877.0,0.0,60310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23514.0,0.0,308503.0,0.0,298162.0,33294.0,60458.0,47948.0,0.0
23655650123737,173185.01,0.0,63450.04,0.0,39336.6,0.0,0.0,15809.64,0.0,19522.54,0.0,7183.29,60804.86,2379.89,3582.32,0.0,0.0,0.0,4713.26,996.31,13157.21,13468.06,101.9,0.0,6916.35,2419.47,12502.39,15577.29,53604.1,82618.07,2072.45,0.0,0.0,0.0,0.0,0.0,1830.67,0.0,0.0,6250.78,76278.46,0.0,0.0,0.0,0.0,211931.0,109434.5,-54.6,0.0,287547.0,66911.83,0.0,0.0,0.0,0.0,0.0,112598.59,0.0,178112.66,0.0,0.0,0.0,0.0,58398.95,0.0,0.0,0.0,0.0,44269.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305839.21,0.0,219498.25,0.0,0.0,2662.92,2512.26,88482.85,0.0
23656072330272,124076.1,0.0,0.0,0.0,28723.52,14170.63,27720.03,38520.01,0.0,10103.65,10624.71,10297.41,54424.48,116.96,5475.79,0.0,0.0,0.0,0.0,0.0,8366.06,6813.57,0.0,0.0,471.8,850.0,5776.0,14058.52,4115.45,61289.07,498.55,0.0,0.0,0.0,0.0,0.0,14209.39,12000.0,0.0,0.0,0.0,0.0,205.89,0.0,0.0,182514.0,50498.0,-276.0,0.0,98429.0,55140.15,0.0,0.0,43413.72,0.0,0.0,266953.81,0.0,0.0,3000.0,0.0,0.0,0.0,50230.58,0.0,0.0,0.0,0.0,35023.59,0.0,0.0,6166.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485734.19,0.0,478573.98,0.0,0.0,6399.05,1801.41,34946.57,0.0
23656150115055,537893.72,0.0,96000.0,4658.0,132992.63,89008.0,0.0,104174.16,0.0,54048.69,30343.13,31254.23,55237.12,457.37,14783.74,0.0,0.0,0.0,0.0,0.0,68565.54,44163.24,9185.24,0.0,6504.03,1582.0,20674.52,20895.51,42046.16,232947.03,6504.43,0.0,0.0,0.0,0.0,0.0,27013.62,128008.3,0.0,0.0,0.0,0.0,40400.1,0.0,0.0,773359.0,243631.0,-1761.0,0.0,429096.0,0.0,0.0,0.0,46395.07,0.0,0.0,709691.35,0.0,51360.74,400.0,0.0,0.0,0.0,273226.41,0.0,0.0,31942.54,0.0,102232.28,0.0,0.0,0.0,553179.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437779.78,0.0,1534333.54,24430.26,0.0,132064.68,152936.48,166764.62,0.0
23656152330413,347006.56,0.0,53608.52,0.0,39383.02,63025.27,53467.19,53155.61,0.0,29177.93,19723.25,19913.47,140514.46,946.45,9837.5,0.0,0.0,0.0,4018.96,2813.72,56630.19,5794.82,13.5,0.0,4924.28,2475.5,7387.0,31122.07,30677.64,136593.21,7207.4,0.0,0.0,0.0,0.0,0.0,6441.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559427.0,185029.25,-588.0,0.0,283860.0,630.0,0.0,0.0,47161.0,0.0,0.0,643204.95,0.0,6723.13,1000.09,0.0,0.0,0.0,103063.0,0.0,0.0,4792.98,0.0,61742.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786845.72,0.0,756620.19,-1300.0,0.0,65964.94,34419.46,113410.44,0.0
23656152330454,327120.03,0.0,63328.04,0.0,77277.91,25526.05,59701.81,56284.39,0.0,34740.65,19619.72,19833.8,137130.04,297.25,9830.92,0.0,0.0,0.0,4298.82,673.19,58427.3,9172.11,13.5,0.0,3999.18,2598.5,6761.0,39603.1,131091.83,147966.6,6801.65,0.0,0.0,0.0,0.0,0.0,6441.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563217.0,173353.25,-1356.0,0.0,276934.0,0.0,0.0,0.0,65273.0,0.0,0.0,482448.97,0.0,6723.13,1000.1,0.0,0.0,0.0,143979.14,0.0,0.0,10320.2,0.0,61638.83,0.0,0.0,1415.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670777.73,0.0,637480.36,-1380.0,0.0,69065.79,36730.48,238129.98,0.0
23656156117386,204362.99,0.0,68340.36,0.0,79639.54,0.0,0.0,27886.02,0.0,21810.32,13256.9,12646.94,58163.4,189.43,11458.0,0.0,0.0,0.0,9389.83,94.27,4574.78,24363.63,0.0,0.0,3227.81,935.0,4735.0,14633.51,94962.38,44603.74,3357.89,0.0,0.0,0.0,0.0,0.0,4033.0,45502.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288521.0,91833.75,-500.0,0.0,160593.0,2397.02,0.0,0.0,29360.0,0.0,0.0,254901.38,0.0,64192.84,0.0,0.0,0.0,0.0,62636.83,0.0,0.0,0.0,0.0,28425.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262788.18,0.0,375344.19,57300.0,53267.0,90517.78,41223.95,112667.27,0.0
