CDSCode,1100,1200,1300,1900,2100,2200,2300,2400,2900,3101-3102,3201-3202,3301-3302,3401-3402,3501-3502,3601-3602,3701-3702,3751-3752,3801-3802,3901-3902,4100,4200,4300,4400,4700,5100,5200,5300,5400,5500,5600,5800,5900,6100-6170,6200,6300,6400,6500,6900,7110-7143,7211-7213,7221-7223AO,7221-7223SE,7281-7299,7438,7439,7630-7699,8011,8015,8019,8020-8039,8040-8079,8080-8089,"8091, 8097",8092,8096,"8110, 8260-8299","8181, 8182",8220,8290,8930-8979,8980-8999,9110,9111,9120,9130,9135,9140,9150,9200,9290,9320,9330,9340,9400-9499,9500,9590,9640,9650,9660-9669,9711,9712,9713,9719,9730,9740,9770,"9775, 9780",9790,9791,"9793, 9795",LocalRevAO,StateRevAO,StateRevSE
01612590107169,331204.04,0.0,91000.0,0.0,0.0,0.0,157520.67,0.0,14962.0,34557.71,0.0,19160.97,34561.0,3817.12,11310.0,0.0,0.0,0.0,1850.13,5182.59,7878.4,18739.84,6553.7,16640.91,0.0,2485.67,2685.0,6834.85,385.27,142904.73,382957.1,5075.02,0.0,0.0,0.0,0.0,0.0,2112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705496.0,0.0,0.0,0.0,0.0,0.0,0.0,253495.0,75246.0,0.0,8527.0,61886.0,0.0,0.0,0.0,0.0,315572.03,0.0,0.0,0.0,0.0,191655.22,0.0,0.0,3226.0,8175.0,3949.06,86085.61,0.0,0.0,0.0,0.0,0.0,0.0,3226.0,0.0,0.0,0.0,0.0,0.0,433265.7,190198.21,-3944.21,89184.6,239042.32,0.0
01612590108803,640968.15,47.23,89490.48,0.0,205835.93,0.0,0.0,88650.15,43120.54,62469.57,17991.07,42081.57,122789.74,0.0,11571.41,0.0,0.0,0.0,7006.62,0.0,26480.08,48468.45,0.0,88345.23,0.0,14543.18,1108.4,2146.45,21218.35,143175.79,338494.13,6788.5,0.0,0.0,0.0,0.0,0.0,44561.18,0.0,0.0,-266757.67,0.0,241033.55,0.0,0.0,0.0,0.0,779355.0,15894.0,0.0,0.0,0.0,0.0,0.0,364323.0,83142.96,0.0,54328.52,0.0,0.0,0.0,0.0,0.0,32547.87,0.0,0.0,0.0,0.0,235026.88,0.0,0.0,0.0,10000.0,76089.47,294162.07,0.0,48947.3,13608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3053.15,-51901.94,-3906.06,7000.44,516556.01,126760.0
01612590108944,499272.0,0.0,192282.0,204698.0,0.0,0.0,0.0,0.0,85686.0,0.0,0.0,14171.0,40400.0,3153.0,0.0,78936.0,0.0,0.0,3499.0,29756.0,0.0,157091.0,24044.0,73015.0,0.0,14061.0,10013.0,22258.0,58064.0,249318.0,340586.0,11705.0,0.0,0.0,0.0,0.0,0.0,2787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827911.0,0.0,0.0,0.0,0.0,0.0,0.0,297480.0,80062.0,0.0,39279.0,49669.0,0.0,0.0,0.0,0.0,95222.0,0.0,0.0,0.0,0.0,338203.0,0.0,0.0,21688.0,19446.0,0.0,355097.0,0.0,0.0,17642.0,0.0,0.0,0.0,21688.0,0.0,0.0,0.0,0.0,0.0,80132.0,34252.0,28554.0,378364.0,330002.0,29028.0
01612590109819,1118940.85,0.0,104851.63,0.0,170205.53,12123.59,0.0,85559.23,89096.73,97134.97,23658.76,58039.41,182818.92,0.0,17679.52,0.0,0.0,0.0,14827.35,0.0,23190.95,106586.63,0.0,160416.35,0.0,25890.61,675.25,2486.16,50015.58,143172.27,378096.49,5540.44,0.0,0.0,0.0,0.0,0.0,89673.67,0.0,0.0,0.0,0.0,346717.13,0.0,0.0,0.0,0.0,1393065.0,12080.0,0.0,0.0,0.0,0.0,0.0,650951.0,176068.09,0.0,101347.47,0.0,0.0,0.0,0.0,0.0,50558.88,0.0,0.0,0.0,0.0,641488.59,0.0,0.0,877.5,0.0,90793.25,275376.26,0.0,32334.0,33540.0,32332.0,0.0,0.0,877.5,0.0,0.0,0.0,0.0,0.0,409257.44,216571.2,-10102.2,104859.6,710540.8,162199.0
01612590109983,1429031.57,0.0,170925.36,0.0,0.0,222750.42,40702.5,0.0,0.0,131454.09,23223.0,42685.39,266291.44,13476.11,22616.4,0.0,0.0,0.0,0.0,37206.8,10.41,96200.3,10711.77,35011.86,0.0,3002.16,7336.96,6540.24,121334.66,155841.05,950091.67,18945.93,0.0,0.0,0.0,0.0,0.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666216.0,0.0,0.0,0.0,0.0,0.0,0.0,785370.0,195075.0,0.0,0.0,299478.0,0.0,0.0,0.0,0.0,1950152.79,0.0,0.0,0.0,0.0,664085.5,0.0,0.0,17464.14,0.0,0.0,564589.6,0.0,0.0,0.0,0.0,0.0,0.0,17464.14,0.0,0.0,0.0,0.0,0.0,2049648.69,1677184.71,86938.29,6593.74,713620.18,0.0
01612590111476,486928.6,0.0,105695.04,0.0,0.0,113068.48,20047.5,0.0,0.0,47426.34,12240.94,19658.22,78866.46,6186.28,11308.2,0.0,0.0,0.0,0.0,16902.58,4.65,54211.05,6316.59,15218.32,0.0,1716.37,1639.15,2928.2,55673.06,74251.44,423371.93,9554.31,0.0,0.0,0.0,0.0,0.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821814.0,0.0,0.0,0.0,0.0,0.0,0.0,378880.0,78506.0,0.0,0.0,95647.0,0.0,0.0,0.0,0.0,795806.48,0.0,0.0,0.0,0.0,169131.05,0.0,0.0,9840.13,0.0,0.0,412905.47,0.0,0.0,0.0,0.0,0.0,0.0,9840.13,0.0,0.0,0.0,0.0,0.0,552032.06,484484.53,-32346.53,429.7,73446.2,0.0
01612590111823,306888.0,0.0,97993.0,0.0,4640.0,0.0,73698.0,0.0,29417.0,29589.0,0.0,16205.0,41568.0,5756.0,13737.0,0.0,0.0,0.0,1496.0,148.0,103.0,8817.0,6174.0,54117.0,0.0,250.0,4630.0,6139.0,29134.0,12094.0,298487.0,11601.0,0.0,0.0,0.0,0.0,0.0,2431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516259.0,0.0,0.0,0.0,0.0,0.0,0.0,185499.0,61728.0,0.0,39133.0,31418.0,0.0,0.0,0.0,0.0,48462.0,0.0,0.0,0.0,0.0,176340.0,0.0,0.0,755.0,0.0,2633.0,98587.0,0.0,0.0,0.0,50000.0,0.0,0.0,755.0,0.0,78848.0,0.0,0.0,0.0,0.0,120885.74,3336.26,43692.0,70228.0,0.0
01612590111856,201732.0,0.0,0.0,0.0,0.0,0.0,0.0,108802.0,0.0,0.0,0.0,23963.0,16458.0,3957.0,4902.0,0.0,0.0,0.0,0.0,20795.0,0.0,29567.0,0.0,0.0,0.0,3486.0,1160.0,0.0,191072.0,237650.0,29100.0,2053.0,0.0,0.0,0.0,0.0,0.0,28450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574718.0,4249.0,0.0,0.0,0.0,0.0,0.0,202722.0,15702.0,0.0,0.0,54983.0,0.0,0.0,0.0,0.0,563438.0,0.0,0.0,0.0,0.0,237869.0,0.0,0.0,0.0,11900.0,204808.0,156106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861909.0,508179.0,81202.0,75000.0,166602.0,0.0
01612590114363,325570.0,0.0,0.0,0.0,0.0,0.0,55000.0,41709.0,0.0,0.0,0.0,33004.0,25300.0,5075.0,5885.0,0.0,0.0,0.0,0.0,33933.0,0.0,4046.0,0.0,0.0,0.0,0.0,150.0,4518.0,301835.0,237393.0,29650.0,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585508.0,3023.0,0.0,0.0,0.0,0.0,0.0,262022.0,144291.0,0.0,0.0,20191.0,0.0,0.0,0.0,0.0,697184.0,0.0,0.0,0.0,0.0,66220.0,0.0,0.0,0.0,70700.0,159464.0,131148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862420.0,120501.0,121202.0,180167.0,442036.0,0.0
01612590114454,302668.0,0.0,95724.0,0.0,0.0,0.0,0.0,9380.0,0.0,41185.0,0.0,14388.0,41329.0,3863.0,2961.0,0.0,0.0,0.0,0.0,17553.0,0.0,34177.0,0.0,0.0,0.0,425.0,2723.0,12481.0,186708.0,195539.0,45415.0,2190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470078.0,0.0,0.0,0.0,0.0,0.0,0.0,215880.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,68206.0,0.0,0.0,0.0,0.0,279653.0,0.0,0.0,0.0,10000.0,0.0,39670.0,0.0,279297.0,5386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33506.0,228936.0,-289513.0,46257.0,209319.0,0.0
01612590114868,210910.0,0.0,20306.0,0.0,0.0,0.0,54210.0,37546.0,0.0,0.0,0.0,22708.0,14110.0,6017.0,2611.0,0.0,0.0,0.0,0.0,0.0,37366.0,3576.0,0.0,0.0,0.0,3040.0,300.0,4518.0,228699.0,289768.0,127230.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301584.0,1649.0,0.0,0.0,0.0,0.0,0.0,106896.0,8289.0,0.0,0.0,35293.0,0.0,0.0,0.0,0.0,28731.0,0.0,0.0,66935.0,0.0,95560.0,0.0,0.0,23500.0,14000.0,197496.0,339439.0,0.0,0.0,0.0,0.0,0.0,0.0,23500.0,0.0,0.0,0.0,0.0,0.0,63283.0,160586.0,135193.0,156324.0,211913.0,0.0
01612590115014,1024615.33,0.0,193474.52,139646.04,0.0,0.0,57425.0,31901.23,0.0,0.0,0.0,109267.56,102802.12,8925.35,20157.26,0.0,0.0,0.0,53919.42,3584.06,3556.61,170738.37,14850.44,84580.11,0.0,72017.04,0.0,9497.87,104729.0,106278.39,261635.58,11801.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865994.0,9717.0,0.0,0.0,0.0,0.0,0.0,392074.0,0.0,0.0,52874.13,290524.0,200000.0,0.0,0.0,0.0,27595.57,0.0,0.0,0.0,0.0,4344.0,24021.0,0.0,5909.0,0.0,18635.26,11926.94,0.0,0.0,0.0,0.0,0.0,0.0,5909.0,0.0,0.0,0.0,0.0,0.0,62668.89,300535.0,-143315.0,466823.78,84382.27,0.0
01612590115238,429873.0,0.0,96975.0,15300.0,0.0,0.0,162395.0,69066.0,825.0,4577.0,0.0,60626.0,129926.0,0.0,4341.0,0.0,0.0,0.0,8869.0,8664.0,8602.0,57186.0,32809.0,0.0,0.0,47358.0,6464.0,8372.0,8515.0,228210.0,114577.0,4611.0,0.0,0.0,0.0,0.0,0.0,0.0,74318.0,0.0,0.0,0.0,0.0,151944.0,0.0,0.0,0.0,722373.0,4772.0,0.0,0.0,0.0,0.0,0.0,255283.0,46229.0,0.0,16218.0,52471.0,0.0,0.0,0.0,0.0,155032.0,0.0,0.0,0.0,0.0,212243.0,0.0,0.0,65021.0,0.0,5000.0,61083.0,0.0,416279.0,0.0,0.0,0.0,0.0,65021.0,0.0,0.0,0.0,0.0,0.0,-105087.0,186012.05,-2960.05,136544.0,149943.0,0.0
01612590115386,262188.0,41200.0,47408.0,0.0,26675.0,619.0,137602.0,36750.0,6187.0,0.0,0.0,38332.0,71385.0,2407.0,7740.0,0.0,0.0,0.0,14884.0,0.0,4587.0,13078.0,0.0,722.0,0.0,18335.0,6242.0,7901.0,90833.0,141390.0,5896.0,6457.0,0.0,0.0,0.0,0.0,0.0,13392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416266.0,0.0,0.0,0.0,0.0,0.0,0.0,149570.0,46676.0,0.0,0.0,0.0,250000.0,0.0,37542.0,0.0,0.0,0.0,0.0,0.0,0.0,185124.0,0.0,0.0,0.0,0.0,0.0,48317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174349.0,-182574.0,0.0,334541.0,114176.0,0.0
01612590116137,64875.02,0.0,0.0,0.0,0.0,0.0,41805.68,27804.94,90670.04,0.0,0.0,18916.04,10842.13,3104.81,3353.89,0.0,0.0,0.0,0.0,27760.26,64677.2,0.0,0.0,0.0,0.0,2296.77,13699.46,0.0,26003.84,89488.23,114493.78,1481.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118815.0,0.0,0.0,0.0,0.0,0.0,0.0,42692.0,134982.0,0.0,0.0,17439.0,0.0,0.0,0.0,0.0,155257.0,0.0,0.0,0.0,0.0,1440.0,0.0,0.0,0.0,11500.0,0.0,3103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165094.0,0.0,0.0,420083.54,14329.0,0.0
01612590118224,539928.37,124.72,153722.44,0.0,136439.82,63949.13,214.66,97114.92,52490.06,53205.39,27123.87,44978.03,116792.0,0.0,11322.25,0.0,0.0,0.0,6822.51,0.0,42815.63,95514.99,0.0,82751.55,0.0,13832.78,150.0,2862.71,24402.39,142263.57,269319.28,8602.38,0.0,0.0,0.0,0.0,0.0,80106.14,0.0,0.0,266757.57,0.0,82878.76,0.0,0.0,0.0,0.0,896908.0,0.0,0.0,0.0,0.0,0.0,0.0,380138.0,391720.93,0.0,54181.27,0.0,0.0,0.0,0.0,0.0,-262685.22,0.0,0.0,0.0,0.0,367836.17,0.0,0.0,0.0,0.0,250605.76,248132.4,0.0,94547.14,0.0,95278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82200.83,0.0,0.0,238980.8,125062.09,94720.0
01612590130518,576949.44,0.0,142338.8,0.0,131361.41,0.0,135309.23,6681.18,0.0,0.0,0.0,82575.93,92188.91,4234.64,17105.82,0.0,0.0,0.0,22476.55,0.0,35006.0,23304.0,9283.0,23467.0,0.0,9640.0,7442.0,8808.0,126204.0,99133.0,159445.0,15132.0,0.0,0.0,0.0,0.0,0.0,67878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735207.0,-67662.0,0.0,0.0,0.0,0.0,0.0,344751.0,68103.0,0.0,0.0,99017.0,0.0,0.0,0.0,0.0,257311.0,0.0,0.0,0.0,0.0,272421.8,0.0,0.0,0.0,0.0,0.0,9457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520275.8,381083.84,0.16,256744.71,394122.0,0.0
01612590130617,1657581.38,0.0,226681.7,59588.75,19377.21,60034.7,71720.12,204783.88,451953.42,186075.41,6761.76,60615.91,327393.36,27176.41,31586.0,0.0,0.0,0.0,0.0,6767.85,80411.45,161402.44,13219.92,176316.83,0.0,29332.26,6893.43,37208.0,143537.16,198198.96,729364.23,14914.89,239489.14,50335.01,0.0,300225.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111829.98,20977.01,0.0,0.0,0.0,0.0,0.0,823571.0,3136.0,0.0,140740.88,249207.42,0.0,0.0,0.0,0.0,1049034.14,200.0,0.0,0.0,0.0,585557.2,0.0,0.0,76748.69,0.0,0.0,834411.68,0.0,0.0,161160.71,0.0,200.0,0.0,76748.69,0.0,0.0,0.0,0.0,0.0,639018.61,903284.97,0.03,1283796.28,397025.62,0.0
01612590130633,988702.0,0.0,597873.0,300658.0,117982.0,0.0,0.0,0.0,197562.0,0.0,0.0,32149.0,157600.0,6472.0,0.0,182584.0,0.0,0.0,4953.0,83987.0,0.0,122878.0,14991.0,168455.0,0.0,4795.0,8725.0,52778.0,53943.0,403094.0,700012.0,22731.0,0.0,0.0,0.0,0.0,0.0,1742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586817.0,0.0,0.0,0.0,0.0,0.0,0.0,729065.0,177010.0,0.0,96034.0,159782.0,0.0,0.0,0.0,0.0,518928.0,0.0,0.0,0.0,0.0,1230644.0,0.0,0.0,10543.0,0.0,48566.0,334426.0,0.0,0.0,41499.0,0.0,0.0,0.0,10543.0,0.0,0.0,0.0,0.0,0.0,1422213.0,1306433.0,-46893.0,253880.0,987365.0,70972.0
01612590130666,1052843.03,112.84,247966.61,60095.62,247077.71,1562.5,0.0,216516.47,187628.9,116441.37,36970.93,78445.41,233489.44,0.0,22530.22,0.0,0.0,0.0,12398.32,0.0,57458.11,166692.88,0.0,193245.64,0.0,7467.21,47932.8,70372.79,66319.87,20511.45,1182580.74,18635.89,0.0,0.0,0.0,0.0,0.0,361497.29,0.0,0.0,669692.73,0.0,49578.81,0.0,0.0,0.0,0.0,2240908.0,-82660.0,0.0,0.0,0.0,0.0,0.0,865809.0,374337.62,0.0,121359.09,235157.0,0.0,0.0,0.0,0.0,121090.12,0.0,0.0,0.0,0.0,1164529.14,0.0,0.0,0.0,25095.92,8876635.29,736540.72,0.0,165000.0,0.0,8845000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440809.75,727940.07,-0.07,186181.49,724706.13,151812.0
01612593030772,1152611.16,0.0,151833.41,26029.27,683192.44,0.0,0.0,749902.32,47990.0,128770.92,0.0,113695.91,245006.7,12543.87,25778.72,0.0,0.0,0.0,0.0,29809.62,22411.43,107426.51,188604.36,56982.34,24956.0,6692.39,4480.0,41899.82,261631.62,420358.04,232892.26,30378.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29400.0,0.0,191390.0,0.0,221807.52,0.0,0.0,0.0,1667303.0,33999.0,0.0,0.0,0.0,0.0,0.0,658308.0,401855.0,0.0,0.0,157127.0,0.0,0.0,0.0,0.0,369604.78,0.0,635387.22,0.0,0.0,675444.03,0.0,0.0,8931419.1,39547.97,6479977.56,736780.79,0.0,800407.0,0.0,3763065.0,0.0,0.0,8931419.1,0.0,0.0,0.0,0.0,0.0,2899708.77,9777383.02,-373496.02,4244832.77,302274.37,0.0
