Id,Id2,Geography,Total:,Income in 1999 below poverty level:,Income in 1999 below poverty level: - Under 5 years,Income in 1999 below poverty level: - 5 years,Income in 1999 below poverty level: - 6 to 11 years,Income in 1999 below poverty level: - 12 to 17 years,Income in 1999 below poverty level: - 18 to 64 years,Income in 1999 below poverty level: - 65 to 74 years,Income in 1999 below poverty level: - 75 years and over,Income in 1999 at or above poverty level:,Income in 1999 at or above poverty level: - Under 5 years,Income in 1999 at or above poverty level: - 5 years,Income in 1999 at or above poverty level: - 6 to 11 years,Income in 1999 at or above poverty level: - 12 to 17 years,Income in 1999 at or above poverty level: - 18 to 64 years,Income in 1999 at or above poverty level: - 65 to 74 years,Income in 1999 at or above poverty level: - 75 years and over
8600000US92203,92203,ZCTA5 92203,2643,443,71,21,133,0,202,16,0,2200,116,43,184,163,1146,362,186
8600000US92210,92210,ZCTA5 92210,3814,129,0,0,0,10,72,16,31,3685,75,44,52,116,1617,1000,781
8600000US92211,92211,ZCTA5 92211,19454,1216,97,17,53,68,758,77,146,18238,593,102,909,588,8734,4416,2896
8600000US92220,92220,ZCTA5 92220,24838,4832,525,139,725,671,2356,182,234,20006,1192,259,1665,1351,9762,3147,2630
8600000US92223,92223,ZCTA5 92223,17226,2585,375,68,387,276,1257,75,147,14641,760,189,1272,1313,8431,1551,1125
8600000US92225,92225,ZCTA5 92225,16066,3496,466,75,448,340,1789,185,193,12570,1008,214,1362,1293,7437,804,452
8600000US92227,92227,ZCTA5 92227,23154,6055,670,153,1056,781,3096,155,144,17099,1348,262,1762,1798,10027,1185,717
8600000US92230,92230,ZCTA5 92230,2385,767,31,14,69,68,504,47,34,1618,84,53,215,183,907,116,60
8600000US92231,92231,ZCTA5 92231,27660,7058,645,119,1137,1040,3615,337,165,20602,1456,432,2292,2428,11431,1596,967
8600000US92233,92233,ZCTA5 92233,3785,846,97,33,103,146,418,23,26,2939,247,80,351,312,1678,132,139
8600000US92234,92234,ZCTA5 92234,42938,5758,646,109,848,556,3183,223,193,37180,2980,547,3930,3486,21193,2761,2283
8600000US92236,92236,ZCTA5 92236,22706,6578,957,199,1164,926,3041,188,103,16128,1530,355,2126,1924,9360,547,286
8600000US92239,92239,ZCTA5 92239,544,57,6,2,6,4,39,0,0,487,34,11,73,28,254,54,33
8600000US92240,92240,ZCTA5 92240,22461,5399,631,123,852,655,2761,150,227,17062,1293,200,1757,1404,9519,1721,1168
8600000US92241,92241,ZCTA5 92241,5618,950,40,26,89,110,531,62,92,4668,252,53,363,227,2334,751,688
8600000US92242,92242,ZCTA5 92242,1546,291,20,3,23,30,172,20,23,1255,50,5,68,55,575,271,231
8600000US92243,92243,ZCTA5 92243,42003,8978,1116,228,1421,1233,4418,355,207,33025,2474,574,3614,3688,19328,2066,1281
8600000US92249,92249,ZCTA5 92249,3550,799,92,10,108,132,405,39,13,2751,190,57,341,315,1600,171,77
8600000US92250,92250,ZCTA5 92250,7904,1290,127,30,216,201,648,29,39,6614,497,129,786,743,3638,445,376
8600000US92251,92251,ZCTA5 92251,9975,1107,114,26,180,147,603,11,26,8868,756,197,965,1001,5396,357,196
8600000US92252,92252,ZCTA5 92252,7908,1573,113,46,163,148,945,81,77,6335,273,64,518,480,3456,718,826
8600000US92253,92253,ZCTA5 92253,23895,1901,200,72,220,296,959,49,105,21994,1671,320,2260,1795,12888,2027,1033
8600000US92254,92254,ZCTA5 92254,8444,3751,397,118,643,482,2071,30,10,4693,440,99,529,505,2750,245,125
8600000US92256,92256,ZCTA5 92256,3557,776,64,40,158,100,349,23,42,2781,96,21,302,170,1774,245,173
8600000US92257,92257,ZCTA5 92257,2689,560,30,6,31,56,329,45,63,2129,89,14,83,167,867,537,372
8600000US92258,92258,ZCTA5 92258,616,176,22,9,45,34,36,17,13,440,26,0,53,47,291,9,14
8600000US92259,92259,ZCTA5 92259,495,56,0,0,0,0,40,5,11,439,30,6,31,6,236,75,55
8600000US92260,92260,ZCTA5 92260,29152,2984,189,20,207,259,1906,224,179,26168,999,229,1397,1327,13527,4198,4491
8600000US92262,92262,ZCTA5 92262,24399,4278,457,117,507,356,2409,223,209,20121,960,208,1278,1229,12075,2288,2083
8600000US92264,92264,ZCTA5 92264,18981,2297,243,24,212,210,1275,156,177,16684,396,132,511,596,8968,2993,3088
8600000US92266,92266,ZCTA5 92266,340,132,6,0,27,32,63,0,4,208,10,0,0,20,122,32,24
8600000US92267,92267,ZCTA5 92267,112,10,0,0,0,0,10,0,0,102,9,0,11,5,77,0,0
8600000US92268,92268,ZCTA5 92268,279,22,0,0,0,0,22,0,0,257,0,0,19,41,155,25,17
8600000US92270,92270,ZCTA5 92270,12292,723,46,12,47,14,428,64,112,11569,287,88,386,346,5294,2632,2536
8600000US92273,92273,ZCTA5 92273,1583,413,60,10,84,61,178,8,12,1170,89,13,136,152,689,71,20
8600000US92274,92274,ZCTA5 92274,17111,6047,815,159,1022,884,3054,89,24,11064,1027,224,1266,1124,6558,578,287
8600000US92275,92275,ZCTA5 92275,803,231,9,0,66,27,94,0,35,572,0,0,25,15,281,149,102
8600000US92276,92276,ZCTA5 92276,6306,754,46,7,94,76,379,79,73,5552,266,57,456,379,2756,832,806
8600000US92277,92277,ZCTA5 92277,16919,3065,466,26,549,274,1539,94,117,13854,1032,208,1214,1128,8682,933,657
8600000US92278,92278,ZCTA5 92278,4603,443,190,3,18,10,222,0,0,4160,762,92,521,233,2547,5,0
8600000US92280,92280,ZCTA5 92280,48,21,0,8,0,0,13,0,0,27,4,0,4,11,8,0,0
8600000US92281,92281,ZCTA5 92281,2360,613,75,9,125,91,279,19,15,1747,125,39,163,183,1026,115,96
8600000US92282,92282,ZCTA5 92282,880,205,0,0,16,89,78,12,10,675,30,0,7,0,426,163,49
8600000US92283,92283,ZCTA5 92283,3602,1227,153,26,214,130,611,56,37,2375,141,14,243,235,1297,265,180
8600000US92284,92284,ZCTA5 92284,20449,3878,397,70,396,396,2209,188,222,16571,724,141,1272,1589,8727,1960,2158
8600000US92285,92285,ZCTA5 92285,2133,532,23,0,50,37,372,37,13,1601,71,10,16,189,902,283,130
8600000US922HH,922HH,ZCTA5 922HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US922XX,922XX,ZCTA5 922XX,104,20,1,0,0,0,14,5,0,84,0,0,0,4,70,10,0
8600000US92301,92301,ZCTA5 92301,17109,4212,541,107,757,649,1993,106,59,12897,1297,302,1889,1220,7273,673,243
8600000US92304,92304,ZCTA5 92304,13,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0
8600000US92305,92305,ZCTA5 92305,211,0,0,0,0,0,0,0,0,211,5,0,42,17,136,7,4
8600000US92307,92307,ZCTA5 92307,31491,5195,618,193,831,620,2744,89,100,26296,1472,406,2539,2608,15053,2467,1751
8600000US92308,92308,ZCTA5 92308,28578,5182,639,72,702,947,2551,160,111,23396,1363,452,2377,2512,12940,2201,1551
8600000US92309,92309,ZCTA5 92309,655,165,14,0,26,19,106,0,0,490,48,6,80,41,286,27,2
8600000US92310,92310,ZCTA5 92310,8024,294,111,14,35,6,128,0,0,7730,1318,273,987,598,4546,0,8
8600000US92311,92311,ZCTA5 92311,30585,5163,631,152,848,712,2667,95,58,25422,1677,395,2577,2348,15248,2102,1075
8600000US92313,92313,ZCTA5 92313,10978,693,11,29,70,133,395,37,18,10285,658,107,1002,919,6632,569,398
8600000US92314,92314,ZCTA5 92314,9743,859,98,16,106,124,500,0,15,8884,418,53,766,877,5423,894,453
8600000US92315,92315,ZCTA5 92315,5342,706,47,17,80,69,441,22,30,4636,242,44,340,324,2746,602,338
8600000US92316,92316,ZCTA5 92316,25571,5569,655,138,882,802,2877,156,59,20002,1590,360,2544,2326,11703,852,627
8600000US92317,92317,ZCTA5 92317,2172,24,0,0,0,0,24,0,0,2148,255,89,203,189,1261,103,48
8600000US92318,92318,ZCTA5 92318,213,0,0,0,0,0,0,0,0,213,7,0,36,12,153,0,5
8600000US92320,92320,ZCTA5 92320,7500,894,35,28,124,129,400,76,102,6606,277,116,498,548,3478,689,1000
8600000US92321,92321,ZCTA5 92321,541,117,0,0,0,11,106,0,0,424,0,8,19,94,252,11,40
8600000US92323,92323,ZCTA5 92323,11,0,0,0,0,0,0,0,0,11,0,0,0,6,2,3,0
8600000US92324,92324,ZCTA5 92324,51944,9570,1279,179,1529,1213,5018,229,123,42374,3608,710,4977,4137,25579,1957,1406
8600000US92325,92325,ZCTA5 92325,10512,995,113,11,113,157,562,11,28,9517,536,86,881,925,6279,605,205
8600000US92327,92327,ZCTA5 92327,675,223,5,4,4,20,140,0,50,452,24,9,33,39,276,64,7
8600000US92328,92328,ZCTA5 92328,354,29,0,0,0,9,20,0,0,325,9,0,11,33,252,20,0
8600000US92332,92332,ZCTA5 92332,148,27,11,0,0,0,16,0,0,121,0,0,7,16,92,2,4
8600000US92333,92333,ZCTA5 92333,447,52,0,0,0,7,25,10,10,395,19,0,33,14,233,79,17
8600000US92335,92335,ZCTA5 92335,81570,16767,2392,565,2932,1936,8404,293,245,64803,6092,1399,8163,6863,37980,2443,1863
8600000US92336,92336,ZCTA5 92336,54372,6444,706,229,1080,857,3381,111,80,47928,4367,1107,6647,5539,28393,1202,673
8600000US92337,92337,ZCTA5 92337,29725,2419,247,59,317,332,1316,86,62,27306,2697,634,3850,3045,16333,477,270
8600000US92338,92338,ZCTA5 92338,19,0,0,0,0,0,0,0,0,19,0,0,0,0,8,0,11
8600000US92339,92339,ZCTA5 92339,1027,200,8,6,44,28,105,9,0,827,57,0,64,105,577,17,7
8600000US92341,92341,ZCTA5 92341,288,68,0,0,5,36,27,0,0,220,0,0,6,31,140,43,0
8600000US92342,92342,ZCTA5 92342,5061,401,62,15,21,9,182,80,32,4660,264,89,397,361,2535,657,357
8600000US92345,92345,ZCTA5 92345,68115,8957,1085,193,1391,1066,4765,265,192,59158,4170,921,6585,6268,34517,3969,2728
8600000US92346,92346,ZCTA5 92346,46430,7220,989,229,1136,759,3758,182,167,39210,2575,733,3963,4181,23955,2207,1596
8600000US92347,92347,ZCTA5 92347,1871,340,15,12,61,42,204,6,0,1531,69,30,100,187,950,109,86
8600000US92352,92352,ZCTA5 92352,9495,788,44,0,118,125,432,47,22,8707,440,155,846,981,5263,748,274
8600000US92354,92354,ZCTA5 92354,17557,2840,208,57,257,375,1816,76,51,14717,872,239,1201,979,9058,927,1441
8600000US92356,92356,ZCTA5 92356,5221,1015,97,46,71,75,639,51,36,4206,183,23,436,424,2300,449,391
8600000US92358,92358,ZCTA5 92358,1042,148,27,0,6,11,102,0,2,894,6,4,36,97,589,92,70
8600000US92359,92359,ZCTA5 92359,7250,780,89,20,93,121,447,0,10,6470,452,78,619,778,3905,410,228
8600000US92363,92363,ZCTA5 92363,5455,1430,94,59,198,204,753,56,66,4025,277,55,212,361,2313,479,328
8600000US92364,92364,ZCTA5 92364,162,38,7,0,10,0,21,0,0,124,9,4,8,2,91,6,4
8600000US92365,92365,ZCTA5 92365,2774,514,37,16,39,43,325,40,14,2260,116,25,171,188,1344,247,169
8600000US92368,92368,ZCTA5 92368,906,319,43,11,54,64,139,6,2,587,33,5,52,59,369,42,27
8600000US92371,92371,ZCTA5 92371,12149,1538,118,26,324,103,892,60,15,10611,535,138,1191,1263,6384,710,390
8600000US92372,92372,ZCTA5 92372,4135,489,30,0,32,34,353,19,21,3646,191,80,372,391,2093,343,176
8600000US92373,92373,ZCTA5 92373,30622,2521,254,43,265,205,1484,60,210,28101,1517,296,1940,2157,18011,1978,2202
8600000US92374,92374,ZCTA5 92374,35052,4456,438,48,764,563,2492,79,72,30596,1970,518,3086,3165,18718,1655,1484
8600000US92376,92376,ZCTA5 92376,75037,15080,1847,452,2637,2375,7246,317,206,59957,5144,1021,7862,6662,34921,2595,1752
8600000US92377,92377,ZCTA5 92377,18407,1320,74,4,202,163,824,45,8,17087,1292,377,2233,2047,10080,760,298
8600000US92382,92382,ZCTA5 92382,5179,479,29,0,35,47,325,36,7,4700,254,56,397,499,3102,284,108
8600000US92384,92384,ZCTA5 92384,108,4,0,0,0,0,4,0,0,104,0,0,5,8,67,17,7
8600000US92386,92386,ZCTA5 92386,1997,459,27,10,102,91,229,0,0,1538,75,26,201,112,911,154,59
8600000US92389,92389,ZCTA5 92389,145,56,0,4,9,4,22,12,5,89,0,0,0,0,43,10,36
8600000US92392,92392,ZCTA5 92392,62604,10551,1240,355,1762,1325,5102,395,372,52053,3638,971,5792,5173,29532,3835,3112
8600000US92394,92394,ZCTA5 92394,11898,2268,426,65,335,315,1056,66,5,9630,705,156,1238,1151,5436,647,297
8600000US92397,92397,ZCTA5 92397,4301,310,45,0,31,22,163,25,24,3991,210,27,459,477,2429,269,120
8600000US92398,92398,ZCTA5 92398,1193,319,44,0,32,57,164,11,11,874,41,7,76,86,535,82,47
8600000US92399,92399,ZCTA5 92399,40879,4545,377,82,575,498,2584,167,262,36334,2271,609,3387,3665,20785,2586,3031
8600000US923HH,923HH,ZCTA5 923HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US923XX,923XX,ZCTA5 923XX,119,8,0,0,0,0,5,0,3,111,8,4,10,9,60,8,12
8600000US92401,92401,ZCTA5 92401,1714,649,70,9,65,64,406,26,9,1065,115,11,83,53,672,76,55
8600000US92404,92404,ZCTA5 92404,52514,15101,2149,492,2976,1707,7246,244,287,37413,2856,572,4028,3307,21978,2365,2307
8600000US92405,92405,ZCTA5 92405,24193,7194,1233,220,1196,852,3461,127,105,16999,1404,345,1709,1630,10190,862,859
8600000US92407,92407,ZCTA5 92407,47230,9389,909,279,1318,1274,5299,164,146,37841,3135,798,4209,4176,23066,1501,956
8600000US92408,92408,ZCTA5 92408,11811,4067,637,116,745,328,2148,40,53,7744,604,136,842,744,4665,478,275
8600000US92410,92410,ZCTA5 92410,43060,16079,2560,481,2858,2117,7634,295,134,26981,2542,529,3354,2687,15614,1211,1044
8600000US92411,92411,ZCTA5 92411,23080,8062,1176,244,1475,1109,3749,166,143,15018,1120,307,1916,1687,8073,1060,855
8600000US92501,92501,ZCTA5 92501,17887,3864,389,88,536,435,2212,118,86,14023,1059,297,1410,1149,8761,702,645
8600000US92503,92503,ZCTA5 92503,70550,9153,1095,254,1233,1151,4961,264,195,61397,5073,900,7034,6440,37370,2617,1963
8600000US92504,92504,ZCTA5 92504,44966,5917,646,116,978,713,3096,211,157,39049,2384,534,3958,3799,23693,2301,2380
8600000US92505,92505,ZCTA5 92505,37640,4596,469,108,739,549,2592,35,104,33044,2557,528,3575,3190,20441,1648,1105
8600000US92506,92506,ZCTA5 92506,41947,3757,300,75,519,469,2130,53,211,38190,2085,471,3512,3632,23865,2430,2195
8600000US92507,92507,ZCTA5 92507,46248,13833,1290,318,1847,1025,8989,185,179,32415,2673,489,2532,2521,21110,1914,1176
8600000US92508,92508,ZCTA5 92508,17049,900,68,8,108,169,537,10,0,16149,1312,314,2078,1778,9721,510,436
8600000US92509,92509,ZCTA5 92509,63067,11246,1289,308,2236,1527,5520,265,101,51821,3940,949,5936,5394,31971,2115,1516
8600000US92518,92518,ZCTA5 92518,938,21,4,4,0,0,7,0,6,917,13,6,61,42,198,76,521
8600000US92530,92530,ZCTA5 92530,38447,6356,769,116,1041,722,3373,208,127,32091,2527,682,3767,3395,18854,1550,1316
8600000US92532,92532,ZCTA5 92532,4223,361,28,0,43,36,193,39,22,3862,312,32,484,357,2425,165,87
8600000US92536,92536,ZCTA5 92536,2236,420,31,12,97,31,223,15,11,1816,135,47,159,155,922,303,95
8600000US92539,92539,ZCTA5 92539,3722,615,39,7,95,99,320,41,14,3107,154,34,243,240,1745,438,253
8600000US92543,92543,ZCTA5 92543,28990,6080,755,235,823,533,3078,218,438,22910,1394,288,2058,1377,10851,2607,4335
8600000US92544,92544,ZCTA5 92544,38507,5535,393,121,932,754,2724,245,366,32972,1793,448,3014,3112,17576,3374,3655
8600000US92545,92545,ZCTA5 92545,25374,2673,212,65,285,130,1241,239,501,22701,1008,174,1435,1180,9327,4032,5545
8600000US92548,92548,ZCTA5 92548,4111,969,84,30,190,120,489,20,36,3142,154,24,254,142,1528,493,547
8600000US92549,92549,ZCTA5 92549,3635,456,58,6,54,36,273,4,25,3179,90,25,219,224,1989,393,239
8600000US92551,92551,ZCTA5 92551,22995,2939,361,97,521,433,1403,74,50,20056,1653,550,2784,2485,11546,650,388
8600000US92553,92553,ZCTA5 92553,60868,12003,1679,364,2231,1740,5683,239,67,48865,4105,917,6141,5994,29327,1393,988
8600000US92555,92555,ZCTA5 92555,12522,1102,89,31,147,229,544,10,52,11420,702,120,1194,1474,7115,514,301
8600000US92557,92557,ZCTA5 92557,45941,4211,451,47,643,575,2292,109,94,41730,3063,786,4825,5103,25674,1459,820
8600000US92561,92561,ZCTA5 92561,1486,111,6,0,0,9,96,0,0,1375,42,3,88,168,905,83,86
8600000US92562,92562,ZCTA5 92562,35994,1417,112,23,145,154,761,68,154,34577,2470,748,4215,3872,19323,2646,1303
8600000US92563,92563,ZCTA5 92563,17447,1226,185,9,171,160,569,82,50,16221,1166,339,1843,1709,8939,1243,982
8600000US92567,92567,ZCTA5 92567,7178,914,134,22,124,162,419,47,6,6264,354,61,680,640,3811,510,208
8600000US92570,92570,ZCTA5 92570,36437,9103,1172,177,1598,1129,4438,323,266,27334,1745,531,3272,2766,15990,1830,1200
8600000US92571,92571,ZCTA5 92571,25786,4281,595,154,803,545,2023,112,49,21505,2077,587,2975,2317,12339,690,520
8600000US92582,92582,ZCTA5 92582,4196,686,127,14,54,50,331,47,63,3510,203,79,356,398,1819,304,351
8600000US92583,92583,ZCTA5 92583,21571,4729,482,152,731,493,2436,230,205,16842,1312,315,1571,1421,8949,1684,1590
8600000US92584,92584,ZCTA5 92584,14237,711,7,14,106,81,450,16,37,13526,980,285,1756,1310,7487,1166,542
8600000US92585,92585,ZCTA5 92585,8383,1140,75,6,158,166,561,72,102,7243,484,94,706,597,3833,875,654
8600000US92586,92586,ZCTA5 92586,17970,1600,94,9,199,134,611,206,347,16370,528,129,758,821,5690,3643,4801
8600000US92587,92587,ZCTA5 92587,13291,1039,89,16,136,146,576,41,35,12252,724,139,1258,1230,7187,968,746
8600000US92590,92590,ZCTA5 92590,2842,698,114,17,104,66,390,7,0,2144,132,42,227,159,1292,202,90
8600000US92591,92591,ZCTA5 92591,25387,1821,284,60,176,145,1075,47,34,23566,1742,357,2955,2602,14076,1026,808
8600000US92592,92592,ZCTA5 92592,46425,1905,154,59,337,116,1153,40,46,44520,3985,963,5571,4842,26091,2104,964
8600000US92595,92595,ZCTA5 92595,18970,1695,151,42,236,217,963,35,51,17275,1043,221,1861,1820,9780,1359,1191
8600000US92596,92596,ZCTA5 92596,3973,283,7,0,24,40,163,49,0,3690,333,76,332,422,2223,234,70
8600000US925HH,925HH,ZCTA5 925HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US925XX,925XX,ZCTA5 925XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US92602,92602,ZCTA5 92602,2798,116,9,0,35,0,62,10,0,2682,298,52,220,134,1916,52,10
8600000US92604,92604,ZCTA5 92604,27413,1409,50,43,121,97,956,34,108,26004,1468,421,2515,2580,16764,1222,1034
8600000US92606,92606,ZCTA5 92606,17662,1330,95,26,102,51,956,66,34,16332,1170,296,1430,1246,11427,431,332
8600000US92610,92610,ZCTA5 92610,10933,173,4,28,36,8,97,0,0,10760,1274,281,1232,560,7240,123,50
8600000US92612,92612,ZCTA5 92612,34115,6482,193,32,166,265,5714,46,66,27633,1248,324,1937,2379,18642,1576,1527
8600000US92614,92614,ZCTA5 92614,22290,1364,80,0,130,135,971,19,29,20926,1248,258,1967,1992,14341,752,368
8600000US92618,92618,ZCTA5 92618,5327,445,19,10,32,20,330,14,20,4882,304,59,265,203,3532,232,287
8600000US92620,92620,ZCTA5 92620,26302,1230,75,6,195,123,712,25,94,25072,1687,316,2561,2569,16173,951,815
8600000US92624,92624,ZCTA5 92624,7443,619,49,9,37,87,375,13,49,6824,388,38,594,599,4400,385,420
8600000US92625,92625,ZCTA5 92625,13070,498,6,9,18,72,264,35,94,12572,491,107,757,606,8160,1196,1255
8600000US92626,92626,ZCTA5 92626,46167,4174,233,75,332,303,3016,92,123,41993,2455,542,2875,2695,29040,2692,1694
8600000US92627,92627,ZCTA5 92627,61459,9369,800,260,1120,992,5859,123,215,52090,3940,759,4301,2977,36071,2104,1938
8600000US92629,92629,ZCTA5 92629,27316,1677,77,0,90,182,1171,106,51,25639,1337,255,1605,1622,17438,1993,1389
8600000US92630,92630,ZCTA5 92630,58315,3099,260,70,241,279,2046,90,113,55216,3706,932,5362,4736,36126,2358,1996
8600000US92646,92646,ZCTA5 92646,56369,2216,137,51,199,180,1346,119,184,54153,2966,564,4527,4090,35315,3796,2895
8600000US92647,92647,ZCTA5 92647,58381,6334,635,159,867,592,3865,157,59,52047,3734,743,4332,3978,34778,2833,1649
8600000US92648,92648,ZCTA5 92648,42119,2502,134,40,179,164,1810,78,97,39617,2226,335,2588,2182,28936,1843,1507
8600000US92649,92649,ZCTA5 92649,32227,1327,48,9,73,73,973,53,98,30900,1540,383,2163,1823,21065,2314,1612
8600000US92651,92651,ZCTA5 92651,24929,1230,30,19,69,84,893,30,105,23699,941,229,1354,1276,16693,1673,1533
8600000US92653,92653,ZCTA5 92653,47611,2466,107,6,187,142,1011,203,810,45145,1739,284,3086,2651,20545,5315,11525
8600000US92655,92655,ZCTA5 92655,8876,1808,205,30,188,279,968,84,54,7068,542,104,558,500,4554,438,372
8600000US92656,92656,ZCTA5 92656,41481,1245,118,47,125,141,780,22,12,40236,3916,694,3338,2330,28697,853,408
8600000US92657,92657,ZCTA5 92657,5752,100,0,0,16,11,53,20,0,5652,498,72,450,287,4018,207,120
8600000US92660,92660,ZCTA5 92660,28745,893,8,0,60,27,635,108,55,27852,1484,326,2156,1604,17220,2865,2197
8600000US92661,92661,ZCTA5 92661,4276,261,27,0,0,16,218,0,0,4015,126,21,209,132,2802,437,288
8600000US92662,92662,ZCTA5 92662,3115,100,0,0,0,1,94,5,0,3015,77,21,113,102,2000,329,373
8600000US92663,92663,ZCTA5 92663,21529,1412,53,0,17,52,1165,67,58,20117,694,131,989,803,14847,1314,1339
8600000US92672,92672,ZCTA5 92672,34673,3340,267,90,545,239,2044,50,105,31333,1699,553,2179,1861,20212,2549,2280
8600000US92673,92673,ZCTA5 92673,15181,440,0,22,59,48,247,23,41,14741,1116,319,1478,1332,8992,847,657
8600000US92675,92675,ZCTA5 92675,33863,3585,505,109,472,321,1992,68,118,30278,1731,387,2842,3114,18163,2037,2004
8600000US92676,92676,ZCTA5 92676,1791,25,0,0,0,3,22,0,0,1766,136,40,116,51,1344,62,17
8600000US92677,92677,ZCTA5 92677,62083,2495,240,33,189,146,1657,128,102,59588,4405,849,5827,4711,38604,3088,2104
8600000US92679,92679,ZCTA5 92679,32034,408,54,0,63,42,236,13,0,31626,3063,640,4279,3102,19548,710,284
8600000US92683,92683,ZCTA5 92683,87172,11532,1052,220,1395,1269,6876,406,314,75640,5139,1248,6283,5767,48514,5173,3516
8600000US92688,92688,ZCTA5 92688,42367,1248,116,21,167,118,751,54,21,41119,4440,659,4803,3086,26789,815,527
8600000US92691,92691,ZCTA5 92691,46277,2079,74,68,187,186,1177,55,332,44198,2945,625,4118,4005,28808,2078,1619
8600000US92692,92692,ZCTA5 92692,45973,1401,63,14,187,135,916,37,49,44572,3162,596,4576,4014,26442,2919,2863
8600000US92694,92694,ZCTA5 92694,433,12,0,0,0,0,12,0,0,421,60,14,61,21,265,0,0
8600000US926HH,926HH,ZCTA5 926HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US926XX,926XX,ZCTA5 926XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US92701,92701,ZCTA5 92701,57026,15044,1917,420,2409,1940,8098,134,126,41982,4356,921,5193,3623,25926,1116,847
8600000US92703,92703,ZCTA5 92703,66522,16329,2062,354,2539,1765,9130,229,250,50193,4456,835,5637,4760,31362,1972,1171
8600000US92704,92704,ZCTA5 92704,89674,15304,1760,318,2400,1830,8542,296,158,74370,6233,1301,8145,7048,47623,2689,1331
8600000US92705,92705,ZCTA5 92705,43298,4173,547,59,477,375,2499,71,145,39125,2784,585,3872,3181,23361,2876,2466
8600000US92706,92706,ZCTA5 92706,37263,6693,919,198,1182,740,3424,121,109,30570,2964,541,3274,2514,18839,1213,1225
8600000US92707,92707,ZCTA5 92707,60728,9261,976,136,1159,1115,5639,165,71,51467,4515,880,6085,5067,32496,1490,934
8600000US92708,92708,ZCTA5 92708,54201,2345,151,38,204,235,1342,203,172,51856,3098,573,4193,4075,34094,3458,2365
8600000US92780,92780,ZCTA5 92780,54752,5453,585,126,740,477,3265,101,159,49299,3648,885,4547,4050,31616,2529,2024
8600000US92782,92782,ZCTA5 92782,17470,436,22,0,50,27,288,33,16,17034,1382,278,1338,683,12678,451,224
8600000US927HH,927HH,ZCTA5 927HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US92801,92801,ZCTA5 92801,60000,9406,1054,285,1607,1008,4914,216,322,50594,4524,985,4974,3938,31349,2537,2287
8600000US92802,92802,ZCTA5 92802,44116,7981,1009,242,1259,985,4277,110,99,36135,3324,762,3533,2939,22792,1617,1168
8600000US92804,92804,ZCTA5 92804,80103,12180,1503,289,1577,1212,6952,320,327,67923,5612,1328,6144,5697,42791,3713,2638
8600000US92805,92805,ZCTA5 92805,67960,13277,1996,449,2050,1471,6997,147,167,54683,5003,1152,6127,4909,34009,1813,1670
8600000US92806,92806,ZCTA5 92806,33772,3876,469,86,559,316,2297,75,74,29896,2223,379,2757,2354,19518,1586,1079
8600000US92807,92807,ZCTA5 92807,36274,1587,84,13,187,166,994,87,56,34687,1990,393,2846,3072,22949,2053,1384
8600000US92808,92808,ZCTA5 92808,19541,434,10,0,44,100,263,5,12,19107,1783,392,1819,1331,12918,550,314
8600000US92821,92821,ZCTA5 92821,34043,1856,147,33,200,211,1065,74,126,32187,1864,473,2684,3086,20676,1939,1465
8600000US92823,92823,ZCTA5 92823,1179,17,0,0,0,8,9,0,0,1162,32,13,82,94,799,107,35
8600000US92831,92831,ZCTA5 92831,33497,4318,354,97,316,291,3128,49,83,29179,1822,395,2016,1814,20055,1697,1380
8600000US92832,92832,ZCTA5 92832,24160,3777,402,56,520,394,2255,45,105,20383,1578,428,1975,1376,13173,955,898
8600000US92833,92833,ZCTA5 92833,46014,5352,528,50,731,645,3063,198,137,40662,2918,589,3836,3770,25593,2301,1655
8600000US92835,92835,ZCTA5 92835,20384,883,45,7,40,73,620,43,55,19501,1178,200,1371,1353,11518,1914,1967
8600000US92840,92840,ZCTA5 92840,50024,5645,421,109,686,571,3415,269,174,44379,3331,795,4411,3405,27985,2555,1897
8600000US92841,92841,ZCTA5 92841,31268,3790,238,69,480,486,2251,120,146,27478,2134,416,2609,1998,17335,1711,1275
8600000US92843,92843,ZCTA5 92843,43093,8305,799,216,1126,1088,4590,254,232,34788,2893,622,3775,2716,22217,1634,931
8600000US92844,92844,ZCTA5 92844,23419,4215,401,66,474,520,2495,181,78,19204,1513,288,1814,1388,12625,1064,512
8600000US92845,92845,ZCTA5 92845,15896,602,15,21,52,103,334,24,53,15294,921,265,1380,1212,9361,1353,802
8600000US92860,92860,ZCTA5 92860,17154,812,47,14,76,63,586,20,6,16342,949,226,1580,1691,10546,901,449
8600000US92861,92861,ZCTA5 92861,6002,144,0,0,6,0,101,11,26,5858,235,90,625,559,3510,684,155
8600000US92865,92865,ZCTA5 92865,17942,1921,152,83,249,155,1218,35,29,16021,1025,290,1459,1319,10017,1185,726
