Id,Id2,Geography,Total:,Income in 1999 below poverty level:,Income in 1999 below poverty level: - Under 5 years,Income in 1999 below poverty level: - 5 years,Income in 1999 below poverty level: - 6 to 11 years,Income in 1999 below poverty level: - 12 to 17 years,Income in 1999 below poverty level: - 18 to 64 years,Income in 1999 below poverty level: - 65 to 74 years,Income in 1999 below poverty level: - 75 years and over,Income in 1999 at or above poverty level:,Income in 1999 at or above poverty level: - Under 5 years,Income in 1999 at or above poverty level: - 5 years,Income in 1999 at or above poverty level: - 6 to 11 years,Income in 1999 at or above poverty level: - 12 to 17 years,Income in 1999 at or above poverty level: - 18 to 64 years,Income in 1999 at or above poverty level: - 65 to 74 years,Income in 1999 at or above poverty level: - 75 years and over
8600000US91107,91107,ZCTA5 91107,32221,2312,140,17,189,237,1423,94,212,29909,1668,373,2255,1776,19399,2291,2147
8600000US91108,91108,ZCTA5 91108,13347,663,29,0,49,86,434,16,49,12684,675,192,1174,1388,7135,1065,1055
8600000US91201,91201,ZCTA5 91201,23770,4477,340,92,563,465,2670,211,136,19293,1037,310,1426,1337,12792,1349,1042
8600000US91202,91202,ZCTA5 91202,21977,2108,146,53,171,217,1237,160,124,19869,993,173,1201,1545,12770,1640,1547
8600000US91203,91203,ZCTA5 91203,14328,2426,133,41,294,185,1586,137,50,11902,679,117,839,837,7919,862,649
8600000US91204,91204,ZCTA5 91204,16718,3844,355,78,422,382,2285,192,130,12874,919,199,1054,700,8751,775,476
8600000US91205,91205,ZCTA5 91205,41126,10515,871,194,1270,1155,6047,494,484,30611,1543,366,2301,2232,20143,2271,1755
8600000US91206,91206,ZCTA5 91206,30767,3913,144,27,301,391,2549,282,219,26854,1306,305,1605,1680,17588,2269,2101
8600000US91207,91207,ZCTA5 91207,9838,620,61,0,53,34,354,60,58,9218,475,118,495,544,5976,813,797
8600000US91208,91208,ZCTA5 91208,16922,733,43,19,60,45,434,15,117,16189,981,302,1407,912,10242,1277,1068
8600000US91214,91214,ZCTA5 91214,29002,1606,58,55,163,236,893,150,51,27396,1541,443,2526,2946,16849,1614,1477
8600000US91301,91301,ZCTA5 91301,25009,986,80,23,141,92,599,18,33,24023,1404,370,2541,2880,15217,1020,591
8600000US91302,91302,ZCTA5 91302,23502,975,68,50,66,71,676,39,5,22527,1282,373,2417,2360,14188,1243,664
8600000US91303,91303,ZCTA5 91303,23115,4950,612,121,778,400,2936,64,39,18165,1579,337,1253,1436,12470,730,360
8600000US91304,91304,ZCTA5 91304,49234,6946,830,181,905,680,4053,121,176,42288,3089,599,3698,3542,27191,2660,1509
8600000US91306,91306,ZCTA5 91306,43518,5876,632,122,701,660,3428,204,129,37642,2668,537,3561,2939,24353,2098,1486
8600000US91307,91307,ZCTA5 91307,23256,1112,42,25,166,112,601,38,128,22144,1255,315,2066,1859,13595,1938,1116
8600000US91311,91311,ZCTA5 91311,34490,1899,110,18,155,187,1077,115,237,32591,1750,431,2488,2461,21635,2289,1537
8600000US91316,91316,ZCTA5 91316,27736,2801,138,48,251,224,1738,197,205,24935,1156,174,1472,1252,16122,2329,2430
8600000US91320,91320,ZCTA5 91320,37545,1876,185,47,224,185,1077,42,116,35669,2482,482,3441,2926,23211,1814,1313
8600000US91321,91321,ZCTA5 91321,29493,3940,378,101,482,416,2323,98,142,25553,1860,366,2206,1956,16119,1413,1633
8600000US91324,91324,ZCTA5 91324,25683,4161,429,150,551,435,2299,126,171,21522,1245,208,1915,1654,13623,1559,1318
8600000US91325,91325,ZCTA5 91325,30164,4133,254,30,228,283,3093,169,76,26031,1419,348,1900,1989,17165,1787,1423
8600000US91326,91326,ZCTA5 91326,28048,1197,91,7,96,152,741,55,55,26851,1401,270,2298,2281,17342,2108,1151
8600000US91331,91331,ZCTA5 91331,96191,18626,2244,406,2936,2276,10054,370,340,77565,6179,1479,8856,8113,47251,3535,2152
8600000US91335,91335,ZCTA5 91335,66996,9835,1032,306,1054,969,5823,311,340,57161,4028,890,5252,4513,36882,3105,2491
8600000US91340,91340,ZCTA5 91340,33526,6429,720,140,967,850,3397,165,190,27097,2320,527,3168,2839,16242,1119,882
8600000US91342,91342,ZCTA5 91342,78668,10334,872,249,1688,1251,5809,276,189,68334,5471,1131,7444,6426,42515,3344,2003
8600000US91343,91343,ZCTA5 91343,56597,12687,1605,324,2111,1456,6711,247,233,43910,3582,803,4371,3577,27207,2568,1802
8600000US91344,91344,ZCTA5 91344,47921,3227,179,31,367,329,2084,101,136,44694,2547,617,3899,3601,28342,3443,2245
8600000US91345,91345,ZCTA5 91345,16879,1521,92,43,125,230,845,79,107,15358,1171,225,1525,1230,9311,1121,775
8600000US91350,91350,ZCTA5 91350,39367,1819,132,27,219,231,1096,71,43,37548,2800,812,4349,3952,23428,1403,804
8600000US91351,91351,ZCTA5 91351,59201,3959,420,122,466,313,2462,81,95,55242,4734,1294,6378,4882,35386,1554,1014
8600000US91352,91352,ZCTA5 91352,45641,9486,986,265,1496,1184,5232,217,106,36155,2717,533,3622,3469,22908,1532,1374
8600000US91354,91354,ZCTA5 91354,17806,459,26,9,87,26,282,17,12,17347,1878,344,2174,1461,10900,431,159
8600000US91355,91355,ZCTA5 91355,24668,713,49,31,27,51,489,30,36,23955,1402,389,2319,2230,15459,1156,1000
8600000US91356,91356,ZCTA5 91356,26920,2996,189,65,295,304,1742,184,217,23924,1408,262,1553,1575,15451,2052,1623
8600000US91360,91360,ZCTA5 91360,41384,1927,112,42,136,169,1178,42,248,39457,2311,549,3764,3577,24214,2544,2498
8600000US91361,91361,ZCTA5 91361,18812,640,4,10,30,47,425,52,72,18172,888,219,1437,1349,11250,1677,1352
8600000US91362,91362,ZCTA5 91362,33030,1682,175,70,137,114,1044,105,37,31348,2205,395,3124,2728,20111,1597,1188
8600000US91364,91364,ZCTA5 91364,25672,1318,49,33,75,72,825,127,137,24354,1399,288,1761,1460,15904,1875,1667
8600000US91367,91367,ZCTA5 91367,36227,2654,39,15,153,221,1824,175,227,33573,1784,309,2226,2095,21460,3295,2404
8600000US91377,91377,ZCTA5 91377,14738,791,105,0,92,120,454,10,10,13947,960,273,1827,1494,8724,319,350
8600000US91381,91381,ZCTA5 91381,10175,345,30,9,58,12,210,14,12,9830,1021,220,1062,732,6416,281,98
8600000US91384,91384,ZCTA5 91384,14746,751,74,25,93,47,452,38,22,13995,1227,370,1677,1374,8833,381,133
8600000US913HH,913HH,ZCTA5 913HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US913XX,913XX,ZCTA5 913XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US91401,91401,ZCTA5 91401,40388,9027,912,210,1217,1055,5264,178,191,31361,2222,448,2359,2085,20856,1796,1595
8600000US91402,91402,ZCTA5 91402,65649,15638,2101,359,2479,1597,8586,271,245,50011,4765,1031,5720,4369,30695,1947,1484
8600000US91403,91403,ZCTA5 91403,21920,1723,72,7,39,56,1320,91,138,20197,1028,130,974,807,14340,1421,1497
8600000US91405,91405,ZCTA5 91405,50363,11866,1659,262,1671,960,6740,218,356,38497,3302,673,3770,2991,24826,1527,1408
8600000US91406,91406,ZCTA5 91406,49703,8898,1188,218,1326,795,4995,199,177,40805,3162,704,3646,2865,26969,1730,1729
8600000US91411,91411,ZCTA5 91411,23287,4821,647,56,696,422,2893,59,48,18466,1285,226,1623,1084,12811,749,688
8600000US91423,91423,ZCTA5 91423,29230,2286,54,12,113,212,1594,137,164,26944,1428,269,1546,1080,18863,1683,2075
8600000US91436,91436,ZCTA5 91436,13168,938,70,6,49,79,570,72,92,12230,598,99,884,788,7294,1411,1156
8600000US91501,91501,ZCTA5 91501,18294,2434,96,60,272,379,1375,147,105,15860,903,144,1175,1017,10936,913,772
8600000US91502,91502,ZCTA5 91502,11476,2078,109,7,271,181,1199,181,130,9398,507,118,870,739,5927,699,538
8600000US91504,91504,ZCTA5 91504,25551,2558,187,47,304,315,1619,39,47,22993,1232,291,1890,1861,14571,1601,1547
8600000US91505,91505,ZCTA5 91505,28959,1976,99,43,163,129,1249,146,147,26983,1296,239,1902,1792,18495,1376,1883
8600000US91506,91506,ZCTA5 91506,17900,1570,99,29,107,132,1024,92,87,16330,925,223,1153,1071,10664,1109,1185
8600000US91601,91601,ZCTA5 91601,36237,7739,773,207,751,802,4837,231,138,28498,1951,458,2163,1676,20160,1096,994
8600000US91602,91602,ZCTA5 91602,16738,1249,46,19,48,70,959,70,37,15489,685,85,723,391,12165,832,608
8600000US91604,91604,ZCTA5 91604,26041,1682,57,13,54,55,1183,89,231,24359,1132,168,1374,882,17522,1586,1695
8600000US91605,91605,ZCTA5 91605,56831,14402,1721,499,2194,1662,7845,266,215,42429,3336,603,4372,3895,26710,1938,1575
8600000US91606,91606,ZCTA5 91606,44922,9819,1107,144,1426,1141,5542,282,177,35103,2682,538,3348,2426,22808,1681,1620
8600000US91607,91607,ZCTA5 91607,27715,2943,157,43,196,152,1957,179,259,24772,1506,280,1695,1306,17004,1394,1587
8600000US91608,91608,ZCTA5 91608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US91701,91701,ZCTA5 91701,38732,1887,107,52,267,228,1071,117,45,36845,2305,618,3656,4316,23213,1636,1101
8600000US91702,91702,ZCTA5 91702,55178,9717,1205,265,1419,1056,5376,177,219,45461,3904,852,4815,4260,28180,2094,1356
8600000US91706,91706,ZCTA5 91706,75728,13745,1650,352,2004,1812,7332,331,264,61983,5473,1171,7148,6362,37882,2347,1600
8600000US91709,91709,ZCTA5 91709,66405,3419,283,49,517,547,1894,74,55,62986,5213,1165,7684,6173,40269,1649,833
8600000US91710,91710,ZCTA5 91710,65535,5397,600,176,700,630,2881,233,177,60138,4329,1054,6798,6469,37482,2423,1583
8600000US91711,91711,ZCTA5 91711,29424,2377,116,35,278,246,1522,89,91,27047,1155,277,2104,2607,16295,2311,2298
8600000US91719,91719,ZCTA5 91719,179,0,0,0,0,0,0,0,0,179,0,0,0,0,115,32,32
8600000US91722,91722,ZCTA5 91722,33695,3435,402,60,468,301,2033,100,71,30260,2162,405,3188,2929,18699,1631,1246
8600000US91723,91723,ZCTA5 91723,17327,2352,188,80,388,293,1281,77,45,14975,1206,196,1469,1098,9517,810,679
8600000US91724,91724,ZCTA5 91724,24517,1912,217,53,214,241,1008,66,113,22605,1560,347,2077,2035,14078,1499,1009
8600000US91730,91730,ZCTA5 91730,50004,5498,481,79,724,632,3295,132,155,44506,3288,828,4372,3955,29343,1642,1078
8600000US91731,91731,ZCTA5 91731,29787,7125,918,92,1339,831,3606,190,149,22662,1884,331,2220,2041,14287,1041,858
8600000US91732,91732,ZCTA5 91732,61780,15627,2011,422,2477,1991,8261,251,214,46153,3948,774,5049,4119,28709,2178,1376
8600000US91733,91733,ZCTA5 91733,45105,11383,1411,246,1943,1215,6203,220,145,33722,2909,509,3996,3173,20820,1436,879
8600000US91737,91737,ZCTA5 91737,23049,1233,134,6,146,121,769,26,31,21816,1242,284,2367,2650,14042,718,513
8600000US91739,91739,ZCTA5 91739,12826,322,0,8,42,47,183,28,14,12504,1040,190,1538,1458,7844,288,146
8600000US91740,91740,ZCTA5 91740,24395,1736,194,26,192,171,993,87,73,22659,1536,287,2260,2220,14183,1301,872
8600000US91741,91741,ZCTA5 91741,24991,1146,78,30,128,135,652,37,86,23845,1263,307,2441,2256,14328,1812,1438
8600000US91743,91743,ZCTA5 91743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US91744,91744,ZCTA5 91744,83681,13546,1519,402,2156,1840,7071,350,208,70135,5551,1241,7829,7449,42832,3355,1878
8600000US91745,91745,ZCTA5 91745,53171,4952,303,73,445,632,2866,321,312,48219,2697,601,4101,4509,30647,3585,2079
8600000US91746,91746,ZCTA5 91746,30624,4951,492,122,707,594,2707,228,101,25673,1922,531,2572,2451,15559,1721,917
8600000US91748,91748,ZCTA5 91748,45917,5665,436,130,483,714,3488,259,155,40252,2632,652,3286,3340,26760,2188,1394
8600000US91750,91750,ZCTA5 91750,33912,1752,97,8,109,235,1093,143,67,32160,1760,335,2966,3149,19885,2097,1968
8600000US91752,91752,ZCTA5 91752,18862,2561,240,59,309,401,1263,113,176,16301,1035,307,1880,1519,9746,935,879
8600000US91754,91754,ZCTA5 91754,33060,4893,321,54,529,638,2850,239,262,28167,1311,313,2063,1631,16828,3301,2720
8600000US91755,91755,ZCTA5 91755,26766,4505,275,74,468,524,2689,282,193,22261,1281,181,1521,1350,14253,1951,1724
8600000US91759,91759,ZCTA5 91759,36,7,0,0,0,0,7,0,0,29,0,0,0,0,17,12,0
8600000US91761,91761,ZCTA5 91761,55532,6908,820,159,999,783,3901,154,92,48624,4238,742,5848,5418,30110,1340,928
8600000US91762,91762,ZCTA5 91762,53352,9367,1214,282,1483,1182,4923,156,127,43985,3844,822,4629,4071,27151,1922,1546
8600000US91763,91763,ZCTA5 91763,34330,6123,702,196,957,772,3180,182,134,28207,2138,486,3034,2894,17191,1389,1075
8600000US91764,91764,ZCTA5 91764,48547,8384,1227,213,1370,1009,4436,43,86,40163,3520,934,4701,3801,24830,1339,1038
8600000US91765,91765,ZCTA5 91765,46381,2996,96,1,344,298,2028,150,79,43385,2475,542,4340,4189,28760,1904,1175
8600000US91766,91766,ZCTA5 91766,68780,14632,1788,483,2704,1969,7312,213,163,54148,4734,969,6341,5791,33188,2128,997
8600000US91767,91767,ZCTA5 91767,45801,9169,1282,255,1333,1106,4681,323,189,36632,2990,818,4086,3391,22052,1882,1413
8600000US91768,91768,ZCTA5 91768,32538,8101,1137,253,1264,831,4416,152,48,24437,2078,394,2908,2471,14835,1101,650
8600000US91770,91770,ZCTA5 91770,61001,13033,1109,283,1645,1675,7485,432,404,47968,3345,804,4070,3694,30448,3208,2399
8600000US91773,91773,ZCTA5 91773,33901,2081,65,23,241,240,1089,120,303,31820,1963,422,2956,2765,20258,2041,1415
8600000US91775,91775,ZCTA5 91775,23166,2001,136,18,267,211,1196,83,90,21165,1308,204,1656,1434,13553,1585,1425
8600000US91776,91776,ZCTA5 91776,37391,6768,511,111,905,631,4049,286,275,30623,1894,462,2398,2152,20249,1859,1609
8600000US91780,91780,ZCTA5 91780,32165,3095,251,24,345,324,1926,110,115,29070,1601,393,2512,2325,18501,1865,1873
8600000US91784,91784,ZCTA5 91784,23164,878,46,13,74,73,605,31,36,22286,1126,304,1948,2308,13977,1630,993
8600000US91786,91786,ZCTA5 91786,48377,7484,834,119,995,830,4302,183,221,40893,2839,488,3804,3480,25764,2591,1927
8600000US91789,91789,ZCTA5 91789,44669,2591,139,54,313,292,1627,122,44,42078,2107,574,3988,4699,27500,2031,1179
8600000US91790,91790,ZCTA5 91790,43236,3712,348,102,373,467,2086,163,173,39524,3056,654,4036,3389,24014,2539,1836
8600000US91791,91791,ZCTA5 91791,30754,2787,322,29,361,237,1533,145,160,27967,1635,341,2537,2550,16860,2175,1869
8600000US91792,91792,ZCTA5 91792,31229,3131,323,52,502,399,1684,73,98,28098,2107,420,2557,2523,18460,1392,639
8600000US917HH,917HH,ZCTA5 917HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US917XX,917XX,ZCTA5 917XX,30,11,0,0,0,0,11,0,0,19,0,0,0,0,13,3,3
8600000US91801,91801,ZCTA5 91801,53864,7241,411,105,731,697,4691,298,308,46623,2801,597,3445,3120,30709,3097,2854
8600000US91803,91803,ZCTA5 91803,30147,4733,363,102,571,492,2704,329,172,25414,1537,247,2045,1805,16437,1742,1601
8600000US91901,91901,ZCTA5 91901,15675,1082,146,27,128,96,613,26,46,14593,809,202,1305,1356,9352,906,663
8600000US91902,91902,ZCTA5 91902,17171,662,24,9,15,76,497,25,16,16509,692,203,1466,1699,10497,1213,739
8600000US91905,91905,ZCTA5 91905,1262,224,13,5,26,25,114,27,14,1038,73,7,35,93,666,113,51
8600000US91906,91906,ZCTA5 91906,3089,646,44,13,116,80,364,17,12,2443,159,13,193,263,1484,221,110
8600000US91910,91910,ZCTA5 91910,72780,7878,666,173,1067,640,4430,417,485,64902,4667,919,6072,5562,39483,4182,4017
8600000US91911,91911,ZCTA5 91911,71030,9436,1073,179,1414,1054,4903,501,312,61594,4276,894,6256,5562,36966,4510,3130
8600000US91913,91913,ZCTA5 91913,12975,678,86,14,82,71,389,36,0,12297,935,309,1276,1288,7478,605,406
8600000US91914,91914,ZCTA5 91914,2597,54,0,0,11,10,33,0,0,2543,298,82,201,129,1779,28,26
8600000US91915,91915,ZCTA5 91915,9156,228,23,0,21,22,142,0,20,8928,855,202,1122,847,5491,364,47
8600000US91916,91916,ZCTA5 91916,1622,121,0,0,15,0,106,0,0,1501,38,0,128,124,983,140,88
8600000US91917,91917,ZCTA5 91917,753,70,0,0,0,0,65,5,0,683,23,0,52,41,451,70,46
8600000US91931,91931,ZCTA5 91931,700,163,0,0,49,50,64,0,0,537,41,0,29,79,324,38,26
8600000US91932,91932,ZCTA5 91932,26523,4967,469,96,677,696,2836,129,64,21556,1655,327,1981,1770,13915,1181,727
8600000US91934,91934,ZCTA5 91934,627,147,21,7,4,7,85,0,23,480,69,19,18,19,260,38,57
8600000US91935,91935,ZCTA5 91935,8907,626,35,0,57,80,402,28,24,8281,421,118,815,972,5184,509,262
8600000US91941,91941,ZCTA5 91941,44222,3921,225,52,314,404,2471,206,249,40301,2551,607,2795,2478,25592,3049,3229
8600000US91942,91942,ZCTA5 91942,23305,1981,76,26,114,151,1397,59,158,21324,992,187,1412,1240,13403,1781,2309
8600000US91945,91945,ZCTA5 91945,24644,3330,345,80,399,378,1966,85,77,21314,1373,302,2040,1864,13203,1232,1300
8600000US91948,91948,ZCTA5 91948,90,0,0,0,0,0,0,0,0,90,0,0,0,12,64,14,0
8600000US91950,91950,ZCTA5 91950,52141,11360,1270,301,1964,1451,5681,340,353,40781,2990,646,4045,3747,24137,2922,2294
8600000US91962,91962,ZCTA5 91962,1560,57,0,0,7,8,28,0,14,1503,45,58,99,155,929,126,91
8600000US91963,91963,ZCTA5 91963,937,242,13,0,31,54,128,8,8,695,40,33,89,81,378,57,17
8600000US91977,91977,ZCTA5 91977,55342,5711,503,108,959,872,2979,154,136,49631,3445,883,5201,4710,30832,2626,1934
8600000US91978,91978,ZCTA5 91978,7714,783,64,17,122,48,495,18,19,6931,424,116,491,606,4413,467,414
8600000US91980,91980,ZCTA5 91980,98,0,0,0,0,0,0,0,0,98,9,0,5,0,65,9,10
8600000US919HH,919HH,ZCTA5 919HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US919XX,919XX,ZCTA5 919XX,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
8600000US92003,92003,ZCTA5 92003,4015,371,21,4,56,41,208,34,7,3644,187,40,340,270,2248,325,234
8600000US92004,92004,ZCTA5 92004,2837,439,33,0,59,50,238,23,36,2398,110,9,145,108,1272,424,330
8600000US92007,92007,ZCTA5 92007,10372,700,25,9,30,67,537,15,17,9672,514,144,650,572,6937,528,327
8600000US92008,92008,ZCTA5 92008,34777,2740,212,57,256,321,1685,77,132,32037,1523,377,2280,2411,20607,2492,2347
8600000US92009,92009,ZCTA5 92009,42750,1925,112,24,289,164,1174,102,60,40825,3074,800,3441,2818,25478,2941,2273
8600000US92014,92014,ZCTA5 92014,14023,622,28,6,69,63,366,17,73,13401,530,105,1115,721,9233,1085,612
8600000US92019,92019,ZCTA5 92019,40823,2938,254,62,420,401,1610,108,83,37885,2373,464,3308,3662,24201,2250,1627
8600000US92020,92020,ZCTA5 92020,54249,8817,1120,188,1194,944,4916,179,276,45432,3287,668,4295,3476,28261,2921,2524
8600000US92021,92021,ZCTA5 92021,60467,8214,838,205,1068,932,4724,240,207,52253,3693,778,4602,4243,33156,3129,2652
8600000US92024,92024,ZCTA5 92024,46773,3447,160,60,295,334,2318,81,199,43326,2733,432,3452,3501,28868,2146,2194
8600000US92025,92025,ZCTA5 92025,48552,9352,1310,243,1509,944,5068,112,166,39200,3138,586,4236,3331,24104,1839,1966
8600000US92026,92026,ZCTA5 92026,43250,3704,356,132,545,342,2101,96,132,39546,2752,529,3390,2809,23060,3239,3767
8600000US92027,92027,ZCTA5 92027,48172,4741,517,142,594,544,2647,117,180,43431,3449,568,4597,3775,26177,2542,2323
8600000US92028,92028,ZCTA5 92028,41776,5502,606,153,825,565,2887,237,229,36274,2243,445,3099,3294,21079,3161,2953
8600000US92029,92029,ZCTA5 92029,17780,1142,68,16,151,113,682,42,70,16638,1119,283,1354,1265,10494,1098,1025
8600000US92036,92036,ZCTA5 92036,3503,265,11,0,62,38,133,14,7,3238,134,46,244,288,1987,382,157
8600000US92037,92037,ZCTA5 92037,36882,3380,115,46,199,171,2525,159,165,33502,1332,304,1701,1499,21344,3493,3829
8600000US92040,92040,ZCTA5 92040,41889,3111,243,50,347,278,1947,124,122,38778,2747,594,3643,3506,24352,2253,1683
8600000US92054,92054,ZCTA5 92054,81495,12681,1812,406,1739,1423,6815,226,260,68814,7419,1076,6619,4377,43427,3056,2840
8600000US92056,92056,ZCTA5 92056,52571,3327,279,46,439,336,1832,198,197,49244,3207,577,4336,4087,28364,4391,4282
8600000US92057,92057,ZCTA5 92057,46537,4185,465,168,498,473,2229,152,200,42352,2894,763,4536,3633,24441,2861,3224
8600000US92059,92059,ZCTA5 92059,1793,628,64,17,110,130,295,9,3,1165,61,7,110,148,767,36,36
8600000US92060,92060,ZCTA5 92060,220,4,0,0,0,0,4,0,0,216,5,6,9,35,122,21,18
8600000US92061,92061,ZCTA5 92061,2503,314,36,2,61,43,165,7,0,2189,122,34,152,221,1127,321,212
8600000US92064,92064,ZCTA5 92064,47639,2042,179,9,233,331,1147,71,72,45597,2672,734,4848,5442,28204,1968,1729
8600000US92065,92065,ZCTA5 92065,32812,2828,220,77,307,466,1598,56,104,29984,1989,505,2947,3206,18499,1673,1165
8600000US92066,92066,ZCTA5 92066,317,20,0,0,0,0,20,0,0,297,28,3,21,47,156,16,26
8600000US92067,92067,ZCTA5 92067,7225,231,0,0,0,15,172,0,44,6994,298,70,770,823,3836,625,572
8600000US92069,92069,ZCTA5 92069,52113,6331,609,121,733,748,3584,205,331,45782,3467,675,4588,3274,26496,3168,4114
8600000US92070,92070,ZCTA5 92070,1122,191,33,5,32,3,100,15,3,931,31,14,66,69,525,147,79
8600000US92071,92071,ZCTA5 92071,52575,2823,281,49,373,343,1620,83,74,49752,3276,811,4852,4920,31240,2476,2177
8600000US92075,92075,ZCTA5 92075,11976,828,55,20,41,52,571,42,47,11148,353,121,660,745,7270,1006,993
8600000US92078,92078,ZCTA5 92078,6794,500,41,15,56,36,263,37,52,6294,536,82,477,370,3683,595,551
8600000US92082,92082,ZCTA5 92082,14588,1482,167,28,196,201,726,41,123,13106,743,186,1369,1562,7721,860,665
8600000US92083,92083,ZCTA5 92083,60696,7851,898,181,1051,967,4488,100,166,52845,4260,953,5009,4568,33100,2741,2214
8600000US92084,92084,ZCTA5 92084,44018,6347,761,157,894,667,3448,185,235,37671,2532,550,3687,3062,22814,2488,2538
8600000US92086,92086,ZCTA5 92086,1244,192,15,4,33,4,115,17,4,1052,9,5,75,94,548,173,148
8600000US92091,92091,ZCTA5 92091,1302,53,0,0,0,0,35,10,8,1249,80,6,82,54,660,184,183
8600000US920HH,920HH,ZCTA5 920HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US920XX,920XX,ZCTA5 920XX,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
8600000US92101,92101,ZCTA5 92101,20474,4689,109,11,127,107,3850,236,249,15785,238,21,264,266,12248,1572,1176
8600000US92102,92102,ZCTA5 92102,46636,15007,1996,406,2744,1650,7748,279,184,31629,2387,457,3043,2915,20419,1368,1040
8600000US92103,92103,ZCTA5 92103,29531,3301,116,6,63,180,2430,247,259,26230,786,115,721,591,19708,1919,2390
8600000US92104,92104,ZCTA5 92104,47125,9645,796,258,1417,841,6015,133,185,37480,2214,370,2358,1745,27438,1613,1742
8600000US92105,92105,ZCTA5 92105,72973,24764,3633,792,4104,3003,12571,372,289,48209,4107,1034,5233,4111,29667,2334,1723
8600000US92106,92106,ZCTA5 92106,15416,953,39,0,45,54,683,49,83,14463,589,166,921,742,8839,1471,1735
8600000US92107,92107,ZCTA5 92107,27793,3012,204,44,147,113,2367,55,82,24781,1001,197,999,1033,18673,1223,1655
8600000US92108,92108,ZCTA5 92108,11481,1326,59,15,16,0,1216,14,6,10155,353,46,200,132,8595,505,324
8600000US92109,92109,ZCTA5 92109,45587,6283,179,6,235,185,5428,93,157,39304,1229,295,1223,1067,31316,2063,2111
8600000US92110,92110,ZCTA5 92110,21892,2478,114,4,118,202,1876,79,85,19414,1013,159,898,694,13228,1616,1806
8600000US92111,92111,ZCTA5 92111,46672,7366,557,158,984,872,4332,244,219,39306,2208,534,2937,2634,25538,3163,2292
8600000US92113,92113,ZCTA5 92113,46901,16893,2108,561,3289,2145,8253,315,222,30008,2735,454,3597,3204,17478,1429,1111
8600000US92114,92114,ZCTA5 92114,65852,9022,1145,300,1398,1096,4586,326,171,56830,3670,884,6026,6480,34344,3376,2050
8600000US92115,92115,ZCTA5 92115,52811,13300,1081,243,1286,894,9096,255,445,39511,2827,441,2654,2231,26658,2132,2568
8600000US92116,92116,ZCTA5 92116,32893,5298,522,130,407,436,3503,147,153,27595,1503,319,1447,965,20883,1265,1213
8600000US92117,92117,ZCTA5 92117,50860,4449,319,53,347,173,3076,247,234,46411,2561,569,3089,2819,29972,4140,3261
8600000US92118,92118,ZCTA5 92118,17666,881,63,12,60,75,608,36,27,16785,919,194,1265,1243,9841,1635,1688
8600000US92119,92119,ZCTA5 92119,21826,1307,142,21,103,78,833,71,59,20519,915,179,1419,1335,12566,2255,1850
8600000US92120,92120,ZCTA5 92120,25543,1412,41,0,26,137,1088,50,70,24131,1245,263,1401,1253,14427,3004,2538
8600000US92121,92121,ZCTA5 92121,4421,629,0,0,0,7,622,0,0,3792,247,26,185,127,3013,129,65
8600000US92122,92122,ZCTA5 92122,34717,5323,129,6,116,162,4637,185,88,29394,1412,266,1394,1204,20956,2077,2085
8600000US92123,92123,ZCTA5 92123,24138,2052,234,107,150,159,1225,115,62,22086,1637,303,1569,1152,14650,1659,1116
8600000US92124,92124,ZCTA5 92124,30134,1736,283,65,288,125,956,19,0,28398,2530,635,3185,2273,18202,1044,529
8600000US92126,92126,ZCTA5 92126,69692,4643,227,45,364,372,3169,243,223,65049,4648,1185,5394,4674,45134,2557,1457
8600000US92127,92127,ZCTA5 92127,19530,565,11,9,78,65,315,12,75,18965,1403,388,1959,1896,11846,500,973
8600000US92128,92128,ZCTA5 92128,42427,1620,82,50,153,85,912,139,199,40807,2369,481,3069,2433,23153,3977,5325
8600000US92129,92129,ZCTA5 92129,47048,1738,128,45,173,271,991,90,40,45310,3450,768,4976,4963,29079,1172,902
8600000US92130,92130,ZCTA5 92130,27936,1460,84,17,114,213,971,61,0,26476,2223,569,2725,2579,17067,817,496
8600000US92131,92131,ZCTA5 92131,29128,615,60,24,32,0,450,33,16,28513,2512,591,2978,2337,18818,865,412
8600000US92139,92139,ZCTA5 92139,36119,2465,233,44,322,290,1447,91,38,33654,2754,607,3453,3280,20799,1698,1063
8600000US92154,92154,ZCTA5 92154,61504,7761,742,146,1134,1152,4040,339,208,53743,3588,801,5548,5568,33496,3092,1650
8600000US92173,92173,ZCTA5 92173,28334,7771,907,191,1303,1279,3659,247,185,20563,1654,278,2520,2254,12054,1177,626
8600000US921HH,921HH,ZCTA5 921HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US92201,92201,ZCTA5 92201,55766,11581,1666,355,1853,1465,5679,286,277,44185,3719,749,5121,4264,26126,2571,1635
